"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A.Grand total","IDX_C"
"136172","University of North Florida","2020","First major","'51.0000'","Health Services/Allied Health/Health Sciences, General","Postbaccalaureate certificate","2","-2"
"136172","University of North Florida","2020","First major","'51.0000'","Health Services/Allied Health/Health Sciences, General","Master's degree","15","-2"
"136172","University of North Florida","2020","First major","'51.0701'","Health/Health Care Administration/Management","Bachelor's degree","101","-2"
"136172","University of North Florida","2020","First major","'51.0701'","Health/Health Care Administration/Management","Postbaccalaureate certificate","6","-2"
"136172","University of North Florida","2020","First major","'51.0701'","Health/Health Care Administration/Management","Master's degree","17","-2"
"136172","University of North Florida","2020","First major","'51.0913'","Athletic Training/Trainer","Bachelor's degree","0","-2"
"136172","University of North Florida","2020","First major","'51.0913'","Athletic Training/Trainer","Master's degree","5","-2"
"136172","University of North Florida","2020","First major","'51.1102'","Pre-Medicine/Pre-Medical Studies","Postbaccalaureate certificate","0","-2"
"136172","University of North Florida","2020","First major","'51.1503'","Clinical/Medical Social Work","Master's degree","21","-2"
"136172","University of North Florida","2020","First major","'51.1508'","Mental Health Counseling/Counselor","Master's degree","23","-2"
"136172","University of North Florida","2020","First major","'51.2208'","Community Health and Preventive Medicine","Postbaccalaureate certificate","0","-2"
"136172","University of North Florida","2020","First major","'51.2208'","Community Health and Preventive Medicine","Master's degree","20","-2"
"136172","University of North Florida","2020","First major","'51.2308'","Physical Therapy/Therapist","Doctor's degree - professional practice","30","-2"
"136172","University of North Florida","2020","First major","'51.2313'","Animal-Assisted Therapy","Postbaccalaureate certificate","6","-2"
"136172","University of North Florida","2020","First major","'51.2706'","Medical Informatics","Postbaccalaureate certificate","4","-2"
"136172","University of North Florida","2020","First major","'51.3101'","Dietetics/Dietitian","Bachelor's degree","78","-2"
"136172","University of North Florida","2020","First major","'51.3101'","Dietetics/Dietitian","Master's degree","20","-2"
"136172","University of North Florida","2020","First major","'51.3102'","Clinical Nutrition/Nutritionist","Doctor's degree - professional practice","4","-2"
"136172","University of North Florida","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Bachelor's degree","220","-2"
"136172","University of North Florida","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Master's degree","0","-2"
"136172","University of North Florida","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Post-master's certificate","0","-2"
"136172","University of North Florida","2020","First major","'51.3804'","Nurse Anesthetist","Doctor's degree - professional practice","25","-2"
"136172","University of North Florida","2020","First major","'51.3818'","Nursing Practice","Doctor's degree - professional practice","85","-2"
"136172","University of North Florida","2020","First major","'52.0101'","Business/Commerce, General","Master's degree","49","-2"
"136172","University of North Florida","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","229","-2"
"136172","University of North Florida","2020","First major","'52.0201'","Business Administration and Management, General","Postbaccalaureate certificate","1","-2"
"136172","University of North Florida","2020","First major","'52.0201'","Business Administration and Management, General","Master's degree","146","-2"
"136172","University of North Florida","2020","First major","'52.0203'","Logistics, Materials, and Supply Chain Management","Bachelor's degree","41","-2"
"136172","University of North Florida","2020","First major","'52.0301'","Accounting","Bachelor's degree","92","-2"
"136172","University of North Florida","2020","First major","'52.0301'","Accounting","Master's degree","36","-2"
"136172","University of North Florida","2020","First major","'52.0601'","Business/Managerial Economics","Bachelor's degree","12","-2"
"136172","University of North Florida","2020","First major","'52.0801'","Finance, General","Bachelor's degree","120","-2"
"136172","University of North Florida","2020","First major","'52.0803'","Banking and Financial Support Services","Bachelor's degree","0","-2"
"136172","University of North Florida","2020","First major","'52.0804'","Financial Planning and Services","Bachelor's degree","7","-2"
"136172","University of North Florida","2020","First major","'52.1101'","International Business/Trade/Commerce","Bachelor's degree","43","-2"
"136172","University of North Florida","2020","First major","'52.1401'","Marketing/Marketing Management, General","Bachelor's degree","95","-2"
"136172","University of North Florida","2020","First major","'54.0101'","History, General","Bachelor's degree","38","-2"
"136172","University of North Florida","2020","First major","'54.0101'","History, General","Master's degree","9","-2"
"136172","University of North Florida","2020","Second major","'05.0124'","French Studies","Bachelor's degree","1","-2"
"136172","University of North Florida","2020","Second major","'13.0401'","Educational Leadership and Administration, General","Master's degree","1","-2"
"136172","University of North Florida","2020","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"136172","University of North Florida","2020","Second major","'23.0101'","English Language and Literature, General","Bachelor's degree","3","-2"
"136172","University of North Florida","2020","Second major","'27.0501'","Statistics, General","Bachelor's degree","2","-2"
"136172","University of North Florida","2020","Second major","'30.2001'","International/Globalization Studies","Bachelor's degree","5","-2"
"136172","University of North Florida","2020","Second major","'38.0101'","Philosophy","Bachelor's degree","4","-2"
"136172","University of North Florida","2020","Second major","'40.0501'","Chemistry, General","Bachelor's degree","1","-2"
"136172","University of North Florida","2020","Second major","'40.0801'","Physics, General","Bachelor's degree","1","-2"
"136172","University of North Florida","2020","Second major","'42.2706'","Behavioral Neuroscience","Bachelor's degree","1","-2"
"136172","University of North Florida","2020","Second major","'42.2799'","Research and Experimental Psychology, Other","Bachelor's degree","9","-2"
"136172","University of North Florida","2020","Second major","'43.0104'","Criminal Justice/Safety Studies","Bachelor's degree","15","-2"
"136172","University of North Florida","2020","Second major","'45.0201'","Anthropology, General","Bachelor's degree","3","-2"
"136172","University of North Florida","2020","Second major","'45.0601'","Economics, General","Bachelor's degree","3","-2"
"136172","University of North Florida","2020","Second major","'45.1001'","Political Science and Government, General","Bachelor's degree","11","-2"
"136172","University of North Florida","2020","Second major","'45.1101'","Sociology, General","Bachelor's degree","5","-2"
"136172","University of North Florida","2020","Second major","'52.0201'","Business Administration and Management, General","Bachelor's degree","4","-2"
"136172","University of North Florida","2020","Second major","'52.0203'","Logistics, Materials, and Supply Chain Management","Bachelor's degree","8","-2"
"136172","University of North Florida","2020","Second major","'52.0301'","Accounting","Bachelor's degree","4","-2"
"136172","University of North Florida","2020","Second major","'52.0601'","Business/Managerial Economics","Bachelor's degree","7","-2"
"136172","University of North Florida","2020","Second major","'52.0801'","Finance, General","Bachelor's degree","14","-2"
"136172","University of North Florida","2020","Second major","'52.0804'","Financial Planning and Services","Bachelor's degree","14","-2"
"136172","University of North Florida","2020","Second major","'52.1101'","International Business/Trade/Commerce","Bachelor's degree","3","-2"
"136172","University of North Florida","2020","Second major","'52.1401'","Marketing/Marketing Management, General","Bachelor's degree","15","-2"
"136172","University of North Florida","2020","Second major","'54.0101'","History, General","Bachelor's degree","2","-2"
"136215","Nova Southeastern University","2020","First major","'03.0104'","Environmental Science","Bachelor's degree","10","-2"
"136215","Nova Southeastern University","2020","First major","'03.0205'","Water, Wetlands, and Marine Resources Management","Master's degree","3","-2"
"136215","Nova Southeastern University","2020","First major","'09.0101'","Speech Communication and Rhetoric","Bachelor's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'11.0101'","Computer and Information Sciences, General","Bachelor's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'11.0101'","Computer and Information Sciences, General","Master's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'11.0101'","Computer and Information Sciences, General","Doctor's degree - research/scholarship","1","-2"
"136215","Nova Southeastern University","2020","First major","'11.0103'","Information Technology","Bachelor's degree","12","-2"
"136215","Nova Southeastern University","2020","First major","'11.0103'","Information Technology","Master's degree","25","-2"
"136215","Nova Southeastern University","2020","First major","'11.0199'","Computer and Information Sciences,  Other","Bachelor's degree","4","-2"
"136215","Nova Southeastern University","2020","First major","'11.0199'","Computer and Information Sciences,  Other","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'11.0199'","Computer and Information Sciences,  Other","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'11.0199'","Computer and Information Sciences,  Other","Doctor's degree - research/scholarship","2","-2"
"136215","Nova Southeastern University","2020","First major","'11.0401'","Information Science/Studies","Master's degree","79","-2"
"136215","Nova Southeastern University","2020","First major","'11.0401'","Information Science/Studies","Doctor's degree - research/scholarship","22","-2"
"136215","Nova Southeastern University","2020","First major","'11.0701'","Computer Science","Bachelor's degree","8","-2"
"136215","Nova Southeastern University","2020","First major","'11.0701'","Computer Science","Master's degree","18","-2"
"136215","Nova Southeastern University","2020","First major","'11.0701'","Computer Science","Doctor's degree - research/scholarship","2","-2"
"136215","Nova Southeastern University","2020","First major","'11.1003'","Computer and Information Systems Security/Auditing/Information Assurance","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'11.1003'","Computer and Information Systems Security/Auditing/Information Assurance","Master's degree","10","-2"
"136215","Nova Southeastern University","2020","First major","'11.1003'","Computer and Information Systems Security/Auditing/Information Assurance","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'11.1003'","Computer and Information Systems Security/Auditing/Information Assurance","Doctor's degree - research/scholarship","5","-2"
"136215","Nova Southeastern University","2020","First major","'13.0101'","Education, General","Bachelor's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.0101'","Education, General","Post-master's certificate","107","-2"
"136215","Nova Southeastern University","2020","First major","'13.0101'","Education, General","Doctor's degree - research/scholarship","303","-2"
"136215","Nova Southeastern University","2020","First major","'13.0301'","Curriculum and Instruction","Master's degree","33","-2"
"136215","Nova Southeastern University","2020","First major","'13.0301'","Curriculum and Instruction","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.0401'","Educational Leadership and Administration, General","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.0401'","Educational Leadership and Administration, General","Master's degree","91","-2"
"136215","Nova Southeastern University","2020","First major","'13.0401'","Educational Leadership and Administration, General","Post-master's certificate","35","-2"
"136215","Nova Southeastern University","2020","First major","'13.0401'","Educational Leadership and Administration, General","Doctor's degree - research/scholarship","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.0404'","Educational, Instructional, and Curriculum Supervision","Master's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.0404'","Educational, Instructional, and Curriculum Supervision","Post-master's certificate","23","-2"
"136215","Nova Southeastern University","2020","First major","'13.0406'","Higher Education/Higher Education Administration","Master's degree","23","-2"
"136215","Nova Southeastern University","2020","First major","'13.0410'","Urban Education and Leadership","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.0601'","Educational Evaluation and Research","Postbaccalaureate certificate","3","-2"
"136215","Nova Southeastern University","2020","First major","'13.1001'","Special Education and Teaching, General","Master's degree","11","-2"
"136215","Nova Southeastern University","2020","First major","'13.1001'","Special Education and Teaching, General","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.1004'","Education/Teaching of the Gifted and Talented","Master's degree","44","-2"
"136215","Nova Southeastern University","2020","First major","'13.1004'","Education/Teaching of the Gifted and Talented","Post-master's certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.1011'","Education/Teaching of Individuals with Specific Learning Disabilities","Bachelor's degree","3","-2"
"136215","Nova Southeastern University","2020","First major","'13.1101'","Counselor Education/School Counseling and Guidance Services","Master's degree","4","-2"
"136215","Nova Southeastern University","2020","First major","'13.1202'","Elementary Education and Teaching","Bachelor's degree","2","-2"
"136215","Nova Southeastern University","2020","First major","'13.1202'","Elementary Education and Teaching","Master's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'13.1202'","Elementary Education and Teaching","Post-master's certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.1206'","Teacher Education, Multiple Levels","Master's degree","6","-2"
"136215","Nova Southeastern University","2020","First major","'13.1209'","Kindergarten/Preschool Education and Teaching","Bachelor's degree","4","-2"
"136215","Nova Southeastern University","2020","First major","'13.1210'","Early Childhood Education and Teaching","Certificates of at least 1 but less than 2 years","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.1210'","Early Childhood Education and Teaching","Associate's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.1210'","Early Childhood Education and Teaching","Bachelor's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'13.1210'","Early Childhood Education and Teaching","Master's degree","2","-2"
"136215","Nova Southeastern University","2020","First major","'13.1302'","Art Teacher Education","Bachelor's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'13.1302'","Art Teacher Education","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.1305'","English/Language Arts Teacher Education","Bachelor's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.1305'","English/Language Arts Teacher Education","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.1305'","English/Language Arts Teacher Education","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.1307'","Health Teacher Education","Master's degree","3","-2"
"136215","Nova Southeastern University","2020","First major","'13.1311'","Mathematics Teacher Education","Bachelor's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.1311'","Mathematics Teacher Education","Master's degree","30","-2"
"136215","Nova Southeastern University","2020","First major","'13.1311'","Mathematics Teacher Education","Post-master's certificate","6","-2"
"136215","Nova Southeastern University","2020","First major","'13.1315'","Reading Teacher Education","Master's degree","9","-2"
"136215","Nova Southeastern University","2020","First major","'13.1315'","Reading Teacher Education","Post-master's certificate","5","-2"
"136215","Nova Southeastern University","2020","First major","'13.1316'","Science Teacher Education/General Science Teacher Education","Master's degree","18","-2"
"136215","Nova Southeastern University","2020","First major","'13.1316'","Science Teacher Education/General Science Teacher Education","Post-master's certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.1318'","Social Studies Teacher Education","Bachelor's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.1318'","Social Studies Teacher Education","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.1319'","Technical Teacher Education","Master's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.1319'","Technical Teacher Education","Doctor's degree - research/scholarship","4","-2"
"136215","Nova Southeastern University","2020","First major","'13.1330'","Spanish Language Teacher Education","Master's degree","15","-2"
"136215","Nova Southeastern University","2020","First major","'13.1334'","School Librarian/School Library Media Specialist","Master's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.1334'","School Librarian/School Library Media Specialist","Post-master's certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'13.1401'","Teaching English as a Second or Foreign Language/ESL Language Instructor","Master's degree","10","-2"
"136215","Nova Southeastern University","2020","First major","'13.1401'","Teaching English as a Second or Foreign Language/ESL Language Instructor","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'13.9999'","Education, Other","Post-master's certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'14.0101'","Engineering, General","Bachelor's degree","6","-2"
"136215","Nova Southeastern University","2020","First major","'14.0901'","Computer Engineering, General","Bachelor's degree","6","-2"
"136215","Nova Southeastern University","2020","First major","'14.0903'","Computer Software Engineering","Bachelor's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'14.0903'","Computer Software Engineering","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'19.0504'","Human Nutrition","Postbaccalaureate certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'19.0504'","Human Nutrition","Master's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'19.0701'","Human Development and Family Studies, General","Bachelor's degree","6","-2"
"136215","Nova Southeastern University","2020","First major","'19.0701'","Human Development and Family Studies, General","Master's degree","57","-2"
"136215","Nova Southeastern University","2020","First major","'22.0001'","Pre-Law Studies","Bachelor's degree","9","-2"
"136215","Nova Southeastern University","2020","First major","'22.0101'","Law","Doctor's degree - professional practice","186","-2"
"136215","Nova Southeastern University","2020","First major","'22.0201'","Advanced Legal Research/Studies, General","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'22.0203'","American/U.S. Law/Legal Studies/Jurisprudence","Master's degree","19","-2"
"136215","Nova Southeastern University","2020","First major","'22.0208'","Health Law","Master's degree","32","-2"
"136215","Nova Southeastern University","2020","First major","'22.0299'","Legal Research and Advanced Professional Studies, Other","Master's degree","29","-2"
"136215","Nova Southeastern University","2020","First major","'22.0302'","Legal Assistant/Paralegal","Bachelor's degree","6","-2"
"136215","Nova Southeastern University","2020","First major","'22.0302'","Legal Assistant/Paralegal","Postbaccalaureate certificate","2","-2"
"136215","Nova Southeastern University","2020","First major","'23.0101'","English Language and Literature, General","Bachelor's degree","3","-2"
"136215","Nova Southeastern University","2020","First major","'23.1304'","Rhetoric and Composition","Master's degree","4","-2"
"136215","Nova Southeastern University","2020","First major","'24.0101'","Liberal Arts and Sciences/Liberal Studies","Master's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'24.0102'","General Studies","Bachelor's degree","35","-2"
"136215","Nova Southeastern University","2020","First major","'26.0101'","Biology/Biological Sciences, General","Bachelor's degree","196","-2"
"136215","Nova Southeastern University","2020","First major","'26.0102'","Biomedical Sciences, General","Master's degree","10","-2"
"136215","Nova Southeastern University","2020","First major","'26.0210'","Biochemistry and Molecular Biology","Master's degree","11","-2"
"136215","Nova Southeastern University","2020","First major","'26.0909'","Vision Science/Physiological Optics","Bachelor's degree","70","-2"
"136215","Nova Southeastern University","2020","First major","'26.0909'","Vision Science/Physiological Optics","Master's degree","2","-2"
"136215","Nova Southeastern University","2020","First major","'26.1199'","Biomathematics, Bioinformatics, and Computational Biology, Other","Postbaccalaureate certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'26.1302'","Marine Biology and Biological Oceanography","Bachelor's degree","37","-2"
"136215","Nova Southeastern University","2020","First major","'26.1302'","Marine Biology and Biological Oceanography","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'26.1302'","Marine Biology and Biological Oceanography","Master's degree","26","-2"
"136215","Nova Southeastern University","2020","First major","'26.1501'","Neuroscience","Bachelor's degree","34","-2"
"136215","Nova Southeastern University","2020","First major","'27.0101'","Mathematics, General","Bachelor's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'30.0501'","Peace Studies and Conflict Resolution","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'30.0501'","Peace Studies and Conflict Resolution","Master's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'30.0501'","Peace Studies and Conflict Resolution","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'30.0501'","Peace Studies and Conflict Resolution","Doctor's degree - research/scholarship","1","-2"
"136215","Nova Southeastern University","2020","First major","'30.1101'","Gerontology","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'30.1101'","Gerontology","Master's degree","3","-2"
"136215","Nova Southeastern University","2020","First major","'30.1101'","Gerontology","Post-master's certificate","4","-2"
"136215","Nova Southeastern University","2020","First major","'30.2801'","Dispute Resolution","Postbaccalaureate certificate","6","-2"
"136215","Nova Southeastern University","2020","First major","'30.2801'","Dispute Resolution","Master's degree","10","-2"
"136215","Nova Southeastern University","2020","First major","'30.2801'","Dispute Resolution","Doctor's degree - research/scholarship","29","-2"
"136215","Nova Southeastern University","2020","First major","'31.0504'","Sport and Fitness Administration/Management","Bachelor's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'31.0504'","Sport and Fitness Administration/Management","Master's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'31.0504'","Sport and Fitness Administration/Management","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'31.0505'","Exercise Science and Kinesiology","Bachelor's degree","36","-2"
"136215","Nova Southeastern University","2020","First major","'38.0101'","Philosophy","Bachelor's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'40.0501'","Chemistry, General","Bachelor's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'40.0607'","Oceanography, Chemical and Physical","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'40.0607'","Oceanography, Chemical and Physical","Doctor's degree - research/scholarship","1","-2"
"136215","Nova Southeastern University","2020","First major","'42.0101'","Psychology, General","Bachelor's degree","75","-2"
"136215","Nova Southeastern University","2020","First major","'42.0101'","Psychology, General","Master's degree","22","-2"
"136215","Nova Southeastern University","2020","First major","'42.2704'","Experimental Psychology","Master's degree","9","-2"
"136215","Nova Southeastern University","2020","First major","'42.2801'","Clinical Psychology","Master's degree","81","-2"
"136215","Nova Southeastern University","2020","First major","'42.2801'","Clinical Psychology","Doctor's degree - research/scholarship","12","-2"
"136215","Nova Southeastern University","2020","First major","'42.2801'","Clinical Psychology","Doctor's degree - professional practice","79","-2"
"136215","Nova Southeastern University","2020","First major","'42.2803'","Counseling Psychology","Master's degree","170","-2"
"136215","Nova Southeastern University","2020","First major","'42.2805'","School Psychology","Master's degree","15","-2"
"136215","Nova Southeastern University","2020","First major","'42.2805'","School Psychology","Post-master's certificate","9","-2"
"136215","Nova Southeastern University","2020","First major","'42.2805'","School Psychology","Doctor's degree - professional practice","5","-2"
"136215","Nova Southeastern University","2020","First major","'42.2812'","Forensic Psychology","Master's degree","49","-2"
"136215","Nova Southeastern University","2020","First major","'43.0104'","Criminal Justice/Safety Studies","Bachelor's degree","14","-2"
"136215","Nova Southeastern University","2020","First major","'43.0104'","Criminal Justice/Safety Studies","Master's degree","44","-2"
"136215","Nova Southeastern University","2020","First major","'43.0104'","Criminal Justice/Safety Studies","Doctor's degree - research/scholarship","11","-2"
"136215","Nova Southeastern University","2020","First major","'43.0301'","Homeland Security","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'43.0301'","Homeland Security","Master's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'43.0302'","Crisis/Emergency/Disaster Management","Master's degree","13","-2"
"136215","Nova Southeastern University","2020","First major","'44.0000'","Human Services, General","Bachelor's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'44.0401'","Public Administration","Master's degree","25","-2"
"136215","Nova Southeastern University","2020","First major","'44.0702'","Youth Services/Administration","Master's degree","32","-2"
"136215","Nova Southeastern University","2020","First major","'45.0901'","International Relations and Affairs","Bachelor's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'45.0999'","International Relations and National Security Studies, Other","Postbaccalaureate certificate","2","-2"
"136215","Nova Southeastern University","2020","First major","'45.0999'","International Relations and National Security Studies, Other","Master's degree","11","-2"
"136215","Nova Southeastern University","2020","First major","'45.1001'","Political Science and Government, General","Bachelor's degree","11","-2"
"136215","Nova Southeastern University","2020","First major","'45.1101'","Sociology, General","Bachelor's degree","6","-2"
"136215","Nova Southeastern University","2020","First major","'50.0301'","Dance, General","Bachelor's degree","2","-2"
"136215","Nova Southeastern University","2020","First major","'50.0702'","Fine/Studio Arts, General","Bachelor's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'50.0901'","Music, General","Bachelor's degree","4","-2"
"136215","Nova Southeastern University","2020","First major","'51.0000'","Health Services/Allied Health/Health Sciences, General","Bachelor's degree","21","-2"
"136215","Nova Southeastern University","2020","First major","'51.0000'","Health Services/Allied Health/Health Sciences, General","Master's degree","43","-2"
"136215","Nova Southeastern University","2020","First major","'51.0000'","Health Services/Allied Health/Health Sciences, General","Doctor's degree - research/scholarship","56","-2"
"136215","Nova Southeastern University","2020","First major","'51.0001'","Health and Wellness, General","Postbaccalaureate certificate","3","-2"
"136215","Nova Southeastern University","2020","First major","'51.0202'","Audiology/Audiologist","Doctor's degree - professional practice","26","-2"
"136215","Nova Southeastern University","2020","First major","'51.0203'","Speech-Language Pathology/Pathologist","Bachelor's degree","0","-2"
"136215","Nova Southeastern University","2020","First major","'51.0203'","Speech-Language Pathology/Pathologist","Master's degree","206","-2"
"136215","Nova Southeastern University","2020","First major","'51.0203'","Speech-Language Pathology/Pathologist","Doctor's degree - professional practice","6","-2"
"136215","Nova Southeastern University","2020","First major","'51.0401'","Dentistry","Doctor's degree - professional practice","121","-2"
"136215","Nova Southeastern University","2020","First major","'51.0501'","Dental Clinical Sciences, General","Master's degree","15","-2"
"136215","Nova Southeastern University","2020","First major","'51.0502'","Advanced General Dentistry","Post-master's certificate","18","-2"
"136215","Nova Southeastern University","2020","First major","'51.0506'","Endodontics/Endodontology","Post-master's certificate","7","-2"
"136215","Nova Southeastern University","2020","First major","'51.0507'","Oral/Maxillofacial Surgery","Post-master's certificate","3","-2"
"136215","Nova Southeastern University","2020","First major","'51.0508'","Orthodontics/Orthodontology","Post-master's certificate","7","-2"
"136215","Nova Southeastern University","2020","First major","'51.0509'","Pediatric Dentistry/Pedodontics","Post-master's certificate","5","-2"
"136215","Nova Southeastern University","2020","First major","'51.0510'","Periodontics/Periodontology","Post-master's certificate","9","-2"
"136215","Nova Southeastern University","2020","First major","'51.0511'","Prosthodontics/Prosthodontology","Post-master's certificate","3","-2"
"136215","Nova Southeastern University","2020","First major","'51.0599'","Advanced/Graduate Dentistry and Oral Sciences, Other","Post-master's certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'51.0701'","Health/Health Care Administration/Management","Master's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'51.0809'","Anesthesiologist Assistant","Master's degree","59","-2"
"136215","Nova Southeastern University","2020","First major","'51.0816'","Speech-Language Pathology Assistant","Bachelor's degree","20","-2"
"136215","Nova Southeastern University","2020","First major","'51.0908'","Respiratory Care Therapy/Therapist","Bachelor's degree","27","-2"
"136215","Nova Southeastern University","2020","First major","'51.0910'","Diagnostic Medical Sonography/Sonographer and Ultrasound Technician","Bachelor's degree","27","-2"
"136215","Nova Southeastern University","2020","First major","'51.0912'","Physician Assistant","Master's degree","240","-2"
"136215","Nova Southeastern University","2020","First major","'51.0913'","Athletic Training/Trainer","Bachelor's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'51.0913'","Athletic Training/Trainer","Master's degree","2","-2"
"136215","Nova Southeastern University","2020","First major","'51.0915'","Cardiopulmonary Technology/Technologist","Bachelor's degree","16","-2"
"136215","Nova Southeastern University","2020","First major","'51.1202'","Osteopathic Medicine/Osteopathy","Doctor's degree - professional practice","245","-2"
"136215","Nova Southeastern University","2020","First major","'51.1501'","Substance Abuse/Addiction Counseling","Certificates of less than 1 year","0","-2"
"136215","Nova Southeastern University","2020","First major","'51.1501'","Substance Abuse/Addiction Counseling","Certificates of at least 12 weeks but less than 1 year","0","-2"
"136215","Nova Southeastern University","2020","First major","'51.1505'","Marriage and Family Therapy/Counseling","Master's degree","46","-2"
"136215","Nova Southeastern University","2020","First major","'51.1505'","Marriage and Family Therapy/Counseling","Doctor's degree - research/scholarship","22","-2"
"136215","Nova Southeastern University","2020","First major","'51.1505'","Marriage and Family Therapy/Counseling","Doctor's degree - professional practice","5","-2"
"136215","Nova Southeastern University","2020","First major","'51.1508'","Mental Health Counseling/Counselor","Master's degree","72","-2"
"136215","Nova Southeastern University","2020","First major","'51.1701'","Optometry","Doctor's degree - professional practice","87","-2"
"136215","Nova Southeastern University","2020","First major","'51.2001'","Pharmacy","Doctor's degree - research/scholarship","0","-2"
"136215","Nova Southeastern University","2020","First major","'51.2001'","Pharmacy","Doctor's degree - professional practice","234","-2"
"136215","Nova Southeastern University","2020","First major","'51.2010'","Pharmaceutical Sciences","Master's degree","7","-2"
"136215","Nova Southeastern University","2020","First major","'51.2010'","Pharmaceutical Sciences","Doctor's degree - research/scholarship","6","-2"
"136215","Nova Southeastern University","2020","First major","'51.2011'","Pharmaceutical Marketing and Management","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'51.2201'","Public Health, General","Bachelor's degree","5","-2"
"136215","Nova Southeastern University","2020","First major","'51.2201'","Public Health, General","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'51.2201'","Public Health, General","Master's degree","57","-2"
"136215","Nova Southeastern University","2020","First major","'51.2306'","Occupational Therapy/Therapist","Master's degree","51","-2"
"136215","Nova Southeastern University","2020","First major","'51.2306'","Occupational Therapy/Therapist","Doctor's degree - research/scholarship","49","-2"
