"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A.Grand total","IDX_C"
"132374","Atlantic Technical College","2020","First major","'11.0103'","Information Technology","Certificates of less than 1 year","7","-2"
"132374","Atlantic Technical College","2020","First major","'11.0103'","Information Technology","Certificates of at least 12 weeks but less than 1 year","7","-2"
"132374","Atlantic Technical College","2020","First major","'11.0203'","Computer Programming, Vendor/Product Certification","Certificates of at least 1 but less than 2 years","10","-2"
"132374","Atlantic Technical College","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Certificates of at least 1 but less than 2 years","40","-2"
"132374","Atlantic Technical College","2020","First major","'11.0901'","Computer Systems Networking and Telecommunications","Certificates of at least 1 but less than 2 years","34","-2"
"132374","Atlantic Technical College","2020","First major","'12.0503'","Culinary Arts/Chef Training","Certificates of at least 1 but less than 2 years","47","-2"
"132374","Atlantic Technical College","2020","First major","'15.0303'","Electrical, Electronic, and Communications Engineering Technology/Technician","Certificates of at least 1 but less than 2 years","0","-2"
"132374","Atlantic Technical College","2020","First major","'15.1301'","Drafting and Design Technology/Technician, General","Certificates of at least 1 but less than 2 years","21","-2"
"132374","Atlantic Technical College","2020","First major","'22.0301'","Legal Administrative Assistant/Secretary","Certificates of at least 1 but less than 2 years","9","-2"
"132374","Atlantic Technical College","2020","First major","'22.0303'","Court Reporting and Captioning/Court Reporter","Certificates of less than 1 year","5","-2"
"132374","Atlantic Technical College","2020","First major","'22.0303'","Court Reporting and Captioning/Court Reporter","Certificates of at least 1 but less than 2 years","1","-2"
"132374","Atlantic Technical College","2020","First major","'22.0303'","Court Reporting and Captioning/Court Reporter","Certificates of at least 12 weeks but less than 1 year","5","-2"
"132374","Atlantic Technical College","2020","First major","'46.0201'","Carpentry/Carpenter","Certificates of at least 1 but less than 2 years","12","-2"
"132374","Atlantic Technical College","2020","First major","'46.0302'","Electrician","Certificates of at least 1 but less than 2 years","33","-2"
"132374","Atlantic Technical College","2020","First major","'46.0303'","Lineworker","Certificates of at least 2 but less than 4 years","0","-2"
"132374","Atlantic Technical College","2020","First major","'47.0201'","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Certificates of at least 1 but less than 2 years","68","-2"
"132374","Atlantic Technical College","2020","First major","'47.0603'","Autobody/Collision and Repair Technology/Technician","Certificates of at least 1 but less than 2 years","5","-2"
"132374","Atlantic Technical College","2020","First major","'47.0604'","Automobile/Automotive Mechanics Technology/Technician","Certificates of at least 2 but less than 4 years","24","-2"
"132374","Atlantic Technical College","2020","First major","'48.0503'","Machine Shop Technology/Assistant","Certificates of at least 1 but less than 2 years","18","-2"
"132374","Atlantic Technical College","2020","First major","'48.0508'","Welding Technology/Welder","Certificates of at least 1 but less than 2 years","8","-2"
"132374","Atlantic Technical College","2020","First major","'49.0202'","Construction/Heavy Equipment/Earthmoving Equipment Operation","Certificates of at least 2 but less than 4 years","0","-2"
"132374","Atlantic Technical College","2020","First major","'50.0411'","Game and Interactive Media Design","Certificates of less than 1 year","10","-2"
"132374","Atlantic Technical College","2020","First major","'50.0411'","Game and Interactive Media Design","Certificates of at least 12 weeks but less than 1 year","10","-2"
"132374","Atlantic Technical College","2020","First major","'51.0601'","Dental Assisting/Assistant","Certificates of at least 1 but less than 2 years","13","-2"
"132374","Atlantic Technical College","2020","First major","'51.0707'","Health Information/Medical Records Technology/Technician","Certificates of at least 1 but less than 2 years","23","-2"
"132374","Atlantic Technical College","2020","First major","'51.0716'","Medical Administrative/Executive Assistant and Medical Secretary","Certificates of at least 1 but less than 2 years","20","-2"
"132374","Atlantic Technical College","2020","First major","'51.0801'","Medical/Clinical Assistant","Certificates of at least 1 but less than 2 years","18","-2"
"132374","Atlantic Technical College","2020","First major","'51.0805'","Pharmacy Technician/Assistant","Certificates of at least 1 but less than 2 years","10","-2"
"132374","Atlantic Technical College","2020","First major","'51.0806'","Physical Therapy Assistant","Certificates of less than 1 year","14","-2"
"132374","Atlantic Technical College","2020","First major","'51.0806'","Physical Therapy Assistant","Certificates of at least 12 weeks but less than 1 year","14","-2"
"132374","Atlantic Technical College","2020","First major","'51.0899'","Allied Health and Medical Assisting Services, Other","Certificates of less than 1 year","27","-2"
"132374","Atlantic Technical College","2020","First major","'51.0899'","Allied Health and Medical Assisting Services, Other","Certificates of at least 12 weeks but less than 1 year","27","-2"
"132374","Atlantic Technical College","2020","First major","'51.0902'","Electrocardiograph Technology/Technician","Certificates of less than 1 year","18","-2"
"132374","Atlantic Technical College","2020","First major","'51.0902'","Electrocardiograph Technology/Technician","Certificates of at least 12 weeks but less than 1 year","18","-2"
"132374","Atlantic Technical College","2020","First major","'51.1011'","Renal/Dialysis Technologist/Technician","Certificates of less than 1 year","29","-2"
"132374","Atlantic Technical College","2020","First major","'51.1011'","Renal/Dialysis Technologist/Technician","Certificates of at least 12 weeks but less than 1 year","29","-2"
"132374","Atlantic Technical College","2020","First major","'51.1502'","Psychiatric/Mental Health Services Technician","Certificates of less than 1 year","11","-2"
"132374","Atlantic Technical College","2020","First major","'51.1502'","Psychiatric/Mental Health Services Technician","Certificates of at least 12 weeks but less than 1 year","11","-2"
"132374","Atlantic Technical College","2020","First major","'51.3901'","Licensed Practical/Vocational Nurse Training","Certificates of at least 1 but less than 2 years","96","-2"
"132374","Atlantic Technical College","2020","First major","'51.3902'","Nursing Assistant/Aide and Patient Care Assistant/Aide","Certificates of less than 1 year","20","-2"
"132374","Atlantic Technical College","2020","First major","'51.3902'","Nursing Assistant/Aide and Patient Care Assistant/Aide","Certificates of at least 12 weeks but less than 1 year","20","-2"
"132374","Atlantic Technical College","2020","First major","'52.0201'","Business Administration and Management, General","Certificates of at least 1 but less than 2 years","17","-2"
"132374","Atlantic Technical College","2020","First major","'52.0302'","Accounting Technology/Technician and Bookkeeping","Certificates of at least 1 but less than 2 years","24","-2"
"132374","Atlantic Technical College","2020","First major","'52.0401'","Administrative Assistant and Secretarial Science, General","Certificates of at least 1 but less than 2 years","11","-2"
"132408","Baptist University of Florida","2020","First major","'13.1202'","Elementary Education and Teaching","Bachelor's degree","3","-2"
"132408","Baptist University of Florida","2020","First major","'13.1305'","English/Language Arts Teacher Education","Bachelor's degree","0","-2"
"132408","Baptist University of Florida","2020","First major","'13.1312'","Music Teacher Education","Bachelor's degree","0","-2"
"132408","Baptist University of Florida","2020","First major","'13.1328'","History Teacher Education","Bachelor's degree","0","-2"
"132408","Baptist University of Florida","2020","First major","'23.0101'","English Language and Literature, General","Bachelor's degree","4","-2"
"132408","Baptist University of Florida","2020","First major","'24.0102'","General Studies","Associate's degree","8","-2"
"132408","Baptist University of Florida","2020","First major","'39.0201'","Bible/Biblical Studies","Bachelor's degree","2","-2"
"132408","Baptist University of Florida","2020","First major","'39.0301'","Missions/Missionary Studies","Bachelor's degree","5","-2"
"132408","Baptist University of Florida","2020","First major","'39.0401'","Religious Education","Bachelor's degree","3","-2"
"132408","Baptist University of Florida","2020","First major","'39.0601'","Theology/Theological Studies","Associate's degree","2","-2"
"132408","Baptist University of Florida","2020","First major","'39.0601'","Theology/Theological Studies","Bachelor's degree","25","-2"
"132408","Baptist University of Florida","2020","First major","'39.0601'","Theology/Theological Studies","Master's degree","1","-2"
"132408","Baptist University of Florida","2020","First major","'42.0101'","Psychology, General","Bachelor's degree","11","-2"
"132408","Baptist University of Florida","2020","First major","'42.0101'","Psychology, General","Master's degree","0","-2"
"132408","Baptist University of Florida","2020","First major","'50.0903'","Music Performance, General","Associate's degree","0","-2"
"132408","Baptist University of Florida","2020","First major","'50.0903'","Music Performance, General","Bachelor's degree","9","-2"
"132408","Baptist University of Florida","2020","First major","'50.0903'","Music Performance, General","Master's degree","2","-2"
"132408","Baptist University of Florida","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","2","-2"
"132408","Baptist University of Florida","2020","First major","'54.0101'","History, General","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'09.0100'","Communication, General","Bachelor's degree","1","-2"
"132471","Barry University","2020","First major","'09.0100'","Communication, General","Master's degree","0","-2"
"132471","Barry University","2020","First major","'09.0101'","Speech Communication and Rhetoric","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'09.0701'","Radio and Television","Bachelor's degree","10","-2"
"132471","Barry University","2020","First major","'09.0902'","Public Relations/Image Management","Bachelor's degree","3","-2"
"132471","Barry University","2020","First major","'09.0903'","Advertising","Bachelor's degree","2","-2"
"132471","Barry University","2020","First major","'09.0999'","Public Relations, Advertising, and Applied Communication, Other","Master's degree","0","-2"
"132471","Barry University","2020","First major","'11.0101'","Computer and Information Sciences, General","Bachelor's degree","16","-2"
"132471","Barry University","2020","First major","'11.0103'","Information Technology","Bachelor's degree","22","-2"
"132471","Barry University","2020","First major","'11.0103'","Information Technology","Postbaccalaureate certificate","0","-2"
"132471","Barry University","2020","First major","'11.0401'","Information Science/Studies","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'11.0401'","Information Science/Studies","Master's degree","0","-2"
"132471","Barry University","2020","First major","'11.0701'","Computer Science","Bachelor's degree","1","-2"
"132471","Barry University","2020","First major","'13.0101'","Education, General","Bachelor's degree","12","-2"
"132471","Barry University","2020","First major","'13.0101'","Education, General","Master's degree","0","-2"
"132471","Barry University","2020","First major","'13.0301'","Curriculum and Instruction","Master's degree","16","-2"
"132471","Barry University","2020","First major","'13.0301'","Curriculum and Instruction","Doctor's degree - research/scholarship","4","-2"
"132471","Barry University","2020","First major","'13.0401'","Educational Leadership and Administration, General","Master's degree","40","-2"
"132471","Barry University","2020","First major","'13.0401'","Educational Leadership and Administration, General","Post-master's certificate","19","-2"
"132471","Barry University","2020","First major","'13.0406'","Higher Education/Higher Education Administration","Master's degree","6","-2"
"132471","Barry University","2020","First major","'13.0499'","Educational Administration and Supervision, Other","Master's degree","0","-2"
"132471","Barry University","2020","First major","'13.0499'","Educational Administration and Supervision, Other","Doctor's degree - research/scholarship","6","-2"
"132471","Barry University","2020","First major","'13.1099'","Special Education and Teaching, Other","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'13.1099'","Special Education and Teaching, Other","Master's degree","22","-2"
"132471","Barry University","2020","First major","'13.1202'","Elementary Education and Teaching","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'13.1202'","Elementary Education and Teaching","Master's degree","0","-2"
"132471","Barry University","2020","First major","'13.1202'","Elementary Education and Teaching","Post-master's certificate","0","-2"
"132471","Barry University","2020","First major","'13.1207'","Montessori Teacher Education","Master's degree","1","-2"
"132471","Barry University","2020","First major","'13.1207'","Montessori Teacher Education","Post-master's certificate","1","-2"
"132471","Barry University","2020","First major","'13.1210'","Early Childhood Education and Teaching","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'13.1314'","Physical Education Teaching and Coaching","Bachelor's degree","8","-2"
"132471","Barry University","2020","First major","'13.1315'","Reading Teacher Education","Master's degree","6","-2"
"132471","Barry University","2020","First major","'13.1315'","Reading Teacher Education","Post-master's certificate","2","-2"
"132471","Barry University","2020","First major","'13.1321'","Computer Teacher Education","Master's degree","0","-2"
"132471","Barry University","2020","First major","'13.9999'","Education, Other","Master's degree","1","-2"
"132471","Barry University","2020","First major","'13.9999'","Education, Other","Post-master's certificate","0","-2"
"132471","Barry University","2020","First major","'13.9999'","Education, Other","Doctor's degree - research/scholarship","0","-2"
"132471","Barry University","2020","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'22.0001'","Pre-Law Studies","Bachelor's degree","3","-2"
"132471","Barry University","2020","First major","'22.0101'","Law","Doctor's degree - professional practice","179","-2"
"132471","Barry University","2020","First major","'22.0203'","American/U.S. Law/Legal Studies/Jurisprudence","Master's degree","0","-2"
"132471","Barry University","2020","First major","'22.9999'","Legal Professions and Studies, Other","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'22.9999'","Legal Professions and Studies, Other","Master's degree","0","-2"
"132471","Barry University","2020","First major","'23.0101'","English Language and Literature, General","Bachelor's degree","5","-2"
"132471","Barry University","2020","First major","'24.0101'","Liberal Arts and Sciences/Liberal Studies","Master's degree","0","-2"
"132471","Barry University","2020","First major","'24.0102'","General Studies","Bachelor's degree","4","-2"
"132471","Barry University","2020","First major","'24.0199'","Liberal Arts and Sciences, General Studies and Humanities, Other","Bachelor's degree","14","-2"
"132471","Barry University","2020","First major","'24.0199'","Liberal Arts and Sciences, General Studies and Humanities, Other","Master's degree","0","-2"
"132471","Barry University","2020","First major","'26.0101'","Biology/Biological Sciences, General","Bachelor's degree","60","-2"
"132471","Barry University","2020","First major","'26.0101'","Biology/Biological Sciences, General","Master's degree","4","-2"
"132471","Barry University","2020","First major","'26.0403'","Anatomy","Master's degree","0","-2"
"132471","Barry University","2020","First major","'26.0908'","Exercise Physiology and Kinesiology","Bachelor's degree","9","-2"
"132471","Barry University","2020","First major","'26.1201'","Biotechnology","Master's degree","0","-2"
"132471","Barry University","2020","First major","'26.9999'","Biological and Biomedical Sciences, Other","Master's degree","124","-2"
"132471","Barry University","2020","First major","'27.0101'","Mathematics, General","Bachelor's degree","3","-2"
"132471","Barry University","2020","First major","'30.2001'","International/Globalization Studies","Bachelor's degree","4","-2"
"132471","Barry University","2020","First major","'31.0504'","Sport and Fitness Administration/Management","Bachelor's degree","7","-2"
"132471","Barry University","2020","First major","'31.0504'","Sport and Fitness Administration/Management","Master's degree","6","-2"
"132471","Barry University","2020","First major","'31.0505'","Exercise Science and Kinesiology","Master's degree","18","-2"
"132471","Barry University","2020","First major","'31.0508'","Sports Studies","Bachelor's degree","4","-2"
"132471","Barry University","2020","First major","'31.9999'","Parks, Recreation, Leisure, Fitness, and Kinesiology, Other","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'38.0101'","Philosophy","Bachelor's degree","1","-2"
"132471","Barry University","2020","First major","'39.0601'","Theology/Theological Studies","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'39.0601'","Theology/Theological Studies","Master's degree","3","-2"
"132471","Barry University","2020","First major","'39.0602'","Divinity/Ministry","Doctor's degree - professional practice","1","-2"
"132471","Barry University","2020","First major","'39.0701'","Pastoral Studies/Counseling","Master's degree","1","-2"
"132471","Barry University","2020","First major","'40.0501'","Chemistry, General","Bachelor's degree","7","-2"
"132471","Barry University","2020","First major","'40.9999'","Physical Sciences, Other","Master's degree","0","-2"
"132471","Barry University","2020","First major","'42.0101'","Psychology, General","Bachelor's degree","28","-2"
"132471","Barry University","2020","First major","'42.0101'","Psychology, General","Master's degree","0","-2"
"132471","Barry University","2020","First major","'42.2801'","Clinical Psychology","Master's degree","13","-2"
"132471","Barry University","2020","First major","'42.2803'","Counseling Psychology","Master's degree","35","-2"
"132471","Barry University","2020","First major","'42.2803'","Counseling Psychology","Post-master's certificate","2","-2"
"132471","Barry University","2020","First major","'42.2803'","Counseling Psychology","Doctor's degree - research/scholarship","5","-2"
"132471","Barry University","2020","First major","'42.2805'","School Psychology","Master's degree","7","-2"
"132471","Barry University","2020","First major","'42.2805'","School Psychology","Post-master's certificate","4","-2"
"132471","Barry University","2020","First major","'42.2806'","Educational Psychology","Master's degree","0","-2"
"132471","Barry University","2020","First major","'42.2806'","Educational Psychology","Post-master's certificate","0","-2"
"132471","Barry University","2020","First major","'42.2899'","Clinical, Counseling and Applied Psychology, Other","Master's degree","0","-2"
"132471","Barry University","2020","First major","'42.2899'","Clinical, Counseling and Applied Psychology, Other","Post-master's certificate","0","-2"
"132471","Barry University","2020","First major","'42.2899'","Clinical, Counseling and Applied Psychology, Other","Doctor's degree - research/scholarship","0","-2"
"132471","Barry University","2020","First major","'43.0302'","Crisis/Emergency/Disaster Management","Bachelor's degree","8","-2"
"132471","Barry University","2020","First major","'44.0401'","Public Administration","Bachelor's degree","48","-2"
"132471","Barry University","2020","First major","'44.0401'","Public Administration","Master's degree","147","-2"
"132471","Barry University","2020","First major","'44.0701'","Social Work","Bachelor's degree","15","-2"
"132471","Barry University","2020","First major","'44.0701'","Social Work","Master's degree","136","-2"
"132471","Barry University","2020","First major","'44.0701'","Social Work","Doctor's degree - research/scholarship","2","-2"
"132471","Barry University","2020","First major","'45.0401'","Criminology","Bachelor's degree","23","-2"
"132471","Barry University","2020","First major","'45.1001'","Political Science and Government, General","Bachelor's degree","7","-2"
"132471","Barry University","2020","First major","'45.1101'","Sociology, General","Bachelor's degree","1","-2"
"132471","Barry University","2020","First major","'50.0501'","Drama and Dramatics/Theatre Arts, General","Bachelor's degree","3","-2"
"132471","Barry University","2020","First major","'50.0605'","Photography","Bachelor's degree","5","-2"
"132471","Barry University","2020","First major","'50.0605'","Photography","Master's degree","1","-2"
"132471","Barry University","2020","First major","'50.0701'","Art/Art Studies, General","Bachelor's degree","9","-2"
"132471","Barry University","2020","First major","'50.0901'","Music, General","Bachelor's degree","3","-2"
"132471","Barry University","2020","First major","'51.0701'","Health/Health Care Administration/Management","Bachelor's degree","28","-2"
"132471","Barry University","2020","First major","'51.0701'","Health/Health Care Administration/Management","Master's degree","26","-2"
"132471","Barry University","2020","First major","'51.0901'","Cardiovascular Technology/Technologist","Bachelor's degree","17","-2"
"132471","Barry University","2020","First major","'51.0905'","Nuclear Medical Technology/Technologist","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'51.0910'","Diagnostic Medical Sonography/Sonographer and Ultrasound Technician","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'51.0912'","Physician Assistant","Master's degree","97","-2"
"132471","Barry University","2020","First major","'51.0913'","Athletic Training/Trainer","Bachelor's degree","6","-2"
"132471","Barry University","2020","First major","'51.1203'","Podiatric Medicine/Podiatry","Doctor's degree - professional practice","47","-2"
"132471","Barry University","2020","First major","'51.2201'","Public Health, General","Master's degree","22","-2"
"132471","Barry University","2020","First major","'51.2306'","Occupational Therapy/Therapist","Master's degree","40","-2"
"132471","Barry University","2020","First major","'51.2306'","Occupational Therapy/Therapist","Doctor's degree - professional practice","2","-2"
"132471","Barry University","2020","First major","'51.3203'","Nursing Education","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'51.3203'","Nursing Education","Master's degree","0","-2"
"132471","Barry University","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Bachelor's degree","101","-2"
"132471","Barry University","2020","First major","'51.3802'","Nursing Administration","Master's degree","0","-2"
"132471","Barry University","2020","First major","'51.3802'","Nursing Administration","Doctor's degree - research/scholarship","7","-2"
"132471","Barry University","2020","First major","'51.3804'","Nurse Anesthetist","Master's degree","59","-2"
"132471","Barry University","2020","First major","'51.3805'","Family Practice Nurse/Nursing","Master's degree","38","-2"
"132471","Barry University","2020","First major","'51.3814'","Critical Care Nursing","Master's degree","31","-2"
"132471","Barry University","2020","First major","'51.3818'","Nursing Practice","Doctor's degree - research/scholarship","0","-2"
"132471","Barry University","2020","First major","'51.3818'","Nursing Practice","Doctor's degree - professional practice","19","-2"
"132471","Barry University","2020","First major","'51.3999'","Practical Nursing, Vocational Nursing and Nursing Assistants, Other","Master's degree","0","-2"
"132471","Barry University","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","189","-2"
"132471","Barry University","2020","First major","'52.0201'","Business Administration and Management, General","Master's degree","134","-2"
"132471","Barry University","2020","First major","'52.0213'","Organizational Leadership","Master's degree","30","-2"
"132471","Barry University","2020","First major","'52.0213'","Organizational Leadership","Doctor's degree - research/scholarship","4","-2"
"132471","Barry University","2020","First major","'52.0301'","Accounting","Bachelor's degree","5","-2"
"132471","Barry University","2020","First major","'52.0301'","Accounting","Master's degree","10","-2"
"132471","Barry University","2020","First major","'52.0801'","Finance, General","Bachelor's degree","21","-2"
"132471","Barry University","2020","First major","'52.1001'","Human Resources Management/Personnel Administration, General","Master's degree","0","-2"
"132471","Barry University","2020","First major","'52.1005'","Human Resources Development","Master's degree","0","-2"
"132471","Barry University","2020","First major","'52.1005'","Human Resources Development","Doctor's degree - research/scholarship","0","-2"
"132471","Barry University","2020","First major","'52.1101'","International Business/Trade/Commerce","Bachelor's degree","3","-2"
"132471","Barry University","2020","First major","'52.1401'","Marketing/Marketing Management, General","Bachelor's degree","0","-2"
"132471","Barry University","2020","First major","'52.1801'","Sales, Distribution, and Marketing Operations, General","Bachelor's degree","13","-2"
"132471","Barry University","2020","First major","'54.0101'","History, General","Bachelor's degree","2","-2"
"132471","Barry University","2020","Second major","'09.0902'","Public Relations/Image Management","Bachelor's degree","1","-2"
"132471","Barry University","2020","Second major","'45.0401'","Criminology","Bachelor's degree","1","-2"
"132471","Barry University","2020","Second major","'45.1001'","Political Science and Government, General","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'03.0104'","Environmental Science","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'03.0104'","Environmental Science","Master's degree","0","-2"
"132602","Bethune-Cookman University","2020","First major","'09.0101'","Speech Communication and Rhetoric","Bachelor's degree","6","-2"
"132602","Bethune-Cookman University","2020","First major","'09.0102'","Mass Communication/Media Studies","Bachelor's degree","28","-2"
"132602","Bethune-Cookman University","2020","First major","'11.0401'","Information Science/Studies","Bachelor's degree","14","-2"
"132602","Bethune-Cookman University","2020","First major","'11.0701'","Computer Science","Bachelor's degree","2","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1011'","Education/Teaching of Individuals with Specific Learning Disabilities","Bachelor's degree","2","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1011'","Education/Teaching of Individuals with Specific Learning Disabilities","Master's degree","8","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1202'","Elementary Education and Teaching","Bachelor's degree","13","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1303'","Business and Innovation/Entrepreneurship Teacher Education","Bachelor's degree","0","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1305'","English/Language Arts Teacher Education","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1312'","Music Teacher Education","Bachelor's degree","13","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1314'","Physical Education Teaching and Coaching","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1318'","Social Studies Teacher Education","Bachelor's degree","0","-2"
"132602","Bethune-Cookman University","2020","First major","'13.1322'","Biology Teacher Education","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'14.0901'","Computer Engineering, General","Bachelor's degree","5","-2"
"132602","Bethune-Cookman University","2020","First major","'23.0101'","English Language and Literature, General","Bachelor's degree","8","-2"
"132602","Bethune-Cookman University","2020","First major","'24.0101'","Liberal Arts and Sciences/Liberal Studies","Bachelor's degree","50","-2"
"132602","Bethune-Cookman University","2020","First major","'26.0101'","Biology/Biological Sciences, General","Bachelor's degree","20","-2"
"132602","Bethune-Cookman University","2020","First major","'27.0101'","Mathematics, General","Bachelor's degree","2","-2"
"132602","Bethune-Cookman University","2020","First major","'30.1101'","Gerontology","Bachelor's degree","14","-2"
"132602","Bethune-Cookman University","2020","First major","'31.0101'","Parks, Recreation, and Leisure Studies","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'31.0505'","Exercise Science and Kinesiology","Bachelor's degree","46","-2"
"132602","Bethune-Cookman University","2020","First major","'38.0201'","Religion/Religious Studies","Bachelor's degree","7","-2"
"132602","Bethune-Cookman University","2020","First major","'38.0201'","Religion/Religious Studies","Master's degree","0","-2"
"132602","Bethune-Cookman University","2020","First major","'40.0501'","Chemistry, General","Bachelor's degree","4","-2"
"132602","Bethune-Cookman University","2020","First major","'42.0101'","Psychology, General","Bachelor's degree","71","-2"
"132602","Bethune-Cookman University","2020","First major","'42.2899'","Clinical, Counseling and Applied Psychology, Other","Master's degree","5","-2"
"132602","Bethune-Cookman University","2020","First major","'43.0199'","Corrections and Criminal Justice, Other","Bachelor's degree","69","-2"
"132602","Bethune-Cookman University","2020","First major","'43.0199'","Corrections and Criminal Justice, Other","Master's degree","2","-2"
"132602","Bethune-Cookman University","2020","First major","'45.0901'","International Relations and Affairs","Bachelor's degree","5","-2"
"132602","Bethune-Cookman University","2020","First major","'45.1001'","Political Science and Government, General","Bachelor's degree","13","-2"
"132602","Bethune-Cookman University","2020","First major","'45.1101'","Sociology, General","Bachelor's degree","13","-2"
"132602","Bethune-Cookman University","2020","First major","'50.0901'","Music, General","Bachelor's degree","4","-2"
"132602","Bethune-Cookman University","2020","First major","'50.0913'","Music Technology","Bachelor's degree","7","-2"
"132602","Bethune-Cookman University","2020","First major","'51.0913'","Athletic Training/Trainer","Master's degree","6","-2"
"132602","Bethune-Cookman University","2020","First major","'51.2201'","Public Health, General","Master's degree","6","-2"
"132602","Bethune-Cookman University","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Bachelor's degree","9","-2"
"132602","Bethune-Cookman University","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","56","-2"
"132602","Bethune-Cookman University","2020","First major","'52.0301'","Accounting","Bachelor's degree","12","-2"
"132602","Bethune-Cookman University","2020","First major","'52.0801'","Finance, General","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'52.0904'","Hotel/Motel Administration/Management","Bachelor's degree","8","-2"
"132602","Bethune-Cookman University","2020","First major","'52.1003'","Organizational Behavior Studies","Postbaccalaureate certificate","0","-2"
"132602","Bethune-Cookman University","2020","First major","'52.1003'","Organizational Behavior Studies","Master's degree","12","-2"
"132602","Bethune-Cookman University","2020","First major","'52.1101'","International Business/Trade/Commerce","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'52.1201'","Management Information Systems, General","Bachelor's degree","1","-2"
"132602","Bethune-Cookman University","2020","First major","'54.0101'","History, General","Bachelor's degree","2","-2"
"132657","Lynn University","2020","First major","'03.0103'","Environmental Studies","Bachelor's degree","2","-2"
"132657","Lynn University","2020","First major","'03.0104'","Environmental Science","Bachelor's degree","0","-2"
"132657","Lynn University","2020","First major","'09.0102'","Mass Communication/Media Studies","Bachelor's degree","6","-2"
"132657","Lynn University","2020","First major","'09.0199'","Communication and Media Studies, Other","Bachelor's degree","7","-2"
"132657","Lynn University","2020","First major","'09.0199'","Communication and Media Studies, Other","Master's degree","21","-2"
"132657","Lynn University","2020","First major","'09.0702'","Digital Communication and Media/Multimedia","Associate's degree","0","-2"
"132657","Lynn University","2020","First major","'09.0702'","Digital Communication and Media/Multimedia","Bachelor's degree","19","-2"
"132657","Lynn University","2020","First major","'09.0799'","Radio, Television, and Digital Communication, Other","Postbaccalaureate certificate","1","-2"
"132657","Lynn University","2020","First major","'09.0900'","Public Relations, Advertising, and Applied Communication","Associate's degree","2","-2"
"132657","Lynn University","2020","First major","'09.0900'","Public Relations, Advertising, and Applied Communication","Bachelor's degree","16","-2"
"132657","Lynn University","2020","First major","'10.0304'","Animation, Interactive Technology, Video Graphics, and Special Effects","Bachelor's degree","17","-2"
"132657","Lynn University","2020","First major","'10.0304'","Animation, Interactive Technology, Video Graphics, and Special Effects","Master's degree","4","-2"
"132657","Lynn University","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Associate's degree","1","-2"
"132657","Lynn University","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Master's degree","1","-2"
"132657","Lynn University","2020","First major","'13.0401'","Educational Leadership and Administration, General","Master's degree","13","-2"
"132657","Lynn University","2020","First major","'13.0401'","Educational Leadership and Administration, General","Doctor's degree - research/scholarship","15","-2"
"132657","Lynn University","2020","First major","'13.1001'","Special Education and Teaching, General","Master's degree","15","-2"
"132657","Lynn University","2020","First major","'13.1202'","Elementary Education and Teaching","Bachelor's degree","3","-2"
"132657","Lynn University","2020","First major","'13.1210'","Early Childhood Education and Teaching","Bachelor's degree","13","-2"
