"unitid","institution name","year","SAL2020_IS.Academic rank","SAL2020_IS.Instructional staff - total","SAL2020_IS.Instructional staff on less than 9-month contract-total","SAL2020_IS.Instructional staff on 9, 10, 11 or 12 month contract-total","IDX_HR"
"446552","Southern Technical College","2020","Instructor","62","0","62","-2"
"446552","Southern Technical College","2020","All instructional staff total","62","0","62","-2"
"447014","Daytona College","2020","Instructor","8","1","7","-2"
"447014","Daytona College","2020","No academic rank","2","0","2","-2"
"447014","Daytona College","2020","All instructional staff total","10","1","9","-2"
"447847","Aviator College of Aeronautical Science and Technology","2020","Professor","8","0","8","-2"
"447847","Aviator College of Aeronautical Science and Technology","2020","Instructor","54","0","54","-2"
"447847","Aviator College of Aeronautical Science and Technology","2020","No academic rank","1","0","1","-2"
"447847","Aviator College of Aeronautical Science and Technology","2020","All instructional staff total","63","0","63","-2"
"447865","Trendsetters School of Beauty & Barbering","2020",,,,,"-2"
"447883","American Institute of Beauty","2020",,,,,"-2"
"447892","North Florida Cosmetology Institute","2020",,,,,"-2"
"447908","Florida Academy of Health & Beauty","2020",,,,,"-2"
"449038","Strayer University-Florida","2020",,,,,"131803"
"449083","CBT Technology Institute-Main Campus","2020","Instructor","2","0","2","-2"
"449083","CBT Technology Institute-Main Campus","2020","All instructional staff total","2","0","2","-2"
"449092","CBT Technology Institute-Hialeah","2020","Instructor","2","0","2","-2"
"449092","CBT Technology Institute-Hialeah","2020","All instructional staff total","2","0","2","-2"
"449481","Dragon Rises College of Oriental Medicine","2020","Professor","1","0","1","-2"
"449481","Dragon Rises College of Oriental Medicine","2020","All instructional staff total","1","0","1","-2"
"449490","Palm Beach Academy of Health & Beauty","2020",,,,,"-2"
"449506","SABER College","2020","Instructor","3","0","3","-2"
"449506","SABER College","2020","All instructional staff total","3","0","3","-2"
"449524","Taylor College","2020","Instructor","8","1","7","-2"
"449524","Taylor College","2020","All instructional staff total","8","1","7","-2"
"449533","Pensacola School of Massage Therapy & Health Careers","2020",,,,,"-2"
"449898","South University-Tampa","2020","Associate professor","3","0","3","-2"
"449898","South University-Tampa","2020","Assistant professor","18","0","18","-2"
"449898","South University-Tampa","2020","Instructor","4","0","4","-2"
"449898","South University-Tampa","2020","All instructional staff total","25","0","25","-2"
"449959","Paul Mitchell the School-Tampa","2020",,,,,"-2"
"451079","Academy for Five Element Acupuncture","2020",,,,,"-2"
"451097","Academy of Career Training","2020",,,,,"-2"
"451103","Miami Regional University","2020","Professor","1","0","1","-2"
"451103","Miami Regional University","2020","Associate professor","3","0","3","-2"
"451103","Miami Regional University","2020","Assistant professor","67","0","67","-2"
"451103","Miami Regional University","2020","All instructional staff total","71","0","71","-2"
"451121","Paul Mitchell the School-Miami","2020",,,,,"-2"
"451149","Aveda Institute-South Florida","2020",,,,,"-2"
"451158","Aveda Institute-Tallahassee","2020",,,,,"-2"
"451167","Shear Excellence Hair Academy","2020",,,,,"-2"
"454865","Cambridge College of Healthcare & Technology","2020","Instructor","28","0","28","-2"
"454865","Cambridge College of Healthcare & Technology","2020","All instructional staff total","28","0","28","-2"
"454874","Cozmo Beauty School","2020",,,,,"-2"
"454917","Celebrity School of Beauty","2020",,,,,"-2"
"455479","Fortis Institute-Pensacola","2020","Instructor","15","0","15","-2"
"455479","Fortis Institute-Pensacola","2020","All instructional staff total","15","0","15","-2"
"455831","Medical Institute of Palm Beach","2020",,,,,"-2"
"456481","Polytechnic University of Puerto Rico-Miami","2020","Associate professor","1","0","1","-2"
"456481","Polytechnic University of Puerto Rico-Miami","2020","All instructional staff total","1","0","1","-2"
"456490","Polytechnic University of Puerto Rico-Orlando","2020","Professor","1","0","1","-2"
"456490","Polytechnic University of Puerto Rico-Orlando","2020","Associate professor","6","0","6","-2"
"456490","Polytechnic University of Puerto Rico-Orlando","2020","All instructional staff total","7","0","7","-2"
"456977","CBT Technology Institute-Cutler Bay","2020","Instructor","1","0","1","-2"
"456977","CBT Technology Institute-Cutler Bay","2020","All instructional staff total","1","0","1","-2"
"457129","Chamberlain University-Florida","2020",,,,,"454218"
"457350","Florida School of Traditional Midwifery","2020",,,,,"-2"
"457378","Emerald Coast Technical College","2020",,,,,"-2"
"457387","Immokalee Technical College","2020",,,,,"-2"
"457396","American Academy of Cosmetology","2020",,,,,"-2"
"457402","University of Fort Lauderdale","2020",,,,,"-2"
"457411","Aviation Institute of Maintenance-Orlando","2020",,,,,"-2"
"457420","Summit Salon Academy","2020",,,,,"-2"
"457439","Summit Salon Academy-Gainesville","2020",,,,,"-2"
"457448","Tenaj Salon Institute","2020",,,,,"-2"
"459055","Empire Beauty School-West Palm","2020",,,,,"-2"
"459329","Fred K Marchman Technical College","2020",,,,,"-2"
"459347","The Salon Professional Academy-Ft Myers","2020",,,,,"-2"
"460190","Concorde Career Institute-Orlando","2020","Instructor","3","0","3","-2"
"460190","Concorde Career Institute-Orlando","2020","All instructional staff total","3","0","3","-2"
"460701","Artistic Nails and Beauty Academy-Lakeland","2020",,,,,"-2"
"460969","Beauty Academy of South Florida","2020",,,,,"-2"
"461245","Flagler Technical College","2020",,,,,"-2"
"461281","Jose Maria Vargas University","2020","Professor","1","0","1","-2"
"461281","Jose Maria Vargas University","2020","All instructional staff total","1","0","1","-2"
"461306","D A Dorsey Technical College","2020",,,,,"-2"
"461883","Millennia Atlantic University","2020",,,,,"-2"
"462035","Florida Academy","2020",,,,,"-2"
"475477","City College-Hollywood","2020","Instructor","3","0","3","-2"
"475477","City College-Hollywood","2020","All instructional staff total","3","0","3","-2"
"475547","Paul Mitchell the School-Fort Myers","2020",,,,,"-2"
"475714","American Medical Academy","2020","Instructor","6","0","6","-2"
"475714","American Medical Academy","2020","All instructional staff total","6","0","6","-2"
"476063","Tulsa Welding School-Jacksonville","2020",,,,,"-2"
"476498","Futura Career Institute","2020",,,,,"-2"
"476814","Florida Institute of Recording Sound and Technology","2020",,,,,"-2"
"476939","FVI School of Nursing and Technology","2020","Instructor","20","0","20","-2"
"476939","FVI School of Nursing and Technology","2020","All instructional staff total","20","0","20","-2"
"480569","Florida Institute of Technology-Online","2020","Associate professor","3","0","3","-2"
"480569","Florida Institute of Technology-Online","2020","Assistant professor","5","0","5","-2"
"480569","Florida Institute of Technology-Online","2020","Instructor","2","0","2","-2"
"480569","Florida Institute of Technology-Online","2020","All instructional staff total","10","0","10","-2"
"480842","Shear Finesse Beauty Academy","2020",,,,,"-2"
"480851","Miami Media School","2020","No academic rank","1","0","1","-2"
"480851","Miami Media School","2020","All instructional staff total","1","0","1","-2"
"481252","Ultrasound Medical Institute","2020","Professor","2","0","2","-2"
"481252","Ultrasound Medical Institute","2020","Associate professor","2","0","2","-2"
"481252","Ultrasound Medical Institute","2020","Instructor","2","0","2","-2"
"481252","Ultrasound Medical Institute","2020","All instructional staff total","6","0","6","-2"
"481313","Kaizen Beauty Academy","2020",,,,,"-2"
"481368","Prestige Health & Beauty Sciences Academy","2020",,,,,"-2"
"481483","Boca Beauty Academy","2020",,,,,"-2"
"482459","DeVry University-Florida","2020","Professor","6","0","6","-2"
"482459","DeVry University-Florida","2020","All instructional staff total","6","0","6","-2"
"482936","Florida Polytechnic University","2020","Professor","3","0","3","-2"
"482936","Florida Polytechnic University","2020","Associate professor","13","0","13","-2"
"482936","Florida Polytechnic University","2020","Assistant professor","41","1","40","-2"
"482936","Florida Polytechnic University","2020","Instructor","14","5","9","-2"
"482936","Florida Polytechnic University","2020","All instructional staff total","71","6","65","-2"
"483470","More Tech Institute","2020",,,,,"-2"
"483595","Ana G. Mendez University","2020",,,,,"-2"
"483869","InterAmerican Technical Institute","2020",,,,,"-2"
"483896","Parisian Spa Institute","2020",,,,,"-2"
"484075","First Coast Barber Academy","2020",,,,,"-2"
"484172","Lee Professional Institute","2020",,,,,"-2"
"484473","University of Florida-Online","2020","Lecturer","6","0","6","-2"
"484473","University of Florida-Online","2020","No academic rank","4","0","4","-2"
"484473","University of Florida-Online","2020","All instructional staff total","10","0","10","-2"
"485272","West Coast University-Miami","2020","Associate professor","2","0","2","-2"
"485272","West Coast University-Miami","2020","Assistant professor","3","0","3","-2"
"485272","West Coast University-Miami","2020","Instructor","28","0","28","-2"
"485272","West Coast University-Miami","2020","No academic rank","1","0","1","-2"
"485272","West Coast University-Miami","2020","All instructional staff total","34","0","34","-2"
"485342","Aparicio-Levy Technical College","2020",,,,,"-2"
"485379","Hollywood Institute of Beauty Careers-West Palm Beach","2020",,,,,"-2"
"485388","Hollywood Institute of Beauty Careers-Casselberry","2020",,,,,"-2"
"485485","Latin Beauty Academy","2020",,,,,"-2"
"485768","Atlantis University","2020","Professor","1","0","1","-2"
"485768","Atlantis University","2020","All instructional staff total","1","0","1","-2"
"486150","Treasure Coast Technical College","2020",,,,,"-2"
"486239","San Ignacio University","2020",,,,,"-2"
"486354","United International College","2020","Professor","3","0","3","-2"
"486354","United International College","2020","All instructional staff total","3","0","3","-2"
"486512","Florida International Training Institute","2020",,,,,"-2"
"487311","Jones Technical Institute","2020","No academic rank","23","0","23","-2"
"487311","Jones Technical Institute","2020","All instructional staff total","23","0","23","-2"
"487384","Florida Career College-Pembroke Pines","2020","No academic rank","3","0","3","-2"
"487384","Florida Career College-Pembroke Pines","2020","All instructional staff total","3","0","3","-2"
"487393","Florida Career College-West Palm Beach","2020","No academic rank","14","2","12","-2"
"487393","Florida Career College-West Palm Beach","2020","All instructional staff total","14","2","12","-2"
"487409","Florida Career College-Hialeah","2020","No academic rank","8","2","6","-2"
"487409","Florida Career College-Hialeah","2020","All instructional staff total","8","2","6","-2"
"487418","Florida Career College-Lauderdale Lakes","2020","No academic rank","7","0","7","-2"
"487418","Florida Career College-Lauderdale Lakes","2020","All instructional staff total","7","0","7","-2"
"487436","Florida Career College-Jacksonville","2020","No academic rank","7","0","7","-2"
"487436","Florida Career College-Jacksonville","2020","All instructional staff total","7","0","7","-2"
"487445","Florida Career College-Boynton Beach","2020","No academic rank","7","1","6","-2"
"487445","Florida Career College-Boynton Beach","2020","All instructional staff total","7","1","6","-2"
"487454","Florida Career College-Margate","2020","No academic rank","2","0","2","-2"
"487454","Florida Career College-Margate","2020","All instructional staff total","2","0","2","-2"
"487472","Florida Career College-Orlando","2020","No academic rank","21","10","11","-2"
"487472","Florida Career College-Orlando","2020","All instructional staff total","21","10","11","-2"
"488059","Med College","2020","Instructor","1","0","1","-2"
"488059","Med College","2020","All instructional staff total","1","0","1","-2"
"488147","PiBerry Institute","2020",,,,,"-2"
"488226","Center for Neurosomatic Studies","2020",,,,,"-2"
"488280","National Personal Training Institute","2020",,,,,"-2"
"488332","Hope College of Arts and Sciences","2020","Professor","4","0","4","-2"
"488332","Hope College of Arts and Sciences","2020","All instructional staff total","4","0","4","-2"
"488891","South Dade Technical College-South Dade Skills Center Campus","2020",,,,,"-2"
"489238","Boca Beauty Academy-Parkland","2020",,,,,"-2"
"490018","National Personal Training Institute-Tampa","2020",,,,,"-2"
"490054","HCI College","2020","Instructor","19","0","19","-2"
"490054","HCI College","2020","All instructional staff total","19","0","19","-2"
"490090","Gadsden Technical College","2020",,,,,"-2"
"490142","World Class Academy of Beauty Careers","2020",,,,,"-2"
"490391","American Beauty Schools","2020",,,,,"-2"
"490975","Fortis College-Cutler Bay","2020","Instructor","3","0","3","-2"
"490975","Fortis College-Cutler Bay","2020","All instructional staff total","3","0","3","-2"
"491136","Empire Beauty School-Tampa","2020",,,,,"-2"
"491145","Empire Beauty School-Lakeland","2020",,,,,"-2"
"491534","Pets Playground Grooming School","2020",,,,,"-2"
"491747","UR Beauty & Barber Academy","2020",,,,,"-2"
"491783","Wilton Simpson Technical College","2020",,,,,"-2"
"491932","Installer Institute","2020",,,,,"-2"
"492360","The Salon Professional Academy-Delray Beach","2020",,,,,"-2"
"492652","KCK Beauty & Barber Academy","2020",,,,,"-2"
"492935","Global Medical & Technical Training Institute","2020",,,,,"-2"
"493488","Premiere International College","2020","Instructor","1","0","1","-2"
"493488","Premiere International College","2020","All instructional staff total","1","0","1","-2"
"493567","Bellasa Professional Institute","2020",,,,,"-2"
"494597","Faith Theological Seminary and Christian College","2020",,,,,"-2"
"495183","Mariano Moreno Culinary Institute","2020",,,,,"-2"
"495217","Adrian H. Wallace Barber Academy","2020",,,,,"-2"
"495235","Total Beauty Institute","2020",,,,,"-2"
"495299","Florida Professional Institute","2020",,,,,"-2"
"495369","Paul Mitchell the School-Fort Lauderdale","2020",,,,,"-2"
"495420","Arizona College of Nursing-Tampa","2020","No academic rank","1","0","1","-2"
"495420","Arizona College of Nursing-Tampa","2020","All instructional staff total","1","0","1","-2"
"495439","Arizona College of Nursing-Fort Lauderdale","2020","No academic rank","1","0","1","-2"
"495439","Arizona College of Nursing-Fort Lauderdale","2020","All instructional staff total","1","0","1","-2"
"496052","Ruben's Five Star Academy","2020",,,,,"-2"
"496636","Antigua College International","2020",,,,,
"496681","Florida Academy of Nursing","2020",,,,,
"496973","Herzing University-Tampa","2020",,,,,
"496991","Galen Health Institutes-Miami Campus","2020",,,,,
"497222","Salon Professional Academy-Elevate Salon Institute","2020",,,,,
"498030","Universal Technical Institute-South Florida Miramar","2020",,,,,
"498076","Galen Health Institutes-Sarasota","2020",,,,,
"498085","Galen Health Institutes-Gainesville","2020",,,,,
"498234","Larkin University","2020",,,,,
"498340","Chancellor Institute","2020",,,,,
"498377","Commercial Diving Technologies Institute","2020",,,,,
"498827","JT's Cuts Academy","2020",,,,,
"498924","URBE University","2020",,,,,
"499370","Arizona College of Nursing-Sarasota","2020",,,,,
"499495","Gwinnett Institute","2020",,,,,
"500005","Affinity Hair Academy","2020",,,,,
"500014","ICR Florida Education","2020",,,,,
"500041","Kennedy University of Baptist","2020",,,,,
"500087","Doral College","2020",,,,,
"500397","Aguilas International Technical Institute","2020",,,,,
"500403","Miami Barber Institute","2020",,,,,
"500537","UR Beauty & Barber Academy-At True Family Barber Academy","2020",,,,,
