code,unit_id,distance,school_type,credential_level,school_name,locale,carnegie_size_setting,admission_rate_overall,median_family_income,students_with_pell_grant,open_admissions_policy,age_entry,title_iv_eligibility_type,selectivity_bucket,actual,pred,title,4_yr_working_count,error,school_count,confidence,pct_error,score
5201,133492,1,"Private, nonprofit",3,Eckerd College,11,11,0.758,77695.0,0.4113924051,2.0,21.0,1,open,63660.00000000002,57058.2,"Business/Commerce, General.",23,6601.800781250022,9,medium,0.1157029291432771,0.1093404685276294
5202,133492,1,"Private, nonprofit",3,Eckerd College,11,11,0.758,77695.0,0.4113924051,2.0,21.0,1,open,61685.0,63552.45,"Business Administration, Management and Operations.",20,-1867.44921875,58,high,-0.0293843784418467,-0.0274987905613338
1312,133508,1,Public,3,Florida SouthWestern State College,21,12,,25854.0,0.8308977035,1.0,23.0,1,,57918.00000000004,49918.53,"Teacher Education and Professional Development, Specific Levels and Methods.",65,7999.468750000036,24,high,0.1602504831309522,0.1575702220425
2401,133508,1,Public,2,Florida SouthWestern State College,21,12,,25854.0,0.8308977035,1.0,23.0,1,,47775.99999999998,45579.484,"Liberal Arts and Sciences, General Studies and Humanities.",1206,2196.515624999978,36,high,0.0481908835766635,0.0481635232991272
5106,133508,1,Public,2,Florida SouthWestern State College,21,12,,25854.0,0.8308977035,1.0,23.0,1,,69687.00000000003,58619.613,Dental Support Services and Allied Professions.,22,11067.38671875003,10,medium,0.1888000636519045,0.1778931005206296
5109,133508,1,Public,2,Florida SouthWestern State College,21,12,,25854.0,0.8308977035,1.0,23.0,1,,78918.00000000001,62210.35,"Allied Health Diagnostic, Intervention, and Treatment Professions.",75,16707.648437500015,39,high,0.268567015261352,0.2647659229026458
5138,133508,1,Public,2,Florida SouthWestern State College,21,12,,25854.0,0.8308977035,1.0,23.0,1,,78773.00000000001,78733.25,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",161,39.75000000001455,58,high,0.0005048692896586,0.0005019440225503
5138,133508,3,Public,3,Florida SouthWestern State College,21,12,,25854.0,0.8308977035,1.0,23.0,1,,89818.00000000007,89220.55,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",88,597.4531250000728,57,high,0.006696362507586,0.006617736657012
5202,133508,1,Public,2,Florida SouthWestern State College,21,12,,25854.0,0.8308977035,1.0,23.0,1,,50236.00000000002,49122.03,"Business Administration, Management and Operations.",26,1113.9687500000218,26,high,0.0226775791157867,0.021590211036836
5202,133508,1,Public,3,Florida SouthWestern State College,21,12,,25854.0,0.8308977035,1.0,23.0,1,,57132.000000000015,55521.746,"Business Administration, Management and Operations.",118,1610.2539062500146,58,high,0.0290022202027122,0.0287605923800582
1402,133553,1,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,95551.99999999996,89718.08,"Aerospace, Aeronautical, and Astronautical/Space Engineering.",286,5833.921874999956,5,low,0.0650250428555973,0.0648320857329898
1409,133553,1,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,105527.00000000007,112225.805,Computer Engineering.,31,-6698.804687499927,13,medium,-0.0596904135029655,-0.0573441339438016
1410,133553,1,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,99449.99999999996,105582.84,"Electrical, Electronics, and Communications Engineering.",25,-6132.843750000029,10,medium,-0.0580856087237187,-0.055175248882736
1419,133553,1,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,96331.00000000004,98598.63,Mechanical Engineering.,100,-2267.632812499971,12,medium,-0.0229986232852965,-0.0227660823370252
1427,133553,1,"Private, nonprofit",5,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,125092.99999999996,137141.0,Systems Engineering.,88,-12048.00000000003,4,low,-0.0878511896515267,-0.0868196782149128
4228,133553,1,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,82023.0,65519.44,"Clinical, Counseling and Applied Psychology.",39,16503.55859375,3,low,0.2518879624052427,0.2442724397975756
4228,133553,1,"Private, nonprofit",5,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,109267.99999999996,95378.61,"Clinical, Counseling and Applied Psychology.",32,13889.390624999956,9,medium,0.1456237485114828,0.1401026420074617
4303,133553,1,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,71014.0,77078.58,Homeland Security.,74,-6064.578125,3,low,-0.0786804618420041,-0.0775492850785665
4304,133553,0,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,98996.00000000004,88040.17,Security Science and Technology.,31,10955.828125000044,4,low,0.1244412396258744,0.1195497684545998
4509,133553,0,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,75519.99999999994,75199.19,International Relations and National Security Studies.,87,320.8124999999418,6,medium,0.0042661697641339,0.0042154043594068
4509,133553,0,"Private, nonprofit",5,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,81885.99999999997,106799.71,International Relations and National Security Studies.,21,-24913.71093750003,2,low,-0.2332750783574659,-0.2190879714680923
4706,133553,0,"Private, nonprofit",2,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,83748.99999999996,74578.484,Vehicle Maintenance and Repair Technologies/Technicians.,47,9170.515624999956,5,low,0.122964628496447,0.1199669021321267
4706,133553,0,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,87796.99999999994,76923.85,Vehicle Maintenance and Repair Technologies/Technicians.,85,10873.148437499942,2,low,0.1413495062537995,0.139621153368019
4901,133553,1,"Private, nonprofit",2,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,83343.00000000007,87369.3,Air Transportation.,208,-4026.2968749999272,5,low,-0.0460836588940435,-0.0458856089766808
4901,133553,1,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,90495.00000000007,84131.68,Air Transportation.,1152,6363.320312500073,5,low,0.0756352462727011,0.0755900071609526
4901,133553,1,"Private, nonprofit",5,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,113160.99999999994,114579.59,Air Transportation.,375,-1418.5937500000582,3,low,-0.0123808586116588,-0.0123540182993749
5202,133553,0,"Private, nonprofit",2,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,85869.00000000003,72167.336,"Business Administration, Management and Operations.",64,13701.66406250003,26,high,0.1898596350344185,0.1866262359742233
5202,133553,1,"Private, nonprofit",3,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,83748.99999999996,80182.75,"Business Administration, Management and Operations.",455,3566.2499999999563,58,high,0.0444765239406226,0.0443994043133299
5202,133553,1,"Private, nonprofit",5,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,110335.99999999994,112241.76,"Business Administration, Management and Operations.",435,-1905.7578125000584,35,high,-0.0169790446055168,-0.016948036649077
5212,133553,0,"Private, nonprofit",5,Embry-Riddle Aeronautical University-Daytona Beach,13,13,0.6481,38662.0,0.6700304341,2.0,25.0,1,mid,103031.99999999996,97649.76,Management Information Systems and Services.,41,5382.242187499971,9,medium,0.0551178242329547,0.053544593228059
402,133650,1,Public,5,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,73496.00000000006,75507.484,Architecture.,22,-2011.4843749999416,4,low,-0.0266395363539078,-0.025100572673355
904,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,50832.00000000004,48327.64,Journalism.,64,2504.3593750000364,6,medium,0.0518204353163586,0.0509379088813928
909,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,41861.00000000003,51585.31,"Public Relations, Advertising, and Applied Communication.",48,-9724.30859374997,11,medium,-0.1885092647275188,-0.184024296973172
1101,133650,2,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,83041.00000000004,79652.9,"Computer and Information Sciences, General.",49,3388.101562500044,19,high,0.0425358226626057,0.041547706114218
1510,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,98272.00000000004,73858.66,Construction Engineering Technology/Technician.,22,24413.34375000003,5,low,0.3305414015029556,0.3114460537058294
2201,133650,1,Public,7,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,81143.99999999996,63844.465,Law.,211,17299.535156249956,8,medium,0.2709637428802644,0.2698185105314614
2601,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,45172.99999999996,47679.863,"Biology, General.",51,-2506.8632812500364,24,high,-0.052576981323599,-0.0514109622170644
3000,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,47139.00000000004,47324.25,"Multi-/Interdisciplinary Studies, General.",205,-185.2499999999636,7,medium,-0.0039144835892795,-0.0038973734385373
4201,133650,2,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,39472.000000000015,45837.582,"Psychology, General.",66,-6365.582031249985,29,high,-0.1388725528085277,-0.1365908278838348
4301,133650,2,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,44890.99999999996,52961.137,Criminal Justice and Corrections.,50,-8070.136718750036,23,high,-0.1523784650168382,-0.1489206057968424
4407,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,47477.00000000003,50745.656,Social Work.,72,-3268.656249999971,12,medium,-0.0644125328460989,-0.0634563805791243
4407,133650,1,Public,5,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,61026.00000000001,61867.55,Social Work.,26,-841.5507812499927,9,medium,-0.0136024583262642,-0.0129502335493726
4501,133650,2,Public,5,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,57721.99999999996,55698.344,"Social Sciences, General.",53,2023.656249999964,1,low,0.0363324313391269,0.0355618543370795
4510,133650,2,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,48732.99999999998,53732.547,Political Science and Government.,49,-4999.546875000022,14,medium,-0.093045038170825,-0.0908835813984659
5100,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,46081.0,52366.734,"Health Services/Allied Health/Health Sciences, General.",115,-6285.734375,15,medium,-0.1200329646295611,-0.1190023466272741
5107,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,44476.99999999997,58075.8,Health and Medical Administrative Services.,76,-13598.80078125003,18,high,-0.2341560615319221,-0.2308928696084855
5122,133650,2,Public,5,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,47272.00000000004,70477.7,Public Health.,26,-23205.703124999964,11,medium,-0.3292630448503987,-0.3134751989467246
5123,133650,1,Public,5,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,75716.00000000001,61275.254,Rehabilitation and Therapeutic Professions.,42,14440.746093750016,9,medium,0.2356701143310493,0.2291275960988028
5138,133650,2,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,73658.00000000004,70709.29,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",116,2948.710937500044,57,high,0.0417018891944122,0.0413474393341058
5202,133650,1,Public,3,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,53901.99999999996,54524.97,"Business Administration, Management and Operations.",98,-622.9687500000437,58,high,-0.0114253848150998,-0.0113070993932227
5202,133650,2,Public,5,Florida Agricultural and Mechanical University,12,13,0.2056,28781.0,0.8220073183,2.0,20.0,1,elite,90640.99999999994,71934.19,"Business Administration, Management and Operations.",62,18706.81249999994,35,high,0.2600545463865834,0.2554587833560585
402,133669,0,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,64729.99999999994,61664.098,Architecture.,49,3065.902343749942,4,low,0.049719406596055,0.0485644138074292
901,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,54717.0,54638.45,Communication and Media Studies.,197,78.55078125,15,medium,0.0014376466091765,0.0014310642711417
907,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,47504.99999999999,45251.484,"Radio, Television, and Digital Communication.",164,2253.5156249999927,7,medium,0.0497998166496608,0.0495174250481344
1101,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,89475.99999999997,76444.98,"Computer and Information Sciences, General.",152,13031.02343749997,19,high,0.1704627828206088,0.1694064618440538
1301,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,50946.00000000004,55344.117,"Education, General.",92,-4398.117187499964,3,low,-0.0794685580149306,-0.0785827350110426
1303,133669,2,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,62089.99999999995,72338.77,Curriculum and Instruction.,21,-10248.773437500053,7,medium,-0.1416774566457764,-0.1330610487748587
1304,133669,2,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,75592.00000000006,71250.96,Educational Administration and Supervision.,105,4341.039062500058,20,high,0.0609260423351754,0.0603441875498017
1311,133669,1,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,65702.99999999994,58653.555,Student Counseling and Personnel Services.,47,7049.445312499942,9,medium,0.1201878615892702,0.1172578293860025
1312,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,56073.00000000004,51927.062,"Teacher Education and Professional Development, Specific Levels and Methods.",144,4145.937500000036,24,high,0.0798415566064426,0.0793145308045202
1313,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,56414.00000000002,48476.184,"Teacher Education and Professional Development, Specific Subject Areas.",44,7937.816406250022,11,medium,0.1637467271097933,0.1594384765940264
1408,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,84777.99999999999,75622.49,Civil Engineering.,70,9155.507812499984,8,medium,0.1210685808899239,0.1192113403467591
1409,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,90664.00000000006,91959.44,Computer Engineering.,43,-1295.4374999999418,13,medium,-0.0140870533271796,-0.0137064488737162
1410,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,93560.99999999994,93631.63,"Electrical, Electronics, and Communications Engineering.",62,-70.63281250005821,10,medium,-0.000754369120546,-0.0007410376800319
1419,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,89583.00000000003,80607.27,Mechanical Engineering.,90,8975.72656250003,12,medium,0.1113513232705915,0.1100777923510291
2301,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,47641.99999999999,46645.637,"English Language and Literature, General.",119,996.3632812499928,11,medium,0.0213602675692384,0.0211840554190483
2401,133669,1,Public,2,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,48520.00000000003,50368.28,"Liberal Arts and Sciences, General Studies and Humanities.",85,-1848.281249999971,36,high,-0.0366953408798314,-0.0362466481324335
2401,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,48428.00000000001,56656.73,"Liberal Arts and Sciences, General Studies and Humanities.",117,-8228.730468749993,12,medium,-0.1452383573967207,-0.1440162197514884
2601,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,47707.00000000004,49627.844,"Biology, General.",258,-1920.843749999964,24,high,-0.0387049608618138,-0.0385755050954083
2601,133669,1,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,61445.000000000015,62100.39,"Biology, General.",36,-655.3906249999854,1,low,-0.0105537278977459,-0.010203954634183
2701,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,71453.00000000004,62595.336,Mathematics.,25,8857.664062500044,6,medium,0.1415067741044511,0.1344166248983116
3000,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,51082.00000000003,52712.715,"Multi-/Interdisciplinary Studies, General.",519,-1630.714843749971,7,medium,-0.0309358918163047,-0.0308897993418598
3105,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,50395.00000000004,51887.81,"Sports, Kinesiology, and Physical Education/Fitness.",165,-1492.8085937499636,18,high,-0.0287699294729855,-0.0286079424239199
4201,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,48753.99999999999,48220.05,"Psychology, General.",375,533.9492187499927,29,high,0.0110731782754076,0.0110491728673653
4301,133669,3,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,53545.00000000005,58439.1,Criminal Justice and Corrections.,386,-4894.101562499956,23,high,-0.0837470363445914,-0.0835714517200963
4301,133669,1,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,60143.99999999999,77960.086,Criminal Justice and Corrections.,30,-17816.085937500007,10,medium,-0.2285283003892918,-0.2192047870832869
4399,133669,3,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,56162.00000000002,60458.945,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",54,-4296.945312499978,4,low,-0.0710721182827444,-0.0695971161399108
4404,133669,3,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,57679.00000000002,58944.867,Public Administration.,40,-1265.8671874999782,7,medium,-0.021475443883406,-0.0208447935344109
4404,133669,1,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,73083.99999999996,75500.5,Public Administration.,23,-2416.500000000044,10,medium,-0.032006410553573,-0.030246390058818
4407,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,50966.00000000001,51715.152,Social Work.,232,-749.1523437499927,12,medium,-0.0144861285290312,-0.0144313060979367
4502,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,33388.999999999985,46691.03,Anthropology.,34,-13302.031250000016,7,medium,-0.2848947837278709,-0.2748148620335246
4506,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,74056.00000000003,66432.7,Economics.,79,7623.296875000029,8,medium,0.1147521704883212,0.1132237043139189
4507,133669,1,Public,1,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,59553.99999999999,47486.64,Geography and Cartography.,24,12067.359374999993,1,low,0.2541211426239944,0.2407940866092385
4510,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,53871.99999999997,57980.613,Political Science and Government.,104,-4108.613281250029,14,medium,-0.0708618458607903,-0.0701774843761647
4511,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,50983.0,51545.72,Sociology.,151,-562.71875,12,medium,-0.0109168862835965,-0.0108487130105919
5005,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,20673.000000000004,41010.17,Drama/Theatre Arts and Stagecraft.,20,-20337.171875,11,medium,-0.4959055508713348,-0.4640834213526638
5007,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,46605.99999999997,45587.7,Fine and Studio Arts.,118,1018.3007812499708,12,medium,0.022337183027459,0.0221510840025767
5010,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,37373.99999999999,48933.977,"Arts, Entertainment, and Media Management.",24,-11559.976562500016,3,low,-0.2362361977211325,-0.2238470946058484
5100,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,51640.00000000002,57168.383,"Health Services/Allied Health/Health Sciences, General.",41,-5528.382812499978,15,medium,-0.0967035018400273,-0.0939432886151054
5102,133669,1,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,64384.99999999995,72494.37,Communication Disorders Sciences and Services.,37,-8109.367187500051,8,medium,-0.1118620315220618,-0.1082692921196064
5107,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,57152.99999999996,57445.8,Health and Medical Administrative Services.,231,-292.80078125004366,18,high,-0.0050969918996344,-0.0050776052356289
5107,133669,2,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,86396.00000000004,76108.55,Health and Medical Administrative Services.,150,10287.453125000044,12,medium,0.1351681716101618,0.134317501397528
5112,133669,1,Public,7,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,89536.99999999994,91210.836,Medicine.,88,-1673.8359375000582,7,medium,-0.0183512838172759,-0.0181358108201639
5115,133669,1,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,58963.00000000002,57579.023,Mental and Social Health Services and Allied Professions.,170,1383.9765625000218,12,medium,0.024036124266718,0.0239054258357881
5138,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,91953.0,86929.055,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",236,5023.945312499985,57,high,0.0577936264297419,0.0575792153054604
5138,133669,2,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,109032.99999999996,113631.67,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",183,-4598.671875000029,18,high,-0.04046998340444,-0.0402680560532812
5138,133669,1,Public,6,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,115208.0000000001,129532.43,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",39,-14324.429687499898,8,medium,-0.1105856635443179,-0.1072422420772344
5202,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,62057.99999999999,63507.863,"Business Administration, Management and Operations.",292,-1449.8632812500146,58,high,-0.0228296655932064,-0.0227635331715067
5202,133669,2,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,95852.00000000006,83027.336,"Business Administration, Management and Operations.",335,12824.664062500058,35,high,0.1544631526194458,0.1540815911652346
5203,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,77465.00000000001,70519.24,Accounting and Related Services.,297,6945.757812500015,24,high,0.0984945044365663,0.0982147539611534
5203,133669,2,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,99288.0,86444.93,Accounting and Related Services.,295,12843.070312500016,19,high,0.148569388151832,0.1481440905335103
5208,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,70078.00000000003,71959.375,Finance and Financial Management Services.,278,-1881.374999999971,15,medium,-0.0261449602640374,-0.0260647789577306
5208,133669,1,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,99143.0,91249.12,Finance and Financial Management Services.,24,7893.882812499985,6,medium,0.0865091417408403,0.0819722812267408
5209,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,54634.99999999998,53410.527,Hospitality Administration/Management.,65,1224.4726562499782,7,medium,0.0229256799576097,0.0225422376944967
5211,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,50229.99999999999,59767.46,International Business.,67,-9537.460937500007,7,medium,-0.1595761437393754,-0.1569998313610328
5212,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,70317.99999999999,66180.4,Management Information Systems and Services.,137,4137.601562499985,7,medium,0.0625200461192068,0.0620826071730078
5212,133669,3,Public,5,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,93773.99999999996,82124.63,Management Information Systems and Services.,23,11649.367187499956,9,medium,0.1418498541612576,0.1340495839596383
5214,133669,2,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,62905.99999999996,61265.21,Marketing.,257,1640.7890624999563,17,high,0.026781741830185,0.026691760191072
5401,133669,1,Public,3,Florida Atlantic University,13,15,0.6613,28064.0,0.7219053052,2.0,23.0,1,mid,46959.99999999999,50559.004,History.,33,-3599.0039062500077,9,medium,-0.0711842328405743,-0.0685783672560488
1101,133702,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1.0,25.0,1,,65250.00000000005,59534.223,"Computer and Information Sciences, General.",27,5715.777343750051,2,low,0.0960082636293563,0.0915960360813162
1101,133702,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1.0,25.0,1,,64039.00000000005,55420.12,"Computer and Information Sciences, General.",31,8618.878906250044,8,medium,0.1555189475618456,0.1494058900989598
1109,133702,1,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1.0,25.0,1,,66518.99999999994,62307.246,Computer Systems Networking and Telecommunications.,45,4211.753906249942,3,low,0.0675965344369861,0.0658636184128984
