code,unit_id,distance,school_type,credential_level,school_name,locale,carnegie_size_setting,admission_rate_overall,median_family_income,students_with_pell_grant,open_admissions_policy,age_entry,title_iv_eligibility_type,selectivity_bucket,actual,pred,title,4_yr_working_count,error,school_count,confidence,pct_error,score
2201,136215,2,"Private, nonprofit",7,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,96470.00000000004,94276.04,Law.,470,2193.960937500029,8,medium,0.0232716707163052,0.0232328005131798
2202,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,91014.00000000006,111282.06,Legal Research and Advanced Professional Studies.,53,-20268.06249999994,3,low,-0.1821323405108522,-0.1782694833401682
2601,136215,2,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,57249.000000000015,57593.363,"Biology, General.",85,-344.36328124998545,24,high,-0.0059792181187323,-0.0059061071531258
2609,136215,2,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,122808.99999999996,58086.6,"Physiology, Pathology and Related Sciences.",115,64722.39843749997,4,low,1.1142397161565734,1.1046727150091955
2613,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,62654.99999999999,62546.875,"Ecology, Evolution, Systematics, and Population Biology.",34,108.12499999999272,2,low,0.0017287034723955,0.0016675398547031
3105,136215,2,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,55487.0,54799.223,"Sports, Kinesiology, and Physical Education/Fitness.",38,687.77734375,18,high,0.0125508594905507,0.0121599051758628
4201,136215,2,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,50563.00000000002,53893.18,"Psychology, General.",45,-3330.179687499978,29,high,-0.061792228753435,-0.0602081128773357
4228,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,64895.99999999994,75423.06,"Clinical, Counseling and Applied Psychology.",346,-10527.062500000058,9,medium,-0.1395735223559777,-0.1392414044660393
4228,136215,2,"Private, nonprofit",6,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,99427.99999999996,105396.13,"Clinical, Counseling and Applied Psychology.",108,-5968.132812500029,3,low,-0.0566257286035091,-0.0561024727456191
4301,136215,3,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,61713.00000000003,67558.84,Criminal Justice and Corrections.,55,-5845.843749999971,10,medium,-0.0865296595606696,-0.0847717392824368
4404,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,71298.00000000003,85855.69,Public Administration.,31,-14557.68749999997,10,medium,-0.1695599665426937,-0.1628949920483911
4407,136215,3,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,62201.99999999999,70429.25,Social Work.,51,-8227.250000000007,9,medium,-0.1168158116123628,-0.1142251442736082
5100,136215,2,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,82726.99999999996,66988.234,"Health Services/Allied Health/Health Sciences, General.",20,15738.765624999956,15,medium,0.2349482080225368,0.2198716429533698
5100,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,85889.00000000006,85278.75,"Health Services/Allied Health/Health Sciences, General.",47,610.2500000000582,4,low,0.0071559444762037,0.0069814913535437
5100,136215,2,"Private, nonprofit",6,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,114954.00000000007,108801.71,"Health Services/Allied Health/Health Sciences, General.",74,6152.289062500087,1,low,0.0565458852575783,0.0557329338593033
5102,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,67111.00000000004,73866.055,Communication Disorders Sciences and Services.,377,-6755.054687499956,8,medium,-0.0914500539669825,-0.0912530164353326
5102,136215,0,"Private, nonprofit",6,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,96693.99999999993,119338.266,Communication Disorders Sciences and Services.,29,-22644.265625000076,2,low,-0.1897485731538598,-0.1817041301854905
5108,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,221571.00000000003,110258.016,Allied Health and Medical Assisting Services.,108,111312.98437500004,2,low,1.0095681819051423,1.000239163486323
5109,136215,2,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,83249.99999999997,81957.44,"Allied Health Diagnostic, Intervention, and Treatment Professions.",84,1292.562499999971,7,medium,0.0157711434059901,0.0155756151576552
5109,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,129748.99999999988,107476.21,"Allied Health Diagnostic, Intervention, and Treatment Professions.",415,22272.789062499884,9,medium,0.2072345951556856,0.2068349967281184
5112,136215,0,"Private, nonprofit",6,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,130216.99999999994,128748.53,Medicine.,373,1468.4687499999418,1,low,0.0114057126379835,0.0113808329161979
5115,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,55344.00000000003,68645.65,Mental and Social Health Services and Allied Professions.,191,-13301.64843749997,12,medium,-0.193772638765453,-0.1928528631420922
5115,136215,2,"Private, nonprofit",6,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,62582.99999999999,87739.52,Mental and Social Health Services and Allied Professions.,35,-25156.523437500007,1,low,-0.2867182593648334,-0.2769044110431455
5122,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,98337.99999999996,83508.65,Public Health.,91,14829.351562499956,11,medium,0.1775786321532747,0.1755737307265042
5123,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,73781.00000000006,74499.51,Rehabilitation and Therapeutic Professions.,84,-718.5078124999418,9,medium,-0.0096444638843558,-0.0095248932812047
5123,136215,2,"Private, nonprofit",6,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,80533.00000000004,93692.01,Rehabilitation and Therapeutic Professions.,217,-13159.007812499956,8,medium,-0.1404496298001667,-0.1398750906500459
5138,136215,3,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,88003.99999999999,86073.51,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",469,1930.4921874999852,57,high,0.0224284130688075,0.0223908592323185
5138,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,113591.99999999996,119189.62,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",255,-5597.617187500044,18,high,-0.0469639664895835,-0.0468047369126846
5202,136215,2,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,67851.00000000006,66598.65,"Business Administration, Management and Operations.",62,1252.3515625000582,58,high,0.0188044591276553,0.0184721410072121
5202,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,86083.00000000001,79972.586,"Business Administration, Management and Operations.",856,6110.414062500015,35,high,0.0764063583898038,0.0763422346312926
5203,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,96451.00000000004,87114.53,Accounting and Related Services.,122,9336.46875000003,19,high,0.107174642577211,0.1063158762445437
5208,136215,2,"Private, nonprofit",3,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,66301.99999999999,75045.586,Finance and Financial Management Services.,31,-8743.585937500015,15,medium,-0.1165103293987458,-0.1119306022992484
5210,136215,2,"Private, nonprofit",5,Nova Southeastern University,21,16,0.7321,31002.0,0.6566484517,2.0,24.0,1,open,67513.00000000004,89248.29,Human Resources Management and Services.,67,-21735.28906249996,7,medium,-0.2435373192115635,-0.2396054770491293
1312,136233,1,Public,3,Northwest Florida State College,22,9,,23721.0,0.9132875858,1.0,25.0,1,,51899.99999999996,51848.832,"Teacher Education and Professional Development, Specific Levels and Methods.",34,51.16796874996362,24,high,0.0009868683005072,0.0009519517075756
2401,136233,3,Public,2,Northwest Florida State College,22,9,,23721.0,0.9132875858,1.0,25.0,1,,46360.99999999998,43066.42,"Liberal Arts and Sciences, General Studies and Humanities.",330,3294.578124999978,36,high,0.07649992689345,0.0763076324390401
4301,136233,1,Public,1,Northwest Florida State College,22,9,,23721.0,0.9132875858,1.0,25.0,1,,52765.99999999999,54224.258,Criminal Justice and Corrections.,49,-1458.2578125000146,19,high,-0.0268930893907754,-0.0262683569887463
4805,136233,1,Public,1,Northwest Florida State College,22,9,,23721.0,0.9132875858,1.0,25.0,1,,58333.000000000015,46047.67,Precision Metal Working.,20,12285.328125000016,15,medium,0.2667958579610603,0.2496756375235912
5109,136233,1,Public,1,Northwest Florida State College,22,9,,23721.0,0.9132875858,1.0,25.0,1,,47052.99999999997,57984.043,"Allied Health Diagnostic, Intervention, and Treatment Professions.",23,-10931.04296875003,22,high,-0.188518123419597,-0.1781515826200316
5138,136233,1,Public,2,Northwest Florida State College,22,9,,23721.0,0.9132875858,1.0,25.0,1,,76181.00000000006,76713.89,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",72,-532.8906249999418,58,high,-0.0069464685034013,-0.0068433537629383
5138,136233,3,Public,3,Northwest Florida State College,22,9,,23721.0,0.9132875858,1.0,25.0,1,,84993.00000000007,85673.54,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",48,-680.5390624999272,57,high,-0.0079433985095849,-0.0077544110546345
5202,136233,1,Public,3,Northwest Florida State College,22,9,,23721.0,0.9132875858,1.0,25.0,1,,51534.99999999996,54795.723,"Business Administration, Management and Operations.",54,-3260.722656250044,58,high,-0.0595068829862055,-0.0582719010827703
1110,136303,0,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,32261.99999999998,36818.887,Computer/Information Technology Administration and Management.,28,-4556.886718750018,3,low,-0.1237649240608197,-0.1183055927423897
1204,136303,0,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,26467.999999999985,24637.932,Cosmetology and Related Personal Grooming Services.,47,1830.0683593749852,80,high,0.0742784900156725,0.0724676718109208
4702,136303,0,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,39034.99999999999,35640.754,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",47,3394.2460937499927,13,medium,0.0952349690098663,0.0929132576291471
4706,136303,0,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,52174.00000000004,39710.227,Vehicle Maintenance and Repair Technologies/Technicians.,87,12463.773437500036,24,high,0.3138681019077864,0.3101332197757531
4805,136303,0,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,47406.99999999998,38977.387,Precision Metal Working.,20,8429.613281249978,15,medium,0.2162693292414837,0.2023913829391157
5004,136303,0,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,18193.000000000007,34633.695,Design and Applied Arts.,20,-16440.695312499993,2,low,-0.4747023141526054,-0.4442407907894673
5106,136303,0,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,34989.99999999999,31975.293,Dental Support Services and Allied Professions.,22,3014.7070312499927,17,high,0.0942823896624283,0.0888357042742678
5107,136303,1,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,32626.0,37279.48,Health and Medical Administrative Services.,34,-4653.480468750004,25,high,-0.1248268594475409,-0.1204103343286245
5108,136303,1,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,34646.999999999985,33888.887,Allied Health and Medical Assisting Services.,106,758.1132812499854,33,high,0.0223705572727043,0.0221592701353319
5135,136303,1,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,37194.0,28953.299,Somatic Bodywork and Related Therapeutic Services.,24,8240.701171875,25,high,0.2846204579586644,0.2696939046345552
5139,136303,1,Public,1,Orange Technical College,11,-2,,14956.0,,1.0,26.0,1,,47836.00000000001,45102.414,"Practical Nursing, Vocational Nursing and Nursing Assistants.",22,2733.5859375000077,47,high,0.0606084174055956,0.0571070744436221
1311,136330,1,"Private, nonprofit",5,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,59954.00000000005,58931.992,Student Counseling and Personnel Services.,27,1022.0078125000508,9,medium,0.0173421561797605,0.0165451670837577
2601,136330,1,"Private, nonprofit",3,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,56257.99999999996,45069.605,"Biology, General.",24,11188.394531249956,24,high,0.2482470040481644,0.2352280096650782
3906,136330,2,"Private, nonprofit",3,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,53397.99999999996,48255.38,Theological and Ministerial Studies.,27,5142.621093749964,4,low,0.1065709400757372,0.1016732862712899
4201,136330,2,"Private, nonprofit",3,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,51529.99999999996,49384.277,"Psychology, General.",61,2145.722656249964,29,high,0.0434495100801859,0.0426669757639652
5115,136330,1,"Private, nonprofit",5,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,54392.99999999996,56777.51,Mental and Social Health Services and Allied Professions.,95,-2384.5117187500364,12,medium,-0.0419974677749497,-0.0415465717492561
5138,136330,2,"Private, nonprofit",3,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,76008.00000000007,88101.75,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",53,-12093.749999999927,57,high,-0.1372702585362938,-0.1343588843068665
5138,136330,0,"Private, nonprofit",6,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,116095.00000000007,125804.34,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",36,-9709.343749999913,8,medium,-0.0771781280405901,-0.0746202787211847
5202,136330,2,"Private, nonprofit",3,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,59081.00000000005,60956.5,"Business Administration, Management and Operations.",29,-1875.4999999999563,58,high,-0.0307678426418832,-0.0294634314872776
5202,136330,3,"Private, nonprofit",5,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,72924.99999999997,80993.875,"Business Administration, Management and Operations.",42,-8068.875000000029,35,high,-0.0996232739821379,-0.0968575983756473
5210,136330,3,"Private, nonprofit",3,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,60378.99999999997,57394.926,Human Resources Management and Services.,34,2984.074218749971,5,low,0.0519919518691113,0.0501524137887039
5214,136330,1,"Private, nonprofit",3,Palm Beach Atlantic University,12,11,0.8199,52817.0,0.5402097902,2.0,22.0,1,open,53668.000000000015,60866.285,Marketing.,27,-7198.285156249985,17,high,-0.1182639147069884,-0.1128288898176341
1101,136358,1,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,52615.99999999998,52901.72,"Computer and Information Sciences, General.",23,-285.7187500000218,8,medium,-0.0054009351066693,-0.0051039397137411
1108,136358,1,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,48987.99999999998,45434.18,Computer Software and Media Applications.,20,3553.820312499978,4,low,0.0782190926950468,0.0731997939713257
1110,136358,2,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,47775.99999999998,57979.07,Computer/Information Technology Administration and Management.,43,-10203.070312500022,8,medium,-0.175978508408409,-0.171223915488337
1110,136358,2,Public,3,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,69612.00000000004,62154.19,Computer/Information Technology Administration and Management.,70,7457.808593750044,9,medium,0.1199888281870579,0.1181481514830131
1204,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,31236.99999999998,32760.797,Cosmetology and Related Personal Grooming Services.,80,-1523.7968750000182,80,high,-0.0465128147161413,-0.045902316828057
1312,136358,1,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,38686.99999999998,45766.21,"Teacher Education and Professional Development, Specific Levels and Methods.",23,-7079.210937500022,4,low,-0.154682041455598,-0.1461761340944237
1907,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,38560.99999999999,38708.785,"Human Development, Family Studies, and Related Services.",36,-147.78515625001455,2,low,-0.0038178712055537,-0.003691338734339
2203,136358,1,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,51313.99999999997,44935.1,Legal Support Services.,33,6378.898437499971,10,medium,0.1419580287056343,0.1367613225434765
2401,136358,2,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,44568.99999999999,43681.46,"Liberal Arts and Sciences, General Studies and Humanities.",2852,887.5390624999854,36,high,0.0203184381531993,0.0203140788699077
4301,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,78215.99999999996,57906.29,Criminal Justice and Corrections.,153,20309.71093749996,19,high,0.3507341131043482,0.3485772756493211
4302,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,66688.99999999996,63676.52,Fire Protection.,30,3012.4804687499563,6,medium,0.0473091257330976,0.0453790047698882
4603,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,46153.99999999999,52375.277,Electrical and Power Transmission Installers.,28,-6221.277343750015,5,low,-0.1187827093099375,-0.1135431459203536
4702,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,47546.99999999999,47886.703,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",32,-339.7031250000073,13,medium,-0.0070938925177887,-0.0068249381987361
4706,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,43464.000000000015,60777.133,Vehicle Maintenance and Repair Technologies/Technicians.,53,-17313.132812499985,24,high,-0.2848626121589467,-0.2788209416848752
4805,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,46609.99999999998,50694.727,Precision Metal Working.,43,-4084.726562500022,15,medium,-0.0805749796769114,-0.0783980023211443
5004,136358,1,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,40966.0,34816.23,Design and Applied Arts.,24,6149.76953125,5,low,0.176635133914622,0.1673717318240011
5106,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,51204.00000000001,44688.344,Dental Support Services and Allied Professions.,23,6515.656250000007,17,high,0.1458021421973153,0.1377845371610699
5106,136358,1,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,67712.99999999996,52321.61,Dental Support Services and Allied Professions.,30,15391.390624999956,10,medium,0.2941689066688797,0.2821673833964092
5108,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,34711.0,43952.58,Allied Health and Medical Assisting Services.,22,-9241.578125,33,high,-0.2102624810475779,-0.1981156359442596
5109,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,68457.00000000001,57376.867,"Allied Health Diagnostic, Intervention, and Treatment Professions.",144,11080.132812500016,22,high,0.1931114986862494,0.1918367897905145
5109,136358,1,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,62302.99999999996,70370.44,"Allied Health Diagnostic, Intervention, and Treatment Professions.",57,-8067.437500000044,39,high,-0.1146424235318992,-0.112408106140683
5115,136358,1,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,44340.000000000015,40657.316,Mental and Social Health Services and Allied Professions.,25,3682.683593750015,4,low,0.0905786195269862,0.0860402083350355
5135,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,30027.99999999998,40268.656,Somatic Bodywork and Related Therapeutic Services.,25,-10240.656250000018,25,high,-0.2543083679381533,-0.2415663329051138
5138,136358,2,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,83170.99999999997,75367.41,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",227,7803.593749999971,58,high,0.1035406966788109,0.1031387859657162
5138,136358,2,Public,3,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,85209.99999999996,95393.16,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",65,-10183.156250000044,57,high,-0.1067493376916129,-0.1049639072177524
5139,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,57893.00000000005,56421.418,"Practical Nursing, Vocational Nursing and Nursing Assistants.",56,1471.582031250051,47,high,0.0260819753247802,0.0255630814347439
5202,136358,2,Public,2,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,56658.99999999999,45483.344,"Business Administration, Management and Operations.",22,11175.656249999993,26,high,0.2457087656401689,0.2315141917823472
5202,136358,2,Public,3,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,54096.0,56745.41,"Business Administration, Management and Operations.",292,-2649.41015625,58,high,-0.0466894176807389,-0.0465541689077609
5215,136358,1,Public,1,Palm Beach State College,21,15,,21408.0,0.9218037494,1.0,23.0,1,,55977.99999999996,57245.04,Real Estate.,49,-1267.0390625000437,1,low,-0.0221336046450539,-0.0216194361241174
2401,136400,3,Public,2,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,42899.000000000015,45559.793,"Liberal Arts and Sciences, General Studies and Humanities.",712,-2660.792968749985,36,high,-0.0584022181701978,-0.0583417021824659
4301,136400,0,Public,99,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,63936.0,50749.82,Criminal Justice and Corrections.,81,13186.1796875,4,low,0.2598271206933152,0.25646594405653
5109,136400,1,Public,2,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,57323.00000000003,68868.73,"Allied Health Diagnostic, Intervention, and Treatment Professions.",58,-11545.72656249997,39,high,-0.1676483236846546,-0.1644463895559917
5109,136400,0,Public,99,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,61516.00000000005,56653.65,"Allied Health Diagnostic, Intervention, and Treatment Professions.",42,4862.351562500051,4,low,0.0858259211295839,0.0834432785302729
5115,136400,1,Public,2,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,29286.000000000025,44006.305,Mental and Social Health Services and Allied Professions.,24,-14720.304687499978,4,low,-0.3345044486700853,-0.3169617937041133
5138,136400,1,Public,2,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,78937.99999999997,80689.73,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",219,-1751.726562500029,58,high,-0.0217094125500994,-0.0216215493041735
5138,136400,1,Public,3,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,92672.99999999994,93317.65,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",38,-644.6484375000582,57,high,-0.0069081084692336,-0.0066929236195894
5139,136400,0,Public,99,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,62150.00000000005,58877.727,"Practical Nursing, Vocational Nursing and Nursing Assistants.",118,3272.273437500044,4,low,0.0555774420744057,0.0551144066163183
5202,136400,1,Public,2,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,45891.000000000015,40170.617,"Business Administration, Management and Operations.",26,5720.382812500015,26,high,0.1424021638950581,0.135574117276749
5202,136400,2,Public,3,Pasco-Hernando State College,21,12,,23149.0,0.8602089269,1.0,24.0,1,,51849.00000000004,57287.473,"Business Administration, Management and Operations.",175,-5438.472656249964,58,high,-0.0949330177102276,-0.094433983912487
1204,136473,1,Public,1,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,29523.00000000001,28067.504,Cosmetology and Related Personal Grooming Services.,73,1455.4960937500146,80,high,0.0518569837421812,0.0510995052344127
2401,136473,1,Public,2,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,40919.00000000001,44248.152,"Liberal Arts and Sciences, General Studies and Humanities.",535,-3329.1523437499927,36,high,-0.0752382227824306,-0.07512997286583
5106,136473,1,Public,2,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,59103.99999999996,56371.938,Dental Support Services and Allied Professions.,31,2732.062499999964,10,medium,0.0484649387827048,0.0465599043135376
5109,136473,1,Public,2,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,62671.99999999996,62519.15,"Allied Health Diagnostic, Intervention, and Treatment Professions.",26,152.85156249996362,39,high,0.0024448759511298,0.0023276465038119
5138,136473,1,Public,2,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,75375.99999999997,80146.29,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133,-4770.289062500029,58,high,-0.0595197746308633,-0.0590886490123314
5138,136473,3,Public,3,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,83371.00000000006,88250.0,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",37,-4878.999999999942,57,high,-0.0552861189801693,-0.0535104618124401
5202,136473,1,Public,2,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,43900.99999999997,44261.656,"Business Administration, Management and Operations.",31,-360.6562500000291,26,high,-0.0081482773252532,-0.007827989101254
5202,136473,1,Public,3,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,53197.00000000004,52971.29,"Business Administration, Management and Operations.",137,225.7109375000364,58,high,0.0042610051878051,0.0042311918761586
5203,136473,3,Public,2,Pensacola State College,13,12,,20605.0,0.9150442478,1.0,25.0,1,,38283.99999999999,47677.953,Accounting and Related Services.,20,-9393.953125000016,8,medium,-0.1970292873180053,-0.18438596947454
1205,136491,1,Public,1,Pinellas Technical College-Clearwater,13,-2,,14935.0,,1.0,30.0,1,,38683.99999999999,30785.668,Culinary Arts and Related Services.,23,7898.332031249993,6,medium,0.2565587350343495,0.2424506665580961
4706,136491,1,Public,1,Pinellas Technical College-Clearwater,13,-2,,14935.0,,1.0,30.0,1,,54124.000000000015,44997.625,Vehicle Maintenance and Repair Technologies/Technicians.,37,9126.375000000016,24,high,0.2028190376714329,0.1963049780008241
4805,136491,1,Public,1,Pinellas Technical College-Clearwater,13,-2,,14935.0,,1.0,30.0,1,,46449.00000000002,40302.543,Precision Metal Working.,29,6146.457031250022,15,medium,0.1525079208033075,0.1460423055381429
