code,title,distance,school_type,credential_level,school_name,locale,carnegie_size_setting,admission_rate_overall,median_family_income,students_with_pell_grant,open_admissions_policy,age_entry,title_iv_eligibility_type
2401,"Liberal Arts and Sciences, General Studies and Humanities.",0,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2601,"Biology, General.",1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2601,"Biology, General.",1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2601,"Biology, General.",1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2601,"Biology, General.",1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2601,"Biology, General.",1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2612,Biotechnology.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2615,Neurobiology and Neurosciences.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2701,Mathematics.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2701,Mathematics.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2701,Mathematics.,1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2701,Mathematics.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
2703,Applied Mathematics.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3000,"Multi-/Interdisciplinary Studies, General.",1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3001,Biological and Physical Sciences.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3005,Peace Studies and Conflict Resolution.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3006,Systems Science and Theory.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3022,Classical and Ancient Studies.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3026,Cultural Studies/Critical Theory and Analysis.,1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3032,Marine Sciences.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3099,"Multi/Interdisciplinary Studies, Other.",1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3099,"Multi/Interdisciplinary Studies, Other.",1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3099,"Multi/Interdisciplinary Studies, Other.",1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3105,Health and Physical Education/Fitness.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3105,Health and Physical Education/Fitness.,2,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3801,Philosophy.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3801,Philosophy.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3802,Religion/Religious Studies.,0,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
3802,Religion/Religious Studies.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4005,Chemistry.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4005,Chemistry.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4005,Chemistry.,1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4006,Geological and Earth Sciences/Geosciences.,2,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4006,Geological and Earth Sciences/Geosciences.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4006,Geological and Earth Sciences/Geosciences.,1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4008,Physics.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4008,Physics.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4008,Physics.,1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4201,"Psychology, General.",1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4201,"Psychology, General.",1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4227,Research and Experimental Psychology.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4227,Research and Experimental Psychology.,1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4228,"Clinical, Counseling and Applied Psychology.",1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4228,"Clinical, Counseling and Applied Psychology.",3,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4301,Criminal Justice and Corrections.,3,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4301,Criminal Justice and Corrections.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",3,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4404,Public Administration.,3,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4404,Public Administration.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4404,Public Administration.,1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4407,Social Work.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4407,Social Work.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4407,Social Work.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4407,Social Work.,3,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4501,"Social Sciences, General.",1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4502,Anthropology.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4502,Anthropology.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4506,Economics.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4506,Economics.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4507,Geography and Cartography.,2,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4507,Geography and Cartography.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4507,Geography and Cartography.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4507,Geography and Cartography.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4510,Political Science and Government.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4510,Political Science and Government.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4511,Sociology.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
4511,Sociology.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5005,Drama/Theatre Arts and Stagecraft.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5005,Drama/Theatre Arts and Stagecraft.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5007,Fine and Studio Arts.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5007,Fine and Studio Arts.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5009,Music.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5009,Music.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5010,"Arts, Entertainment,and Media Management.",1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5010,"Arts, Entertainment,and Media Management.",1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5100,"Health Services/Allied Health/Health Sciences, General.",1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5102,Communication Disorders Sciences and Services.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5107,Health and Medical Administrative Services.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5107,Health and Medical Administrative Services.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5107,Health and Medical Administrative Services.,2,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5107,Health and Medical Administrative Services.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5112,Medicine.,1,Public,7,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5115,Mental and Social Health Services and Allied Professions.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5115,Mental and Social Health Services and Allied Professions.,0,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5115,Mental and Social Health Services and Allied Professions.,1,Public,7,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5115,Mental and Social Health Services and Allied Professions.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5122,Public Health.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5122,Public Health.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",1,Public,7,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5199,"Health Professions and Related Clinical Sciences, Other.",0,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5199,"Health Professions and Related Clinical Sciences, Other.",0,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5202,"Business Administration, Management and Operations.",2,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5202,"Business Administration, Management and Operations.",2,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5202,"Business Administration, Management and Operations.",1,Public,6,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5203,Accounting and Related Services.,2,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5203,Accounting and Related Services.,2,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5208,Finance and Financial Management Services.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5208,Finance and Financial Management Services.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5209,Hospitality Administration/Management.,3,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5209,Hospitality Administration/Management.,2,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5209,Hospitality Administration/Management.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5211,International Business.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5211,International Business.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5212,Management Information Systems and Services.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5212,Management Information Systems and Services.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5212,Management Information Systems and Services.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5213,Management Sciences and Quantitative Methods.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5214,Marketing.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5214,Marketing.,2,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5215,Real Estate.,0,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5216,Taxation.,2,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5217,Insurance.,1,Public,1,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5217,Insurance.,1,Public,8,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5401,History.,1,Public,3,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
5401,History.,1,Public,5,Florida Atlantic University,13,15,0.7344,28064.0,0.7219053052,2,23,1
0301,Natural Resources Conservation and Research.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
0301,Natural Resources Conservation and Research.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
0409,Architectural Sciences and Technology.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
0901,Communication and Media Studies.,1,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
0907,"Radio, Television, and Digital Communication.",1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
0999,"Communication, Journalism, and Related Programs, Other.",0,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1001,Communications Technology/Technician.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1003,Graphic Communications.,1,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1101,"Computer and Information Sciences, General.",2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1101,"Computer and Information Sciences, General.",2,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1108,Computer Software and Media Applications.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1108,Computer Software and Media Applications.,2,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1109,Computer Systems Networking and Telecommunications.,1,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1110,Computer/Information Technology Administration and Management.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1110,Computer/Information Technology Administration and Management.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1110,Computer/Information Technology Administration and Management.,2,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1203,Funeral Service and Mortuary Science.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1203,Funeral Service and Mortuary Science.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1204,Cosmetology and Related Personal Grooming Services.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1205,Culinary Arts and Related Services.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1205,Culinary Arts and Related Services.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1310,Special Education and Teaching.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",2,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1399,"Education, Other.",1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1399,"Education, Other.",0,Public,4,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1500,"Engineering Technology, General.",1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1500,"Engineering Technology, General.",1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1504,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1504,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1505,Environmental Control Technologies/Technicians.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1505,Environmental Control Technologies/Technicians.,0,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1506,Industrial Production Technologies/Technicians.,2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1508,Mechanical Engineering Related Technologies/Technicians.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1508,Mechanical Engineering Related Technologies/Technicians.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1510,Construction Engineering Technologies.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1513,Drafting/Design Engineering Technologies/Technicians.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
1907,"Human Development, Family Studies, and Related Services.",1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
2203,Legal Support Services.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
2203,Legal Support Services.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",2,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
2601,"Biology, General.",1,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
2612,Biotechnology.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4101,Biology Technician/Biotechnology Laboratory Technician.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4101,Biology Technician/Biotechnology Laboratory Technician.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4103,Physical Science Technologies/Technicians.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4301,Criminal Justice and Corrections.,2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4301,Criminal Justice and Corrections.,2,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4302,Fire Protection.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4302,Fire Protection.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4303,Homeland Security.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4303,Homeland Security.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4304,Security Science and Technology.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",2,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4400,"Human Services, General.",2,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4507,Geography and Cartography.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4602,Carpenters.,0,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4603,Electrical and Power Transmission Installers.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4706,Vehicle Maintenance and Repair Technologies.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4706,Vehicle Maintenance and Repair Technologies.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4805,Precision Metal Working.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4901,Air Transportation.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4901,Air Transportation.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
4902,Ground Transportation.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5004,Design and Applied Arts.,2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5004,Design and Applied Arts.,2,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5005,Drama/Theatre Arts and Stagecraft.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5005,Drama/Theatre Arts and Stagecraft.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5100,"Health Services/Allied Health/Health Sciences, General.",1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5106,Dental Support Services and Allied Professions.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5106,Dental Support Services and Allied Professions.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5107,Health and Medical Administrative Services.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5107,Health and Medical Administrative Services.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5108,Allied Health and Medical Assisting Services.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5108,Allied Health and Medical Assisting Services.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5118,Ophthalmic and Optometric Support Services and Allied Professions.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5122,Public Health.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5122,Public Health.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5135,Somatic Bodywork and Related Therapeutic Services.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5202,"Business Administration, Management and Operations.",2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5202,"Business Administration, Management and Operations.",2,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5202,"Business Administration, Management and Operations.",2,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5203,Accounting and Related Services.,2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5203,Accounting and Related Services.,2,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5204,Business Operations Support and Assistant Services.,2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5207,Entrepreneurial and Small Business Operations.,2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5208,Finance and Financial Management Services.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5208,Finance and Financial Management Services.,2,Public,3,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5209,Hospitality Administration/Management.,1,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5209,Hospitality Administration/Management.,1,Public,2,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5215,Real Estate.,2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
5219,"Specialized Sales, Merchandising and Marketing Operations.",2,Public,1,Florida State College at Jacksonville,11,15,,25081.0,0.8159581286,1,25,1
0301,Natural Resources Conservation and Research.,1,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
0901,Communication and Media Studies.,1,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
0904,Journalism.,1,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
0909,"Public Relations, Advertising, and Applied Communication.",1,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
0999,"Communication, Journalism, and Related Programs, Other.",0,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
1301,"Education, General.",1,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
1310,Special Education and Teaching.,1,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
1310,Special Education and Teaching.,1,"Private, nonprofit",5,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",1,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
1313,"Teacher Education and Professional Development, Specific Subject Areas.",1,"Private, nonprofit",3,Flagler College,23,10,0.7809,53601.0,0.5154411765,2,22,1
