code,credential_level,unit_id,distance,school_type,5_yr_working_count,location_lat,location_lon,locale,carnegie_size_setting,admission_rate_overall,median_family_income,students_with_pell_grant,open_admissions_policy,age_entry,title_iv_eligibility_type,selectivity_bucket,5_year_earning_log,5_year_pred_log,title,school_name,5_year_earning,5_year_pred,5_year_error,4_year_earning,4_year_earning_log,4_year_pred,4_year_pred_log,4_year_error,4_yr_working_count,1_year_earning,1_year_earning_log,1_year_pred,1_year_pred_log,1_year_error,1_yr_working_count,school_count,confidence,1_year_pct_error,1_year_score,4_year_pct_error,4_year_score,5_year_pct_error,5_year_score,rank_1,rank_4,rank_5,move_1_to_4,move_4_to_5,move_1_to_5,rank_std,rank_std_pct,mean_rank_std_pct,median_score
1204,1,457448,1,"Private, for-profit",101.0,28.929944,-82.028094,13,-2,,11723.0,0.8888888889,1,26.0,1,,10.002065115897121,9.897137,Cosmetology and Related Personal Grooming Services.,Tenaj Salon Institute,22071.99999999998,19873.385,2198.615234374982,23385.00000000001,10.059850070159987,22492.152,10.020922,892.8476562500109,132,17076.999999999993,9.745487807887239,17693.43,9.780949,-616.4296875000073,135.0,62,high,-0.03483946857038693,-0.03457755314922911,0.039695963401124246,0.039385115834481184,0.1106311411118013,0.10949290117482839,37.0,25.0,11.0,-12.0,-14.0,-26.0,13.012814197295423,0.2098840999563778,0.25260462118826743,0.039385115834481184
1204,1,459055,1,"Private, for-profit",1035.0,26.705541,-80.107401,21,-2,,14099.0,0.8909454727,1,25.0,1,,9.995656440007505,9.999592,Cosmetology and Related Personal Grooming Services.,Empire Beauty School-West Palm,21930.99999999999,22017.479,-86.47851562501091,27010.99999999998,10.203999469426009,27811.205,10.233194,-800.2050781250182,740,16429.000000000004,9.706803344906337,17479.025,9.768757,-1050.0253906249964,665.0,62,high,-0.06007345187496466,-0.0600022738841621,-0.028772758169850837,-0.028742144407058072,-0.00392772113135663,-0.003924986416875633,42.0,42.0,28.0,0.0,-14.0,-14.0,8.082903768654761,0.13036941562346388,0.25260462118826743,-0.028742144407058072
1204,1,459329,1,Public,28.0,28.271196,-82.691779,21,-2,,12513.0,,1,24.0,1,,10.29960914564114,9.880897,Cosmetology and Related Personal Grooming Services.,Fred K Marchman Technical College,29721.00000000001,19553.246,10167.753906250011,24613.99999999999,10.111070665732282,24095.555,10.089783,518.4453124999891,31,16706.999999999996,9.723583072257778,18401.607,9.820193,-1694.6074218750036,43.0,62,high,-0.09209018446184929,-0.08947021896227816,0.021516222358182187,0.02061517432125383,0.5200033722022264,0.49644856425128525,52.0,33.0,1.0,-19.0,-32.0,-51.0,25.774664562964407,0.41572039617684525,0.25260462118826743,0.02061517432125383
1204,1,460701,1,"Private, for-profit",171.0,28.053634,-81.94718,12,-2,,13833.0,0.9406392694,1,28.0,1,,10.01485002038959,9.930983,Cosmetology and Related Personal Grooming Services.,Artistic Nails and Beauty Academy-Lakeland,22356.00000000002,20557.531,1798.4687500000182,22422.000000000004,10.017797898713539,23839.533,10.079101,-1417.5332031249964,153,18765.99999999999,9.839802000849994,16303.402,9.699129,2462.597656249989,212.0,62,high,0.15104808213201212,0.15037718476878104,-0.05946144964529672,-0.05906951608451942,0.08748466574749914,0.0869980816193738,10.0,46.0,15.0,36.0,-31.0,5.0,19.5021366350801,0.3145505908883887,0.25260462118826743,0.0869980816193738
1204,1,460969,1,"Private, for-profit",199.0,25.86289,-80.323571,21,-2,,0.0,0.9366666667,1,35.0,1,,9.648917831534549,9.6575165,Cosmetology and Related Personal Grooming Services.,Beauty Academy of South Florida,15504.99999999999,15638.896,-133.8964843750091,15306.999999999995,9.636065519091707,21820.422,9.990602,-6513.4218750000055,176,13865.999999999995,9.537195079502435,15637.151,9.657405,-1771.1513671875055,186.0,62,high,-0.11326560225694515,-0.11267970948900267,-0.2985011890380788,-0.2968300994107977,-0.008561760384358743,-0.008521857230058355,54.0,63.0,31.0,9.0,-32.0,-23.0,16.50252505931542,0.2661697590212165,0.25260462118826743,-0.11267970948900267
1204,1,462035,1,"Private, for-profit",91.0,26.608576,-81.825149,13,-2,,17391.0,0.7785016287,1,29.0,1,,10.172903816181016,9.963181,Cosmetology and Related Personal Grooming Services.,Florida Academy,26183.999999999985,21230.213,4953.787109374985,26824.000000000004,10.197052288146065,29077.791,10.27773,-2253.7910156249964,113,16244.99999999999,9.6955404481032,19941.352,9.900551,-3696.351562500009,124.0,62,high,-0.18536113517255529,-0.1838222256125228,-0.07750901760088715,-0.07678131787742276,0.2333366667068382,0.23062490904997515,59.0,47.0,6.0,-12.0,-41.0,-53.0,27.790885796126275,0.44824009348590765,0.25260462118826743,-0.07678131787742276
1204,1,475547,1,"Private, for-profit",175.0,26.495581,-81.792422,41,-2,,20818.0,0.7741935484,1,24.0,1,,9.960434832977878,10.283542,Cosmetology and Related Personal Grooming Services.,Paul Mitchell the School-Fort Myers,21171.999999999996,29247.275,-8075.275390625004,28336.999999999985,10.251923650196069,29127.22,10.2794285,-790.2207031250146,173,18580.0,9.82984101236783,18720.684,9.837384,-140.68359375,184.0,62,high,-0.007514874819900699,-0.00747550952965176,-0.027129972721366902,-0.026975017511891144,-0.2761035099089426,-0.27460870744535665,31.0,40.0,59.0,9.0,19.0,28.0,14.29452109492771,0.23055679185367273,0.25260462118826743,-0.026975017511891144
1204,1,476498,1,"Private, for-profit",96.0,25.863128,-80.306991,21,-2,,0.0,,1,34.0,1,,9.508442961755847,9.710286,Cosmetology and Related Personal Grooming Services.,Futura Career Institute,13472.99999999999,16486.318,-3013.318359375009,23711.99999999998,10.073736528095813,18097.668,9.803538,5614.332031249982,111,14061.000000000007,9.551160286590816,13531.407,9.512769,529.5927734375073,101.0,62,high,0.03913804119337293,0.03872512823917512,0.3102240598592307,0.30725013379803673,-0.18277691196357831,-0.1807814357916923,23.0,3.0,53.0,-20.0,50.0,30.0,25.16611478423583,0.40590507716509405,0.25260462118826743,0.03872512823917512
1204,1,481368,1,"Private, for-profit",17.0,25.985267,-80.135621,21,-2,,1003.0,,1,48.0,1,,9.39349491507403,9.641131,Cosmetology and Related Personal Grooming Services.,Prestige Health & Beauty Sciences Academy,12010.000000000002,15384.74,-3374.740234374998,22105.000000000004,10.003559106260344,12810.033,9.457984,9294.966796875004,24,15772.99999999999,9.666054896487474,13217.448,9.489293,2555.551757812491,17.0,62,high,0.19334683298820657,0.1778477826841566,0.7256005233934524,0.6851409808364278,-0.21935633510630384,-0.20214088803514565,8.0,1.0,55.0,-7.0,54.0,47.0,29.365512652316042,0.4736373008438071,0.25260462118826743,0.1778477826841566
1204,1,481483,1,"Private, for-profit",131.0,26.366888,-80.167216,21,-2,,17520.0,0.8044217687,1,30.0,1,,9.94798279242268,10.012742,Cosmetology and Related Personal Grooming Services.,Boca Beauty Academy,20910.000000000015,22308.924,-1398.9238281249854,26581.000000000007,10.187951953831922,26938.3,10.201304,-357.3007812499927,362,16729.999999999996,9.72495879398087,16806.338,9.729511,-76.33789062500364,323.0,62,high,-0.0045422084883576476,-0.004529836249336204,-0.013263671831101038,-0.01323153768628638,-0.06270691669857034,-0.06223085241454092,29.0,37.0,43.0,8.0,6.0,14.0,7.023769168568493,0.11328659949304021,0.25260462118826743,-0.01323153768628638
1204,1,483896,1,"Private, for-profit",65.0,30.31314,-81.677501,11,-2,,17764.0,0.6702702703,1,30.0,1,,9.89237604778141,10.07222,Cosmetology and Related Personal Grooming Services.,Parisian Spa Institute,19779.000000000004,23676.062,-3897.0624999999964,27839.999999999993,10.234229114448356,24854.979,10.120813,2985.0214843749927,116,16071.999999999996,9.68483390649477,20374.822,9.922055,-4302.822265625004,178.0,62,high,-0.21118330307520913,-0.21003347413651374,0.12009752824764941,0.11900395465300227,-0.16459926560845986,-0.16176670856053726,62.0,13.0,50.0,-49.0,37.0,-12.0,25.540817005987364,0.41194866138689296,0.25260462118826743,-0.16176670856053726
1204,1,485379,1,"Private, for-profit",496.0,26.649613,-80.057435,12,-2,,13244.0,0.9535315985,1,29.0,1,,9.906233778204154,9.965516,Cosmetology and Related Personal Grooming Services.,Hollywood Institute of Beauty Careers-West Palm Beach,20055.00000000001,21279.855,-1224.855468749989,21754.00000000002,9.987552927653796,28094.23,10.2433195,-6340.230468749982,530,15540.000000000004,9.651172623921639,16875.799,9.733636,-1335.7988281249964,635.0,62,high,-0.07915470205171979,-0.07905581485173874,-0.2256773139169054,-0.22532510421895682,-0.05755938852821251,-0.05746629546778831,50.0,60.0,41.0,10.0,-19.0,-9.0,9.50438495292217,0.15329653149874467,0.25260462118826743,-0.07905581485173874
1204,1,485388,1,"Private, for-profit",496.0,28.633003,-81.321511,21,-2,,13244.0,0.9535315985,1,29.0,1,,9.906233778204154,9.85548,Cosmetology and Related Personal Grooming Services.,Hollywood Institute of Beauty Careers-Casselberry,20055.00000000001,19062.535,992.4648437500109,21754.00000000002,9.987552927653796,20634.191,9.934705,1119.8085937500182,530,15540.000000000004,9.651172623921639,16674.213,9.721619,-1134.2128906249964,635.0,62,high,-0.06802197489410144,-0.06793699570196117,0.05426956509722176,0.05418486776190284,0.0520636334892011,0.051979428929315306,44.0,24.0,21.0,-20.0,-3.0,-23.0,12.503332889007368,0.20166665950011883,0.25260462118826743,0.051979428929315306
1204,1,487311,0,"Private, nonprofit",105.0,30.20813,-81.561491,11,1,,18476.0,0.8154050465,1,27.0,1,,10.08351481277671,9.917494,Cosmetology and Related Personal Grooming Services.,Jones Technical Institute,23944.999999999985,20282.096,3662.9042968749854,27451.000000000004,10.22015787614662,24584.629,10.109877,2866.3710937500036,144,20023.999999999993,9.90468683311161,19964.49,9.9017105,59.509765624992724,182.0,62,high,0.002980780622313531,0.00296496618939574,0.11659200163974424,0.11576716957069831,0.18059791998272728,0.17882228092968816,27.0,14.0,8.0,-13.0,-6.0,-19.0,9.71253485622231,0.15665378800358565,0.25260462118826743,0.11576716957069831
1204,1,489238,1,"Private, for-profit",131.0,26.321755,-80.203872,21,-2,,17520.0,0.8044217687,1,30.0,1,,9.94798279242268,9.989923,Cosmetology and Related Personal Grooming Services.,Boca Beauty Academy-Parkland,20910.000000000015,21805.61,-895.6093749999854,26581.000000000007,10.187951953831922,25828.088,10.159218,752.9121093750073,362,16729.999999999996,9.72495879398087,16777.4,9.727788,-47.40039062500364,323.0,62,high,-0.002825252394375137,-0.002817556865204975,0.02915090395244849,0.029080279514433545,-0.041072430474096096,-0.04076061292291606,28.0,28.0,39.0,0.0,11.0,11.0,6.350852961085883,0.10243311227557875,0.25260462118826743,-0.002817556865204975
1204,1,491136,1,"Private, for-profit",1092.0,27.941959,-82.338274,21,-2,,15061.0,0.8501350135,1,25.0,1,,10.01721794286315,9.999545,Cosmetology and Related Personal Grooming Services.,Empire Beauty School-Tampa,22408.99999999998,22016.447,392.5527343749818,27578.000000000025,10.224773632401687,25189.148,10.134169,2388.8515625000255,911,15679.000000000004,9.66007751636045,16712.5,9.723912,-1033.4999999999964,828.0,62,high,-0.061839940164547275,-0.06178293543221851,0.09483653520194654,0.09475697761556172,0.017829976364437655,0.0178182975958702,43.0,16.0,24.0,-27.0,8.0,-19.0,13.868429375143148,0.22368434476037335,0.25260462118826743,0.0178182975958702
1204,1,491145,1,"Private, for-profit",841.0,28.108318,-81.973025,12,-2,,14725.0,0.8920023351,1,26.0,1,,10.035217323214022,9.948948,Cosmetology and Related Personal Grooming Services.,Empire Beauty School-Lakeland,22815.99999999999,20930.19,1885.810546874989,26761.000000000022,10.194700882751727,25322.03,10.13943,1438.9707031250218,759,18639.000000000004,9.833011438731804,17136.03,9.748939,1502.9707031250036,721.0,62,high,0.08770822441340549,0.0876135013674072,0.05682683193572506,0.05676809870892115,0.09010002279713844,0.09002051890213368,14.0,23.0,14.0,9.0,-9.0,0.0,5.196152422706632,0.08380891004365536,0.25260462118826743,0.0876135013674072
1204,1,495369,1,"Private, for-profit",93.0,26.117978,-80.255003,21,-2,,27361.0,0.6981132075,1,24.0,1,,10.366718297494435,10.224531,Cosmetology and Related Personal Grooming Services.,Paul Mitchell the School-Fort Lauderdale,31784.000000000004,27571.314,4212.685546875004,30709.999999999975,10.332343613434867,31357.104,10.353196,-647.1035156250255,149,17570.000000000015,9.773948181181144,16804.3,9.72939,765.6992187500146,122.0,62,high,0.04556566968881983,0.04518012048624341,-0.02063658447606868,-0.02049629098166793,0.1527923361810386,0.1510611718942389,20.0,38.0,10.0,18.0,-28.0,-10.0,14.189197769195175,0.22885802853540604,0.25260462118826743,0.04518012048624341
1204,1,497222,1,"Private, for-profit",60.0,25.786328,-80.144449,13,-2,,13607.0,0.8571428571,1,26.0,1,,9.932366512086505,9.942006,Cosmetology and Related Personal Grooming Services.,Salon Professional Academy-Elevate Salon Institute,20586.0,20785.4,-199.400390625,16636.999999999993,9.719384409659742,19669.22,9.88681,-3032.2207031250073,62,18275.000000000015,9.81328928461798,15213.407,9.629932,3061.5927734375146,100.0,62,high,0.2012430698687928,0.199095106442598,-0.15416069344543248,-0.15124737047866485,-0.009593290813629796,-0.009412089057921522,7.0,54.0,33.0,47.0,-21.0,26.0,23.544284515213736,0.3797465244389312,0.25260462118826743,-0.009412089057921522
1301,3,133669,1,Public,58.0,26.372421,-80.102978,13,15,0.6613,28064.0,0.7219053052,2,23.0,1,mid,10.802001204307603,10.74737,"Education, General.",Florida Atlantic University,49119.00000000003,46507.535,2611.464843750029,50946.00000000004,10.83852152722742,54310.95,10.902481,-3364.9492187499636,92,38928.0,10.569469065023304,40097.36,10.599066,-1169.359375,95.0,3,low,-0.029163002083600426,-0.028832518426524126,-0.061957105650959014,-0.061217639714008204,0.056151435137905444,0.05504820362517108,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.38490017945975047,-0.028832518426524126
1301,3,133711,1,"Private, nonprofit",46.0,29.892733,-81.314887,23,10,0.8076,53601.0,0.5154411765,2,22.0,1,open,10.7487333087972,10.647238,"Education, General.",Flagler College,46571.0,42076.21,4494.7890625,49104.000000000015,10.801695776859518,52763.41,10.873573,-3659.4101562499854,54,45447.00000000004,10.724302090826434,32989.133,10.403934,12457.867187500036,35.0,3,low,0.377635485549338,0.36403760734025503,-0.0693550728698781,-0.06781675623901626,0.10682494840556245,0.10407964214605717,1.0,3.0,1.0,2.0,-2.0,0.0,1.1547005383792517,0.5773502691896258,0.38490017945975047,0.10407964214605717
1301,3,433660,1,Public,28.0,26.463638,-81.7726,21,16,0.6344,43546.0,0.5981697171,2,21.0,1,mid,10.554718389994783,10.911522,"Education, General.",Florida Gulf Coast University,38358.00000000003,54804.188,-16446.18749999997,55116.00000000001,10.917195334113794,58350.605,10.974225,-3234.6054687499927,51,38392.00000000002,10.555604383538082,41053.684,10.622636,-2661.683593749978,47.0,3,low,-0.06483422097000796,-0.06316926866211718,-0.05543396581347051,-0.05412041141272409,-0.3000899794381583,-0.2864966794490983,3.0,1.0,3.0,-2.0,2.0,0.0,1.1547005383792515,0.5773502691896257,0.38490017945975047,-0.06316926866211718
1303,5,133951,3,Public,28.0,25.75732,-80.373928,21,15,0.5466,23924.0,0.8131269705,2,23.0,1,mid,11.126277204319269,11.044423,Curriculum and Instruction.,Florida International University,67933.0,62593.902,5339.09765625,66188.99999999996,11.10026956497648,67913.555,11.125991,-1724.5546875000437,79,60563.000000000015,11.011439424532995,53290.91,10.883521,7272.089843750015,81.0,7,medium,0.13646022975453231,0.13459760161079548,-0.02539337979635251,-0.025031385749307307,0.08529740847485456,0.08143365646334487,1.0,3.0,1.0,2.0,-2.0,0.0,1.1547005383792517,0.1924500897298753,0.2985422965788644,0.08143365646334487
1303,5,134097,2,Public,99.0,30.443147,-84.295064,12,15,0.2422,43729.0,0.5975318884,2,20.0,1,elite,10.932678306425732,10.988255,Curriculum and Instruction.,Florida State University,55975.99999999996,59175.004,-3199.0039062500364,56672.00000000004,10.94503554058256,62770.785,11.047245,-6098.785156249964,72,50839.000000000044,10.836419055558409,55792.285,10.929391,-4953.285156249956,95.0,7,medium,-0.08878082592204195,-0.08777473567300445,-0.0971596124067713,-0.09561649572801544,-0.05406005399371273,-0.05349069738020425,6.0,6.0,3.0,0.0,-3.0,-3.0,1.7320508075688772,0.28867513459481287,0.2985422965788644,-0.08777473567300445
1303,5,134130,3,Public,57.0,29.64629,-82.347911,12,16,0.242,39127.0,0.6673828964,2,21.0,1,elite,11.085598110004929,11.142673,Curriculum and Instruction.,University of Florida,65224.99999999997,69055.96,-3830.960937500029,66003.00000000006,11.097455474520991,70944.69,11.169656,-4941.687499999942,37,58323.0,10.97375180568875,61308.4,11.023672,-2985.3984375,41.0,7,medium,-0.04869477124807661,-0.04723150988729706,-0.0696554974606089,-0.06726925925062908,-0.055476180267294964,-0.05436397322634788,5.0,4.0,4.0,-1.0,0.0,-1.0,0.5773502691896258,0.09622504486493764,0.2985422965788644,-0.05436397322634788
1303,5,136215,3,"Private, nonprofit",29.0,26.082288,-80.249891,21,16,0.7321,31002.0,0.6566484517,2,24.0,1,open,11.057771038574698,11.019975,Curriculum and Instruction.,Nova Southeastern University,63434.99999999995,61082.13,2352.871093749949,57179.99999999996,10.953959465876302,64837.5,11.079639,-7657.500000000036,23,56964.99999999997,10.950192323132216,56932.695,10.949625,32.304687499970896,31.0,7,medium,0.0005674189026648482,0.0005439705070136441,-0.1181029496818976,-0.11120042122334238,0.03851979516563969,0.036842608665063586,4.0,7.0,2.0,3.0,-5.0,-2.0,2.516611478423583,0.41943524640393054,0.2985422965788644,0.0005439705070136441
1303,5,137351,3,Public,72.0,28.061458,-82.413232,11,15,0.4319,32495.0,0.6858996244,2,22.0,1,mid,10.927627700184981,11.011366,Curriculum and Instruction.,University of South Florida,55694.000000000044,60558.543,-4864.542968749956,58876.99999999995,10.98320580101775,64292.758,11.071202,-5415.757812500051,77,48079.00000000003,10.78060077032391,55242.45,10.919487,-7163.449218749971,71.0,7,medium,-0.12967291132194414,-0.12760912022551388,-0.0842358921403602,-0.08299865156325884,-0.08032793938355162,-0.07910089146676627,7.0,5.0,5.0,-2.0,0.0,-2.0,1.1547005383792517,0.1924500897298753,0.2985422965788644,-0.08299865156325884
1303,5,138354,2,Public,32.0,30.549076,-87.218511,41,12,0.5824,34583.0,0.6786062378,2,24.0,1,mid,10.944929662589201,11.063453,Curriculum and Instruction.,University of West Florida,56665.99999999996,63796.44,-7130.441406250036,60517.00000000005,11.010679596283687,60134.8,11.004344,382.19921875005093,74,54063.00000000003,10.897905312186381,51888.105,10.856845,2174.894531250029,50.0,7,medium,0.04191508846974333,0.04091291700327221,0.00635570773968907,0.0062579337584789925,-0.11176863864308711,-0.1074152997859455,3.0,1.0,6.0,-2.0,5.0,3.0,2.5166114784235836,0.4194352464039306,0.2985422965788644,0.0062579337584789925
1303,5,433660,3,Public,17.0,26.463638,-81.7726,21,16,0.6344,43546.0,0.5981697171,2,21.0,1,mid,10.85131571040844,11.033317,Curriculum and Instruction.,Florida Gulf Coast University,51602.0,61902.55,-10300.55078125,61773.99999999999,11.03123784294756,63328.535,11.056091,-1554.5351562500073,19,58763.0,10.981267684124095,55286.457,10.920283,3476.54296875,16.0,7,medium,0.06288236134909,0.057505637486088605,-0.024547151649955502,-0.02277959013454744,-0.16639945610076523,-0.15334015226172187,2.0,2.0,7.0,0.0,5.0,5.0,2.886751345948129,0.4811252243246882,0.2985422965788644,-0.02277959013454744
1304,5,132471,2,"Private, nonprofit",86.0,25.878908,-80.198925,21,13,0.7724,28822.0,0.7126805778,2,26.0,1,open,11.266628428501106,11.215052,Educational Administration and Supervision.,Barry University,78169.00000000001,74239.5,3929.5000000000146,79566.99999999994,11.284354713009064,73394.04,11.203598,6172.960937499942,91,65063.00000000003,11.083111310246144,56485.977,10.941748,8577.02343750003,92.0,17,high,0.15184341246202615,0.15005699300790679,0.08410711573242681,0.08309040406510923,0.05293004397928346,0.05227293190074481,1.0,3.0,4.0,2.0,1.0,3.0,1.5275252316519465,0.07637626158259733,0.14245673304551476,0.08309040406510923
1304,5,132903,1,Public,53.0,28.602159,-81.200889,21,15,0.4011,31400.0,0.7045342864,2,23.0,1,mid,10.96924946099213,11.14634,Educational Administration and Supervision.,University of Central Florida,58060.999999999985,69309.72,-11248.718750000015,63413.000000000015,11.057424166724601,71466.07,11.176978,-8053.070312499985,79,53283.99999999999,10.883391377471353,58263.81,10.972736,-4979.808593750007,143.0,17,high,-0.08547001498772937,-0.08486923772656321,-0.11268382712644322,-0.11107746850285022,-0.1622964131563442,-0.15875600594208322,12.0,14.0,16.0,2.0,2.0,4.0,2.0,0.1,0.14245673304551476,-0.11107746850285022
1304,5,133669,2,Public,58.0,26.372421,-80.102978,13,15,0.6613,28064.0,0.7219053052,2,23.0,1,mid,11.133815002144742,11.239805,Educational Administration and Supervision.,Florida Atlantic University,68446.99999999997,76100.125,-7653.125000000029,75592.00000000006,11.233105736462463,70184.19,11.158878,5407.812500000058,105,64694.99999999998,11.077439197750053,61782.527,11.031376,2912.472656249978,97.0,17,high,0.04714071731066223,0.04661934353267237,0.0770517219423543,0.07626356525396999,-0.10056652337956119,-0.0985906494335795,7.0,4.0,13.0,-3.0,9.0,6.0,4.58257569495584,0.229128784747792,0.14245673304551476,0.04661934353267237
1304,5,133951,1,Public,78.0,25.75732,-80.373928,21,15,0.5466,23924.0,0.8131269705,2,23.0,1,mid,10.942526749669337,11.137943,Educational Administration and Supervision.,Florida International University,56530.000000000044,68730.16,-12200.156249999956,63621.00000000001,11.060698883507174,71787.19,11.181461,-8166.187499999993,73,49115.99999999999,10.801940126280403,57367.625,10.957235,-8251.625000000007,85.0,17,high,-0.14383766105011334,-0.14198168591370527,-0.1137555012863541,-0.11197758301704783,-0.17750805346088466,-0.1750382521581514,15.0,15.0,17.0,0.0,2.0,2.0,1.1547005383792517,0.05773502691896258,0.14245673304551476,-0.14198168591370527
1304,5,134097,2,Public,50.0,30.443147,-84.295064,12,15,0.2422,43729.0,0.5975318884,2,20.0,1,elite,11.078983718869514,11.118992,Educational Administration and Supervision.,Florida State University,64794.999999999956,67439.875,-2644.8750000000437,66020.00000000004,11.097713005407185,71416.34,11.176282,-5396.343749999956,55,51647.00000000002,10.852187389608225,60140.598,11.00444,-8493.597656249978,67.0,17,high,-0.14122901978456306,-0.13882435366121285,-0.07556174772668835,-0.07392098785314537,-0.03921826664121254,-0.03830300245234179,14.0,12.0,8.0,-2.0,-4.0,-6.0,3.055050463303893,0.15275252316519466,0.14245673304551476,-0.07392098785314537
1304,5,134130,3,Public,20.0,29.64629,-82.347911,12,16,0.242,39127.0,0.6673828964,2,21.0,1,elite,11.19726906766269,11.239269,Educational Administration and Supervision.,University of Florida,72930.99999999994,76059.35,-3128.351562500058,78069.99999999999,11.265361139114336,77136.67,11.253334,933.3281249999854,19,59790.999999999985,10.998610426939969,66713.01,11.108155,-6922.007812500015,29.0,17,high,-0.10375799322307035,-0.09913517378701027,0.012099668060769384,0.011228409842365587,-0.041130400118247236,-0.038423401388754115,13.0,7.0,9.0,-6.0,2.0,-4.0,3.055050463303893,0.15275252316519466,0.14245673304551476,-0.038423401388754115
1304,5,135081,2,"Private, nonprofit",17.0,26.185869,-80.163959,12,15,0.9697,21659.0,0.7867955286,2,28.0,1,open,11.056414400305043,10.93045,Educational Administration and Supervision.,Keiser University-Ft Lauderdale,63348.999999999985,55851.434,7497.566406249985,67066.00000000004,11.113432488132354,56357.91,10.939478,10708.089843750044,32,53106.99999999997,10.880064025283644,50314.56,10.82605,2792.441406249971,33.0,17,high,0.05549967016101069,0.05336298452741652,0.19000154218036658,0.1823251944412602,0.13424125262004005,0.1237057776444652,6.0,1.0,3.0,-5.0,2.0,-3.0,2.5166114784235836,0.1258305739211792,0.14245673304551476,0.1237057776444652
1304,5,136172,1,Public,52.0,30.27194,-81.509144,11,15,0.5324,37074.0,0.6143506622,2,22.0,1,mid,10.932981961904135,11.028744,Educational Administration and Supervision.,University of North Florida,55992.99999999998,61620.125,-5627.125000000022,64988.99999999995,11.0819733037874,67066.29,11.113437,-2077.289062500051,60,54550.99999999997,10.906891322898874,56762.08,10.946624,-2211.078125000029,84.0,17,high,-0.038953438599109234,-0.038443823933359496,-0.030973669358150956,-0.030365624176162898,-0.09131959729065824,-0.08928304239478962,11.0,10.0,12.0,-1.0,2.0,1.0,1.0,0.05,0.14245673304551476,-0.038443823933359496
1304,5,136215,2,"Private, nonprofit",234.0,26.082288,-80.249891,21,16,0.7321,31002.0,0.6566484517,2,24.0,1,open,11.225163389318277,11.280851,Educational Administration and Supervision.,Nova Southeastern University,74994.00000000004,79288.74,-4294.742187499956,70069.0,11.157235749819899,80302.13,11.293551,-10233.1328125,149,52711.99999999997,10.872598412593655,62230.88,11.038607,-9518.87890625003,129.0,17,high,-0.1529607017215697,-0.15174808180498692,-0.12743288944010575,-0.12656656364952404,-0.05416585090155497,-0.05395679783475032,16.0,16.0,10.0,0.0,-6.0,-6.0,3.4641016151377544,0.17320508075688773,0.14245673304551476,-0.12656656364952404
1304,5,137032,1,"Private, nonprofit",82.0,28.336776,-82.257801,31,12,0.784,22361.0,0.7686491935,2,30.0,1,open,11.097243340451463,11.053593,Educational Administration and Supervision.,Saint Leo University,65988.99999999997,63170.5,2818.499999999971,69559.99999999999,11.149944968468219,63694.914,11.06186,5865.085937499985,130,61189.000000000015,11.021722713783415,54857.0,10.912485,6332.000000000015,120.0,17,high,0.11542738392547924,0.11443166882771821,0.09208091452552912,0.09134688957322065,0.0446173451215357,0.04403175310406741,3.0,2.0,6.0,-1.0,4.0,3.0,2.081665999466133,0.10408329997330665,0.14245673304551476,0.09134688957322065
1304,5,137351,1,Public,60.0,28.061458,-82.413232,11,15,0.4319,32495.0,0.6858996244,2,22.0,1,mid,11.160839973365304,11.029911,Educational Administration and Supervision.,University of South Florida,70322.00000000006,61692.094,8629.906250000058,65844.99999999997,11.09505877414432,68688.21,11.137333,-2843.210937500029,83,59259.999999999956,10.989689821127556,58752.758,10.981093,507.24218749995634,75.0,17,high,0.00863350430491686,0.008504597953469433,-0.04139299741096899,-0.040835935576772536,0.13988674602246026,0.1372445115200334,8.0,11.0,2.0,3.0,-9.0,-6.0,4.58257569495584,0.229128784747792,0.14245673304551476,0.008504597953469433
1304,5,137476,1,"Private, nonprofit",32.0,25.922071,-80.253273,21,13,0.9791,26170.0,0.7702970297,2,24.0,1,open,11.217560622139024,11.040853,Educational Administration and Supervision.,St. Thomas University,74425.99999999994,62370.805,12055.195312499942,69390.00000000004,11.147498043893595,69210.24,11.144904,179.75781250004366,70,57180.99999999996,10.953976954355767,51011.168,10.8398,6169.832031249964,68.0,17,high,0.12095061291342457,0.11892641996945234,0.0025972718317189987,0.002554646406378469,0.1932826644277042,0.18575439045317788,2.0,8.0,1.0,6.0,-7.0,-1.0,3.785938897200183,0.18929694486000914,0.14245673304551476,0.11892641996945234
1304,5,137546,1,"Private, nonprofit",48.0,29.035475,-81.300746,13,14,0.716,52032.0,0.5486725664,2,20.0,1,open,11.1182073999587,11.190182,Educational Administration and Supervision.,Stetson University,67387.00000000001,72415.945,-5028.945312499985,69259.00000000001,11.145608379503926,67869.98,11.125349,1389.0234375000146,85,59835.00000000002,10.999346053007617,61029.676,11.019115,-1194.6757812499782,38.0,17,high,-0.019575325707645582,-0.018933598877865783,0.02046594838913629,0.02019806209391134,-0.06944527604795238,-0.06774621779955162,10.0,6.0,11.0,-4.0,5.0,1.0,2.6457513110645907,0.13228756555322954,0.14245673304551476,-0.018933598877865783
