code,credential_level,unit_id,distance,school_type,5_yr_working_count,location_lat,location_lon,locale,carnegie_size_setting,admission_rate_overall,median_family_income,students_with_pell_grant,open_admissions_policy,age_entry,title_iv_eligibility_type,selectivity_bucket,5_year_earning_log,5_year_pred_log,title,school_name,5_year_earning,5_year_pred,5_year_error,4_year_earning,4_year_earning_log,4_year_pred,4_year_pred_log,4_year_error,4_yr_working_count,1_year_earning,1_year_earning_log,1_year_pred,1_year_pred_log,1_year_error,1_yr_working_count,school_count,confidence,1_year_pct_error,1_year_score,4_year_pct_error,4_year_score,5_year_pct_error,5_year_score,rank_1,rank_4,rank_5,move_1_to_4,move_4_to_5,move_1_to_5,rank_std,rank_std_pct,mean_rank_std_pct,median_score
0402,3,135726,0,"Private, nonprofit",28.0,25.72126,-80.278662,21,16,0.189,54690.0,0.4559891107,2,20.0,1,elite,11.119897691565697,11.2315445,Architecture.,University of Miami,67500.99999999996,75474.07,-7973.070312500044,75633.00000000001,11.233647974862258,73216.96,11.201182,2416.0390625000146,34,61071.0,11.019792400735156,39720.832,10.589631,21350.16796875,16.0,3,low,0.5375055575863303,0.4915464222108883,0.03299835217911341,0.031753704159586484,-0.10563986120647247,-0.10085464869497583,1.0,2.0,2.0,1.0,0.0,1.0,0.5773502691896257,0.11547005383792515,0.0769800358919501,0.031753704159586484
0402,5,133951,0,Public,128.0,25.75732,-80.373928,21,15,0.5466,23924.0,0.8131269705,2,23.0,1,mid,11.116588567688936,11.239933,Architecture.,Florida International University,67278.00000000001,76109.85,-8831.851562499985,68932.00000000003,11.140875790401468,79349.56,11.281618,-10417.56249999997,119,47558.99999999999,10.769726324511337,59970.094,11.001601,-12411.093750000007,140.0,3,low,-0.20695471649150135,-0.2054635557730554,-0.13128695574093394,-0.13012660629230383,-0.11604084597704717,-0.11513570245088253,3.0,3.0,2.0,0.0,-1.0,-1.0,0.5773502691896258,0.11547005383792516,0.15396007178390023,-0.13012660629230383
0402,5,134130,3,Public,83.0,29.64629,-82.347911,12,16,0.242,39127.0,0.6673828964,2,21.0,1,elite,11.19534760016878,11.322499,Architecture.,University of Florida,72790.99999999996,82660.67,-9869.671875000044,88820.00000000004,11.394367128846094,84490.05,11.344389,4329.953125000044,56,61660.999999999985,11.029406919278141,66318.13,11.102219,-4657.132812500015,49.0,3,low,-0.07022412445879678,-0.06850544514063096,0.051248085249686916,0.05015825684669889,-0.11939985063180983,-0.1178547785513474,1.0,1.0,3.0,0.0,2.0,2.0,1.1547005383792517,0.23094010767585033,0.15396007178390023,-0.06850544514063096
0402,5,137351,1,Public,65.0,28.061458,-82.413232,11,15,0.4319,32495.0,0.6858996244,2,22.0,1,mid,11.096773454806918,11.199785,Architecture.,University of South Florida,65957.99999999996,73114.734,-7156.734375000044,70924.00000000003,11.16936416017688,75764.27,11.235382,-4840.273437499971,50,49537.0,10.810475144084139,55705.84,10.92784,-6168.83984375,42.0,3,low,-0.11073955371740297,-0.10750266306199674,-0.0638859612570936,-0.062337105196847736,-0.09788361314825667,-0.09619915290917663,2.0,2.0,1.0,0.0,-1.0,-1.0,0.5773502691896257,0.11547005383792515,0.15396007178390023,-0.09619915290917663
0901,3,132903,2,Public,115.0,28.602159,-81.200889,21,15,0.4011,31400.0,0.7045342864,2,23.0,1,mid,10.784814099374188,10.926398,Communication and Media Studies.,University of Central Florida,48282.0,55625.57,-7343.5703125,58782.99999999997,10.981607976438474,58328.91,10.973853,454.0898437499709,178,37020.99999999999,10.519240598188375,36706.387,10.510706,314.6132812499927,403.0,13,medium,0.008571077389354835,0.008553003385761903,0.007784987625065625,0.0077419753773925164,-0.13201788801884476,-0.1308508179086527,5.0,4.0,12.0,-1.0,8.0,7.0,4.358898943540674,0.3632415786283895,0.24083913155952358,0.0077419753773925164
0901,3,133492,1,"Private, nonprofit",26.0,27.715798,-82.687043,11,11,0.758,77695.0,0.4113924051,2,21.0,1,open,10.856669362994031,10.652192,Communication and Media Studies.,Eckerd College,51878.99999999997,42285.188,9593.81249999997,60969.00000000002,11.018120817258417,47938.293,10.77767,13030.707031250022,22,33543.99999999998,10.420613288850598,29060.91,10.277149,4483.089843749978,22.0,13,medium,0.15426529381378717,0.14491664314214464,0.27182250815114495,0.25513936923987623,0.22688352747637625,0.21571469798800694,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24083913155952358,0.21571469798800694
0901,3,133669,1,Public,148.0,26.372421,-80.102978,13,15,0.6613,28064.0,0.7219053052,2,23.0,1,mid,10.83182542532095,10.826069,Communication and Media Studies.,Florida Atlantic University,50606.00000000001,50315.516,290.4843750000073,54717.0,10.909929726232107,53629.902,10.889862,1087.09765625,197,34720.00000000003,10.455071168774287,36725.324,10.511222,-2005.324218749971,184.0,13,medium,-0.05460330879056362,-0.054317279395449704,0.020270364269583455,0.020170850528762028,0.005773256447672691,0.005735248724465814,12.0,3.0,5.0,-9.0,2.0,-7.0,4.725815626252608,0.39381796885438397,0.24083913155952358,0.005735248724465814
0901,3,133951,2,Public,585.0,25.75732,-80.373928,21,15,0.5466,23924.0,0.8131269705,2,23.0,1,mid,10.951543117587086,10.961119,Communication and Media Studies.,Florida International University,57042.00000000002,57590.836,-548.8359374999782,57375.99999999998,10.957381376404859,57898.95,10.9664545,-522.9492187500218,836,36424.000000000015,10.502983177014618,37012.695,10.519016,-588.6953124999854,659.0,13,medium,-0.015905226775018735,-0.015886184550139393,-0.009032102064136769,-0.009023743756405214,-0.009529917886512328,-0.009517170275862886,8.0,7.0,6.0,-1.0,-1.0,-2.0,1.0,0.08333333333333333,0.24083913155952358,-0.009517170275862886
0901,3,134237,2,"Private, for-profit",55.0,28.596546,-81.301286,21,15,,21349.0,0.7669108669,1,25.0,1,,10.818357275254836,10.632878,Communication and Media Studies.,Full Sail University,49929.000000000015,41476.332,8452.667968750015,44933.0,10.712927770367092,47789.8,10.774568,-2856.80078125,135,30560.999999999996,10.327479965258176,31220.143,10.348819,-659.1425781250036,154.0,13,medium,-0.02111273439817167,-0.020976627374990585,-0.05977846181712576,-0.05932247369752082,0.20379497305551084,0.19953624618600035,9.0,10.0,2.0,1.0,-8.0,-7.0,4.358898943540674,0.3632415786283895,0.24083913155952358,-0.020976627374990585
0901,3,136172,1,Public,250.0,30.27194,-81.509144,11,15,0.5324,37074.0,0.6143506622,2,22.0,1,mid,10.832714252818556,10.777312,Communication and Media Studies.,University of North Florida,50651.000000000015,47921.152,2729.8476562500146,54359.999999999956,10.90338386826508,55638.41,10.926629,-1278.4101562500437,268,36842.00000000003,10.514393777712163,36620.156,10.508354,221.8437500000291,268.0,13,medium,0.006057968417325612,0.00603747927375038,-0.022977115137903282,-0.022898247958525478,0.05696540092917962,0.05676181699550989,6.0,8.0,4.0,2.0,-4.0,-2.0,2.0,0.16666666666666666,0.24083913155952358,0.00603747927375038
0901,3,136950,1,"Private, nonprofit",86.0,28.592787,-81.349239,21,11,0.4754,43978.0,0.58,2,22.0,1,mid,10.9714000549546,10.994735,Communication and Media Studies.,Rollins College,58186.0,59559.723,-1373.72265625,62086.00000000001,11.036275799671376,66608.56,11.106588,-4522.562499999993,92,36285.00000000003,10.499159711712238,34259.07,10.441707,2025.929687500029,86.0,13,medium,0.05913557107709471,0.05838287203999487,-0.06789761451465032,-0.06708724784877261,-0.023064624799857863,-0.02277828376547518,4.0,11.0,7.0,7.0,-4.0,3.0,3.5118845842842465,0.29265704869035386,0.24083913155952358,-0.02277828376547518
0901,3,137351,1,Public,353.0,28.061458,-82.413232,11,15,0.4319,32495.0,0.6858996244,2,22.0,1,mid,10.84982240575866,10.876905,Communication and Media Studies.,University of South Florida,51525.000000000015,52939.52,-1414.5195312499854,53810.000000000044,10.893214602483466,56893.504,10.948936,-3083.5039062499563,628,34529.99999999999,10.449583790384038,35838.883,10.486789,-1308.8828125000073,533.0,13,medium,-0.03652130618434041,-0.03646551144932367,-0.05419782039318587,-0.05412821815950223,-0.026719538518195276,-0.026655539427239073,10.0,9.0,8.0,-1.0,-1.0,-2.0,1.0,0.08333333333333333,0.24083913155952358,-0.03646551144932367
