code,title,unit_id,distance,school.type,credential.level,earnings.4_yr.overall_median_earnings,earnings.4_yr.working_not_enrolled.overall_count,id,school.name,latest.school.locale,latest.school.carnegie_size_setting,latest.admissions.admission_rate.overall,latest.student.demographics.median_family_income,latest.student.students_with_pell_grant,latest.school.open_admissions_policy,latest.student.demographics.age_entry,latest.school.title_iv.eligibility_type
1303,Curriculum and Instruction.,133669,2,Public,5,62090,21,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1304,Educational Administration and Supervision.,133669,2,Public,5,75592,105,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1304,Educational Administration and Supervision.,133669,1,Public,6,97695,18,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1310,Special Education and Teaching.,133669,1,Public,5,65380,16,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1311,Student Counseling and Personnel Services.,133669,1,Public,5,65703,47,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133669,1,Public,3,56073,144,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1313,"Teacher Education and Professional Development, Specific Subject Areas.",133669,1,Public,3,56414,44,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1408,Civil Engineering.,133669,1,Public,3,84778,70,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1408,Civil Engineering.,133669,1,Public,5,92145,16,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1409,Computer Engineering.,133669,1,Public,3,90664,43,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1410,"Electrical, Electronics, and Communications Engineering.",133669,1,Public,3,93561,62,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1419,Mechanical Engineering.,133669,1,Public,3,89583,90,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1424,Ocean Engineering.,133669,1,Public,3,80093,26,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
1601,"Linguistic, Comparative, and Related Language Studies and Services.",133669,1,Public,3,46915,17,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
2301,"English Language and Literature, General.",133669,1,Public,3,47642,119,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133669,1,Public,2,48520,85,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133669,2,Public,3,48428,117,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
2601,"Biology, General.",133669,1,Public,3,47707,258,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
2601,"Biology, General.",133669,1,Public,5,61445,36,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
2701,Mathematics.,133669,1,Public,3,71453,25,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
3000,"Multi-/Interdisciplinary Studies, General.",133669,1,Public,3,51082,519,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
3105,"Sports, Kinesiology, and Physical Education/Fitness.",133669,1,Public,3,50395,165,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
3105,"Sports, Kinesiology, and Physical Education/Fitness.",133669,2,Public,5,66095,18,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4201,"Psychology, General.",133669,1,Public,3,48754,375,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4227,Research and Experimental Psychology.,133669,1,Public,3,56012,44,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4301,Criminal Justice and Corrections.,133669,3,Public,3,53545,386,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4301,Criminal Justice and Corrections.,133669,1,Public,5,60144,30,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",133669,3,Public,3,56162,54,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4404,Public Administration.,133669,3,Public,3,57679,40,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4404,Public Administration.,133669,1,Public,5,73084,23,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4407,Social Work.,133669,1,Public,3,50966,232,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4502,Anthropology.,133669,1,Public,3,33389,34,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4506,Economics.,133669,2,Public,3,74056,79,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4507,Geography and Cartography.,133669,1,Public,1,59554,24,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4510,Political Science and Government.,133669,1,Public,3,53872,104,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
4511,Sociology.,133669,1,Public,3,50983,151,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5005,Drama/Theatre Arts and Stagecraft.,133669,1,Public,3,20673,20,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5007,Fine and Studio Arts.,133669,1,Public,3,46606,118,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5010,"Arts, Entertainment, and Media Management.",133669,1,Public,3,37374,24,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5100,"Health Services/Allied Health/Health Sciences, General.",133669,1,Public,3,51640,41,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5102,Communication Disorders Sciences and Services.,133669,1,Public,5,64385,37,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5107,Health and Medical Administrative Services.,133669,1,Public,3,57153,231,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5107,Health and Medical Administrative Services.,133669,2,Public,5,86396,150,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5112,Medicine.,133669,1,Public,7,89537,88,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5115,Mental and Social Health Services and Allied Professions.,133669,1,Public,5,58963,170,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133669,2,Public,3,91953,236,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133669,2,Public,5,109033,183,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133669,1,Public,6,115208,39,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133669,1,Public,8,122359,19,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5202,"Business Administration, Management and Operations.",133669,2,Public,3,62058,292,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5202,"Business Administration, Management and Operations.",133669,2,Public,5,95852,335,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5203,Accounting and Related Services.,133669,2,Public,3,77465,297,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5203,Accounting and Related Services.,133669,2,Public,5,99288,295,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5208,Finance and Financial Management Services.,133669,2,Public,3,70078,278,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5208,Finance and Financial Management Services.,133669,1,Public,5,99143,24,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5209,Hospitality Administration/Management.,133669,3,Public,1,45806,16,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5209,Hospitality Administration/Management.,133669,2,Public,3,54635,65,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5211,International Business.,133669,1,Public,3,50230,67,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5212,Management Information Systems and Services.,133669,1,Public,3,70318,137,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5212,Management Information Systems and Services.,133669,3,Public,5,93774,23,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5214,Marketing.,133669,2,Public,3,62906,257,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5216,Taxation.,133669,2,Public,5,100001,62,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
5401,History.,133669,1,Public,3,46960,33,133669,Florida Atlantic University,13,15,0.6613,28064,0.7219053052,2,23,1
0999,"Communication, Journalism, and Related Programs, Other.",133702,0,Public,1,57693,23,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1003,Graphic Communications.,133702,1,Public,3,29783,18,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1101,"Computer and Information Sciences, General.",133702,1,Public,1,65250,27,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1101,"Computer and Information Sciences, General.",133702,1,Public,2,64039,31,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1109,Computer Systems Networking and Telecommunications.,133702,1,Public,3,66519,45,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1110,Computer/Information Technology Administration and Management.,133702,1,Public,2,60139,37,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1110,Computer/Information Technology Administration and Management.,133702,1,Public,3,72742,43,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1204,Cosmetology and Related Personal Grooming Services.,133702,1,Public,1,37819,33,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1205,Culinary Arts and Related Services.,133702,1,Public,2,36337,23,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133702,1,Public,3,48275,23,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133702,1,Public,2,45209,1353,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
2601,"Biology, General.",133702,1,Public,3,46452,18,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
4103,Physical Science Technologies/Technicians.,133702,1,Public,1,69543,171,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
4301,Criminal Justice and Corrections.,133702,1,Public,1,66209,64,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
4302,Fire Protection.,133702,1,Public,1,72823,16,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",133702,1,Public,3,55284,36,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
4400,"Human Services, General.",133702,1,Public,3,46467,53,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
4902,Ground Transportation.,133702,1,Public,1,52143,16,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5108,Allied Health and Medical Assisting Services.,133702,1,Public,2,50801,42,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133702,1,Public,1,56695,34,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133702,1,Public,2,70805,61,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133702,1,Public,2,78015,225,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133702,1,Public,3,90705,95,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5202,"Business Administration, Management and Operations.",133702,2,Public,1,48636,123,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5202,"Business Administration, Management and Operations.",133702,2,Public,2,62248,65,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5202,"Business Administration, Management and Operations.",133702,1,Public,3,55860,293,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5203,Accounting and Related Services.,133702,1,Public,1,55428,20,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5203,Accounting and Related Services.,133702,1,Public,2,62081,16,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5207,Entrepreneurial and Small Business Operations.,133702,1,Public,1,60511,29,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5208,Finance and Financial Management Services.,133702,1,Public,3,55025,27,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
5219,"Specialized Sales, Merchandising and  Marketing Operations.",133702,1,Public,1,47402,42,133702,Florida State College at Jacksonville,11,15,,25081,0.8159581286,1,25,1
0301,Natural Resources Conservation and Research.,133711,1,"Private, nonprofit",3,48085,33,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
0904,Journalism.,133711,1,"Private, nonprofit",3,46971,38,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
0909,"Public Relations, Advertising, and Applied Communication.",133711,1,"Private, nonprofit",3,53353,84,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
1301,"Education, General.",133711,1,"Private, nonprofit",3,49104,54,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133711,1,"Private, nonprofit",3,49797,46,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
2301,"English Language and Literature, General.",133711,1,"Private, nonprofit",3,53263,33,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
3105,"Sports, Kinesiology, and Physical Education/Fitness.",133711,1,"Private, nonprofit",3,39203,17,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
4201,"Psychology, General.",133711,1,"Private, nonprofit",3,47078,59,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
4404,Public Administration.,133711,1,"Private, nonprofit",3,70202,48,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
4504,Criminology.,133711,1,"Private, nonprofit",3,48913,39,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
4510,Political Science and Government.,133711,1,"Private, nonprofit",3,65513,27,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
5004,Design and Applied Arts.,133711,1,"Private, nonprofit",3,46921,55,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
5005,Drama/Theatre Arts and Stagecraft.,133711,1,"Private, nonprofit",3,36506,20,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
5007,Fine and Studio Arts.,133711,1,"Private, nonprofit",3,35458,28,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
5202,"Business Administration, Management and Operations.",133711,1,"Private, nonprofit",3,58703,189,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
5203,Accounting and Related Services.,133711,1,"Private, nonprofit",3,63113,69,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
5401,History.,133711,1,"Private, nonprofit",3,30134,16,133711,Flagler College,23,10,0.8076,53601,0.5154411765,2,22,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133809,1,"Private, nonprofit",2,47244,29,133809,Florida College,21,8,0.6966,66397,0.486013986,2,19,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133809,1,"Private, nonprofit",3,39764,25,133809,Florida College,21,8,0.6966,66397,0.486013986,2,19,1
5111,Health/Medical Preparatory Programs.,133809,1,"Private, nonprofit",3,44035,19,133809,Florida College,21,8,0.6966,66397,0.486013986,2,19,1
5202,"Business Administration, Management and Operations.",133809,1,"Private, nonprofit",3,61597,32,133809,Florida College,21,8,0.6966,66397,0.486013986,2,19,1
5106,Dental Support Services and Allied Professions.,133845,1,"Private, for-profit",1,33649,211,133845,Concorde Career Institute-Jacksonville,11,2,0.9404,16617,0.8801108801,2,27,1
5107,Health and Medical Administrative Services.,133845,1,"Private, for-profit",1,34493,37,133845,Concorde Career Institute-Jacksonville,11,2,0.9404,16617,0.8801108801,2,27,1
5108,Allied Health and Medical Assisting Services.,133845,1,"Private, for-profit",1,35961,335,133845,Concorde Career Institute-Jacksonville,11,2,0.9404,16617,0.8801108801,2,27,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133845,1,"Private, for-profit",1,51737,57,133845,Concorde Career Institute-Jacksonville,11,2,0.9404,16617,0.8801108801,2,27,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133845,1,"Private, for-profit",2,60066,33,133845,Concorde Career Institute-Jacksonville,11,2,0.9404,16617,0.8801108801,2,27,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133845,1,"Private, for-profit",2,73532,164,133845,Concorde Career Institute-Jacksonville,11,2,0.9404,16617,0.8801108801,2,27,1
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",133845,1,"Private, for-profit",1,51435,60,133845,Concorde Career Institute-Jacksonville,11,2,0.9404,16617,0.8801108801,2,27,1
5106,Dental Support Services and Allied Professions.,133854,1,"Private, for-profit",1,32147,93,133854,Concorde Career Institute-Miramar,21,1,0.9959,16501,0.8625304136,2,27,1
5108,Allied Health and Medical Assisting Services.,133854,1,"Private, for-profit",1,33937,189,133854,Concorde Career Institute-Miramar,21,1,0.9959,16501,0.8625304136,2,27,1
5108,Allied Health and Medical Assisting Services.,133854,1,"Private, for-profit",2,55359,36,133854,Concorde Career Institute-Miramar,21,1,0.9959,16501,0.8625304136,2,27,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133854,1,"Private, for-profit",2,59711,20,133854,Concorde Career Institute-Miramar,21,1,0.9959,16501,0.8625304136,2,27,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133854,0,"Private, for-profit",2,87365,128,133854,Concorde Career Institute-Miramar,21,1,0.9959,16501,0.8625304136,2,27,1
5106,Dental Support Services and Allied Professions.,133863,1,"Private, for-profit",1,33692,178,133863,Concorde Career Institute-Tampa,11,1,0.957,15715,0.8117942284,2,26,1
5107,Health and Medical Administrative Services.,133863,1,"Private, for-profit",1,38707,22,133863,Concorde Career Institute-Tampa,11,1,0.957,15715,0.8117942284,2,26,1
5108,Allied Health and Medical Assisting Services.,133863,1,"Private, for-profit",1,34658,221,133863,Concorde Career Institute-Tampa,11,1,0.957,15715,0.8117942284,2,26,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133863,1,"Private, for-profit",2,71678,32,133863,Concorde Career Institute-Tampa,11,1,0.957,15715,0.8117942284,2,26,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133863,0,"Private, for-profit",2,76189,62,133863,Concorde Career Institute-Tampa,11,1,0.957,15715,0.8117942284,2,26,1
2601,"Biology, General.",133872,1,"Private, nonprofit",3,58386,18,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
5100,"Health Services/Allied Health/Health Sciences, General.",133872,1,"Private, nonprofit",3,51967,24,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133872,1,"Private, nonprofit",2,71349,73,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133872,1,"Private, nonprofit",3,82600,107,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133872,1,"Private, nonprofit",5,112012,36,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
5123,Rehabilitation and Therapeutic Professions.,133872,1,"Private, nonprofit",5,68108,47,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
5123,Rehabilitation and Therapeutic Professions.,133872,0,"Private, nonprofit",6,75301,20,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133872,2,"Private, nonprofit",3,87330,240,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133872,3,"Private, nonprofit",5,214531,44,133872,AdventHealth University,11,9,,30567,0.6558533145,1,26,1
1104,Information Science/Studies.,133881,0,"Private, nonprofit",2,51539,32,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1104,Information Science/Studies.,133881,0,"Private, nonprofit",3,85906,72,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1104,Information Science/Studies.,133881,2,"Private, nonprofit",5,139174,18,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1107,Computer Science.,133881,1,"Private, nonprofit",3,91606,29,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1110,Computer/Information Technology Administration and Management.,133881,2,"Private, nonprofit",5,144218,18,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1402,"Aerospace, Aeronautical, and Astronautical/Space Engineering.",133881,1,"Private, nonprofit",3,97015,57,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1402,"Aerospace, Aeronautical, and Astronautical/Space Engineering.",133881,1,"Private, nonprofit",5,130016,24,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1405,Biomedical/Medical Engineering.,133881,1,"Private, nonprofit",3,88120,26,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1407,Chemical Engineering.,133881,1,"Private, nonprofit",3,99312,18,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1408,Civil Engineering.,133881,1,"Private, nonprofit",3,86536,19,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1409,Computer Engineering.,133881,1,"Private, nonprofit",3,106431,31,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1410,"Electrical, Electronics, and Communications Engineering.",133881,1,"Private, nonprofit",3,98505,16,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1419,Mechanical Engineering.,133881,1,"Private, nonprofit",3,92753,58,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1424,Ocean Engineering.,133881,1,"Private, nonprofit",3,80836,24,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1427,Systems Engineering.,133881,1,"Private, nonprofit",5,149291,29,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
1515,Engineering-Related Fields.,133881,1,"Private, nonprofit",5,131919,27,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
2903,Military Applied Sciences.,133881,2,"Private, nonprofit",5,130197,20,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
4201,"Psychology, General.",133881,1,"Private, nonprofit",3,61516,22,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
4227,Research and Experimental Psychology.,133881,1,"Private, nonprofit",3,66923,17,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
4228,"Clinical, Counseling and Applied Psychology.",133881,0,"Private, nonprofit",2,41767,19,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
4228,"Clinical, Counseling and Applied Psychology.",133881,1,"Private, nonprofit",3,55282,88,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
4228,"Clinical, Counseling and Applied Psychology.",133881,1,"Private, nonprofit",5,77258,225,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
4228,"Clinical, Counseling and Applied Psychology.",133881,1,"Private, nonprofit",6,114742,41,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
4901,Air Transportation.,133881,1,"Private, nonprofit",3,83243,86,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5107,Health and Medical Administrative Services.,133881,0,"Private, nonprofit",2,50488,23,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5107,Health and Medical Administrative Services.,133881,0,"Private, nonprofit",3,51753,46,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5107,Health and Medical Administrative Services.,133881,2,"Private, nonprofit",5,84170,45,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5202,"Business Administration, Management and Operations.",133881,0,"Private, nonprofit",2,56184,25,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5202,"Business Administration, Management and Operations.",133881,1,"Private, nonprofit",3,72717,98,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5202,"Business Administration, Management and Operations.",133881,2,"Private, nonprofit",5,107776,584,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5203,Accounting and Related Services.,133881,0,"Private, nonprofit",2,61624,17,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5203,Accounting and Related Services.,133881,1,"Private, nonprofit",3,67417,45,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5203,Accounting and Related Services.,133881,0,"Private, nonprofit",5,85593,33,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5210,Human Resources Management and Services.,133881,2,"Private, nonprofit",5,75661,22,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5212,Management Information Systems and Services.,133881,2,"Private, nonprofit",5,107902,175,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5213,Management Sciences and Quantitative Methods.,133881,2,"Private, nonprofit",5,125197,18,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
5214,Marketing.,133881,1,"Private, nonprofit",3,62019,26,133881,Florida Institute of Technology,13,14,0.577,30032,0.7019104084,2,28,1
0301,Natural Resources Conservation and Research.,133951,2,Public,3,49748,24,133951,Florida International University,21,15,0.5466,23924,0.8131269705,2,23,1
0402,Architecture.,133951,0,Public,5,68932,119,133951,Florida International University,21,15,0.5466,23924,0.8131269705,2,23,1
0405,Interior Architecture.,133951,0,Public,5,62411,28,133951,Florida International University,21,15,0.5466,23924,0.8131269705,2,23,1
0406,Landscape Architecture.,133951,1,Public,5,79542,19,133951,Florida International University,21,15,0.5466,23924,0.8131269705,2,23,1
0501,Area Studies.,133951,2,Public,3,23742,17,133951,Florida International University,21,15,0.5466,23924,0.8131269705,2,23,1
0901,Communication and Media Studies.,133951,2,Public,3,57376,836,133951,Florida International University,21,15,0.5466,23924,0.8131269705,2,23,1
0901,Communication and Media Studies.,133951,3,Public,5,71218,98,133951,Florida International University,21,15,0.5466,23924,0.8131269705,2,23,1
