code,title,unit_id,distance,credential.level,repayment.1_yr_bb_fed_comp.count,earnings.1_yr.working_not_enrolled.overall_count,earnings.1_yr.not_working_not_enrolled.overall_count,debt.staff_grad_plus.all.eval_inst.median_payment,id,school.name,latest.academics.program_reporter.programs_offered,latest.academics.program_percentage.agriculture,latest.academics.program_percentage.resources,latest.academics.program_percentage.architecture,latest.academics.program_percentage.ethnic_cultural_gender,latest.academics.program_percentage.communication,latest.academics.program_percentage.communications_technology,latest.academics.program_percentage.computer,latest.academics.program_percentage.personal_culinary,latest.academics.program_percentage.education,latest.academics.program_percentage.engineering,latest.academics.program_percentage.engineering_technology,latest.academics.program_percentage.language,latest.academics.program_percentage.family_consumer_science,latest.academics.program_percentage.legal,latest.academics.program_percentage.english,latest.academics.program_percentage.humanities,latest.academics.program_percentage.library,latest.academics.program_percentage.biological,latest.academics.program_percentage.mathematics,latest.academics.program_percentage.military,latest.academics.program_percentage.multidiscipline,latest.academics.program_percentage.parks_recreation_fitness,latest.academics.program_percentage.philosophy_religious,latest.academics.program_percentage.theology_religious_vocation,latest.academics.program_percentage.physical_science,latest.academics.program_percentage.science_technology,latest.academics.program_percentage.psychology,latest.academics.program_percentage.security_law_enforcement,latest.academics.program_percentage.public_administration_social_service,latest.academics.program_percentage.social_science,latest.academics.program_percentage.construction,latest.academics.program_percentage.mechanic_repair_technology,latest.academics.program_percentage.precision_production,latest.academics.program_percentage.transportation,latest.academics.program_percentage.visual_performing,latest.academics.program_percentage.health,latest.academics.program_percentage.business_marketing,latest.academics.program_percentage.history,latest.school.instructional_expenditure_per_fte,latest.school.faculty_salary,latest.school.ft_faculty_rate,latest.student.demographics.student_faculty_ratio,latest.school.endowment.begin,latest.school.endowment.end,latest.school.dolflag,latest.admissions.admission_rate.overall,latest.school.open_admissions_policy
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137351,1,5,41.0,42.0,3.0,429.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1313,"Teacher Education and Professional Development, Specific Subject Areas.",137351,1,3,129.0,174.0,7.0,190.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1313,"Teacher Education and Professional Development, Specific Subject Areas.",137351,1,5,50.0,67.0,2.0,410.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1407,Chemical Engineering.,137351,1,3,98.0,123.0,7.0,244.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1408,Civil Engineering.,137351,1,3,64.0,91.0,1.0,229.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1408,Civil Engineering.,137351,1,5,,19.0,0.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1409,Computer Engineering.,137351,1,3,33.0,57.0,2.0,246.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1410,"Electrical, Electronics, and Communications Engineering.",137351,1,3,64.0,99.0,2.0,249.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1410,"Electrical, Electronics, and Communications Engineering.",137351,1,5,12.0,17.0,1.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1419,Mechanical Engineering.,137351,1,3,146.0,194.0,4.0,239.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1435,Industrial Engineering.,137351,1,3,42.0,49.0,3.0,218.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1515,Engineering-Related Fields.,137351,3,5,,,1.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
1601,"Linguistic, Comparative, and Related Language Studies and Services.",137351,1,3,23.0,33.0,6.0,151.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2301,"English Language and Literature, General.",137351,1,3,175.0,175.0,21.0,175.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2313,Rhetoric and Composition/Writing Studies.,137351,3,3,12.0,19.0,1.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2401,"Liberal Arts and Sciences, General Studies and Humanities.",137351,1,3,134.0,183.0,14.0,249.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2501,Library Science and Administration.,137351,3,5,95.0,123.0,7.0,397.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2601,"Biology, General.",137351,1,3,716.0,728.0,85.0,194.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2605,Microbiological Sciences and Immunology.,137351,1,3,25.0,27.0,1.0,201.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2699,"Biological and Biomedical Sciences, Other.",137351,3,5,244.0,131.0,16.0,322.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2701,Mathematics.,137351,1,3,29.0,34.0,4.0,228.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
2705,Statistics.,137351,1,3,23.0,37.0,1.0,125.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
3033,Sustainability Studies.,137351,3,5,49.0,61.0,3.0,337.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
3105,"Sports, Kinesiology, and Physical Education/Fitness.",137351,1,5,25.0,31.0,1.0,293.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
3801,Philosophy.,137351,1,3,12.0,19.0,2.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4005,Chemistry.,137351,1,3,39.0,55.0,4.0,178.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4006,Geological and Earth Sciences/Geosciences.,137351,1,3,26.0,27.0,0.0,259.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4008,Physics.,137351,1,3,30.0,35.0,3.0,187.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4201,"Psychology, General.",137351,1,3,610.0,584.0,60.0,187.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4201,"Psychology, General.",137351,1,6,11.0,17.0,4.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4299,"Psychology, Other.",137351,1,5,59.0,65.0,6.0,341.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4301,Criminal Justice and Corrections.,137351,3,5,21.0,31.0,1.0,445.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4303,Homeland Security.,137351,3,5,84.0,152.0,4.0,238.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4400,"Human Services, General.",137351,1,3,67.0,54.0,2.0,188.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4400,"Human Services, General.",137351,3,5,14.0,23.0,0.0,367.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4404,Public Administration.,137351,1,5,15.0,29.0,2.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4407,Social Work.,137351,3,3,71.0,43.0,3.0,167.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4407,Social Work.,137351,3,5,172.0,215.0,6.0,350.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4501,"Social Sciences, General.",137351,1,3,133.0,152.0,16.0,217.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4502,Anthropology.,137351,1,3,64.0,73.0,6.0,202.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4504,Criminology.,137351,3,3,343.0,399.0,24.0,185.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4506,Economics.,137351,1,3,121.0,154.0,14.0,198.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4507,Geography and Cartography.,137351,1,3,16.0,22.0,1.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4509,International Relations and National Security Studies.,137351,1,3,74.0,75.0,11.0,172.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4510,Political Science and Government.,137351,1,3,175.0,162.0,22.0,190.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
4511,Sociology.,137351,1,3,64.0,64.0,1.0,191.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5003,Dance.,137351,1,3,19.0,21.0,0.0,232.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5004,Design and Applied Arts.,137351,1,3,22.0,29.0,0.0,180.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5005,Drama/Theatre Arts and Stagecraft.,137351,1,3,19.0,31.0,1.0,237.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5007,Fine and Studio Arts.,137351,1,3,78.0,106.0,8.0,238.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5007,Fine and Studio Arts.,137351,1,5,19.0,25.0,0.0,222.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5009,Music.,137351,1,5,17.0,,0.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5099,"Visual and Performing Arts, Other.",137351,1,3,10.0,,0.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5100,"Health Services/Allied Health/Health Sciences, General.",137351,3,3,912.0,707.0,53.0,211.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5102,Communication Disorders Sciences and Services.,137351,1,3,189.0,187.0,15.0,188.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5102,Communication Disorders Sciences and Services.,137351,3,5,99.0,111.0,1.0,575.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5102,Communication Disorders Sciences and Services.,137351,1,6,20.0,26.0,2.0,534.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5107,Health and Medical Administrative Services.,137351,1,5,10.0,,0.0,,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",137351,1,5,60.0,112.0,1.0,700.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
5112,Medicine.,137351,1,7,231.0,262.0,5.0,2053.0,137351,University of South Florida,,0,0.0154,0,0.0004,0.0487,0,0.0582,0,0.0287,0.0534,0,0.0048,0,0,0.0146,0.0404,0,0.1195,0.0071,0,0.0018,0,0.0022,0,0.014,0,0.0885,0,0.0142,0.1143,0,0,0,0,0.0207,0.1731,0.1691,0.011,13361,11342,0.7308,22,637874759,708333328,1,0.4319,2
