code,title,unit_id,distance,credential.level,repayment.1_yr_bb_fed_comp.count,earnings.1_yr.working_not_enrolled.overall_count,earnings.1_yr.not_working_not_enrolled.overall_count,debt.staff_grad_plus.all.eval_inst.median_payment,id,school.name,latest.academics.program_reporter.programs_offered,latest.academics.program_percentage.agriculture,latest.academics.program_percentage.resources,latest.academics.program_percentage.architecture,latest.academics.program_percentage.ethnic_cultural_gender,latest.academics.program_percentage.communication,latest.academics.program_percentage.communications_technology,latest.academics.program_percentage.computer,latest.academics.program_percentage.personal_culinary,latest.academics.program_percentage.education,latest.academics.program_percentage.engineering,latest.academics.program_percentage.engineering_technology,latest.academics.program_percentage.language,latest.academics.program_percentage.family_consumer_science,latest.academics.program_percentage.legal,latest.academics.program_percentage.english,latest.academics.program_percentage.humanities,latest.academics.program_percentage.library,latest.academics.program_percentage.biological,latest.academics.program_percentage.mathematics,latest.academics.program_percentage.military,latest.academics.program_percentage.multidiscipline,latest.academics.program_percentage.parks_recreation_fitness,latest.academics.program_percentage.philosophy_religious,latest.academics.program_percentage.theology_religious_vocation,latest.academics.program_percentage.physical_science,latest.academics.program_percentage.science_technology,latest.academics.program_percentage.psychology,latest.academics.program_percentage.security_law_enforcement,latest.academics.program_percentage.public_administration_social_service,latest.academics.program_percentage.social_science,latest.academics.program_percentage.construction,latest.academics.program_percentage.mechanic_repair_technology,latest.academics.program_percentage.precision_production,latest.academics.program_percentage.transportation,latest.academics.program_percentage.visual_performing,latest.academics.program_percentage.health,latest.academics.program_percentage.business_marketing,latest.academics.program_percentage.history,latest.school.instructional_expenditure_per_fte,latest.school.faculty_salary,latest.school.ft_faculty_rate,latest.student.demographics.student_faculty_ratio,latest.school.endowment.begin,latest.school.endowment.end,latest.school.dolflag,latest.admissions.admission_rate.overall,latest.school.open_admissions_policy
1110,Computer/Information Technology Administration and Management.,133702,1,2,15.0,17.0,2.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
1110,Computer/Information Technology Administration and Management.,133702,1,3,19.0,43.0,6.0,276.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
1204,Cosmetology and Related Personal Grooming Services.,133702,1,1,12.0,71.0,8.0,69.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
1205,Culinary Arts and Related Services.,133702,1,2,,,1.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133702,1,3,11.0,31.0,1.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133702,1,2,694.0,547.0,79.0,111.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
2601,"Biology, General.",133702,1,3,10.0,16.0,3.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
4103,Physical Science Technologies/Technicians.,133702,1,1,55.0,59.0,1.0,111.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
4301,Criminal Justice and Corrections.,133702,1,1,,105.0,1.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
4302,Fire Protection.,133702,1,1,,17.0,0.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",133702,1,3,21.0,40.0,3.0,179.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
4400,"Human Services, General.",133702,1,3,63.0,119.0,13.0,299.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
4902,Ground Transportation.,133702,1,1,,30.0,2.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5108,Allied Health and Medical Assisting Services.,133702,1,2,17.0,48.0,3.0,89.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133702,1,1,,19.0,0.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133702,1,2,28.0,79.0,2.0,164.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133702,1,2,134.0,174.0,6.0,115.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133702,1,3,40.0,128.0,1.0,147.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5202,"Business Administration, Management and Operations.",133702,2,1,40.0,23.0,1.0,131.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5202,"Business Administration, Management and Operations.",133702,2,2,51.0,20.0,4.0,163.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5202,"Business Administration, Management and Operations.",133702,1,3,208.0,359.0,33.0,246.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5203,Accounting and Related Services.,133702,1,1,,,0.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5203,Accounting and Related Services.,133702,1,2,17.0,,1.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5207,Entrepreneurial and Small Business Operations.,133702,1,1,,,0.0,,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5208,Finance and Financial Management Services.,133702,1,3,18.0,36.0,3.0,279.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
5219,"Specialized Sales, Merchandising and  Marketing Operations.",133702,1,1,,131.0,9.0,98.0,133702,Florida State College at Jacksonville,,0,0.0002,0.0009,0,0.0036,0.0145,0.0807,0.0518,0.0059,0,0.0302,0,0.0074,0.0067,0,0.2881,0,0.0028,0,0,0.0014,0,0,0,0,0.0209,0,0.0532,0.0147,0,0.0031,0.001,0.0074,0.0484,0.0104,0.1402,0.2066,0,4827,6904,0.3598,27,33332917,35667630,1,,1
0301,Natural Resources Conservation and Research.,133711,1,3,31.0,38.0,0.0,253.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
0904,Journalism.,133711,1,3,34.0,42.0,3.0,262.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
0909,"Public Relations, Advertising, and Applied Communication.",133711,1,3,51.0,54.0,3.0,201.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
1301,"Education, General.",133711,1,3,37.0,35.0,1.0,239.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133711,1,3,38.0,43.0,0.0,226.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
2301,"English Language and Literature, General.",133711,1,3,31.0,25.0,1.0,275.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
3105,"Sports, Kinesiology, and Physical Education/Fitness.",133711,1,3,16.0,16.0,0.0,,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
4201,"Psychology, General.",133711,1,3,60.0,47.0,1.0,252.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
4404,Public Administration.,133711,1,3,22.0,36.0,0.0,224.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
4504,Criminology.,133711,1,3,38.0,41.0,2.0,257.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
4510,Political Science and Government.,133711,1,3,19.0,,0.0,,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
5004,Design and Applied Arts.,133711,1,3,43.0,55.0,1.0,278.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
5005,Drama/Theatre Arts and Stagecraft.,133711,1,3,18.0,18.0,0.0,,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
5007,Fine and Studio Arts.,133711,1,3,24.0,21.0,1.0,278.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
5202,"Business Administration, Management and Operations.",133711,1,3,142.0,138.0,7.0,228.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
5203,Accounting and Related Services.,133711,1,3,49.0,33.0,0.0,156.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
5401,History.,133711,1,3,13.0,,0.0,286.0,133711,Flagler College,,0,0.0545,0,0,0.0773,0,0,0,0.0808,0,0,0.0018,0,0,0.0316,0.0018,0,0,0.0035,0,0.0141,0.0422,0.0018,0,0,0,0.116,0,0.0264,0.1301,0,0,0,0,0.1213,0,0.2724,0.0246,10177,7796,0.4865,15,87754970,94777008,0,0.8076,2
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133809,1,2,17.0,,0.0,127.0,133809,Florida College,,0,0,0,0,0.0432,0,0,0,0.0541,0,0,0,0,0,0.0216,0.5622,0,0,0,0,0,0.0486,0,0.0324,0,0,0,0,0,0,0,0,0,0,0.0324,0.0919,0.1027,0.0108,15747,7129,1,14,17258701,16231128,0,0.6966,2
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133809,1,3,30.0,,0.0,187.0,133809,Florida College,,0,0,0,0,0.0432,0,0,0,0.0541,0,0,0,0,0,0.0216,0.5622,0,0,0,0,0,0.0486,0,0.0324,0,0,0,0,0,0,0,0,0,0,0.0324,0.0919,0.1027,0.0108,15747,7129,1,14,17258701,16231128,0,0.6966,2
5111,Health/Medical Preparatory Programs.,133809,1,3,16.0,,0.0,,133809,Florida College,,0,0,0,0,0.0432,0,0,0,0.0541,0,0,0,0,0,0.0216,0.5622,0,0,0,0,0,0.0486,0,0.0324,0,0,0,0,0,0,0,0,0,0,0.0324,0.0919,0.1027,0.0108,15747,7129,1,14,17258701,16231128,0,0.6966,2
5202,"Business Administration, Management and Operations.",133809,1,3,26.0,20.0,0.0,199.0,133809,Florida College,,0,0,0,0,0.0432,0,0,0,0.0541,0,0,0,0,0,0.0216,0.5622,0,0,0,0,0,0.0486,0,0.0324,0,0,0,0,0,0,0,0,0,0,0.0324,0.0919,0.1027,0.0108,15747,7129,1,14,17258701,16231128,0,0.6966,2
5106,Dental Support Services and Allied Professions.,133845,1,1,247.0,209.0,14.0,101.0,133845,Concorde Career Institute-Jacksonville,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12867,6365,0.5795,16,,,1,0.9404,2
5107,Health and Medical Administrative Services.,133845,1,1,39.0,40.0,1.0,101.0,133845,Concorde Career Institute-Jacksonville,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12867,6365,0.5795,16,,,1,0.9404,2
5108,Allied Health and Medical Assisting Services.,133845,1,1,429.0,367.0,23.0,101.0,133845,Concorde Career Institute-Jacksonville,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12867,6365,0.5795,16,,,1,0.9404,2
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133845,1,1,47.0,32.0,4.0,163.0,133845,Concorde Career Institute-Jacksonville,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12867,6365,0.5795,16,,,1,0.9404,2
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133845,1,2,62.0,64.0,2.0,212.0,133845,Concorde Career Institute-Jacksonville,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12867,6365,0.5795,16,,,1,0.9404,2
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133845,1,2,223.0,167.0,8.0,254.0,133845,Concorde Career Institute-Jacksonville,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12867,6365,0.5795,16,,,1,0.9404,2
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",133845,1,1,84.0,44.0,1.0,212.0,133845,Concorde Career Institute-Jacksonville,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12867,6365,0.5795,16,,,1,0.9404,2
5106,Dental Support Services and Allied Professions.,133854,1,1,123.0,100.0,2.0,101.0,133854,Concorde Career Institute-Miramar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15067,5713,0.7358,19,,,1,0.9959,2
5108,Allied Health and Medical Assisting Services.,133854,1,1,233.0,177.0,9.0,100.0,133854,Concorde Career Institute-Miramar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15067,5713,0.7358,19,,,1,0.9959,2
5108,Allied Health and Medical Assisting Services.,133854,1,2,50.0,44.0,4.0,260.0,133854,Concorde Career Institute-Miramar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15067,5713,0.7358,19,,,1,0.9959,2
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133854,1,2,25.0,36.0,1.0,191.0,133854,Concorde Career Institute-Miramar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15067,5713,0.7358,19,,,1,0.9959,2
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133854,0,2,160.0,137.0,11.0,223.0,133854,Concorde Career Institute-Miramar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15067,5713,0.7358,19,,,1,0.9959,2
5106,Dental Support Services and Allied Professions.,133863,1,1,195.0,154.0,8.0,101.0,133863,Concorde Career Institute-Tampa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11570,5938,0.7273,24,,,1,0.957,2
5107,Health and Medical Administrative Services.,133863,1,1,,19.0,1.0,101.0,133863,Concorde Career Institute-Tampa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11570,5938,0.7273,24,,,1,0.957,2
5108,Allied Health and Medical Assisting Services.,133863,1,1,299.0,246.0,10.0,101.0,133863,Concorde Career Institute-Tampa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11570,5938,0.7273,24,,,1,0.957,2
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133863,1,2,58.0,67.0,1.0,212.0,133863,Concorde Career Institute-Tampa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11570,5938,0.7273,24,,,1,0.957,2
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133863,0,2,45.0,21.0,0.0,249.0,133863,Concorde Career Institute-Tampa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11570,5938,0.7273,24,,,1,0.957,2
