code,title,unit_id,distance,school.type,credential.level,earnings.1_yr.overall_median_earnings,earnings.1_yr.working_not_enrolled.overall_count,earnings.4_yr.overall_median_earnings,earnings.4_yr.working_not_enrolled.overall_count,earnings.5_yr.overall_median_earnings,earnings.5_yr.working_not_enrolled.overall_count,id,school.name,location.lat,location.lon,latest.school.locale,latest.school.carnegie_size_setting,latest.admissions.admission_rate.overall,latest.student.demographics.median_family_income,latest.student.students_with_pell_grant,latest.school.open_admissions_policy,latest.student.demographics.age_entry,latest.school.title_iv.eligibility_type
1204,Cosmetology and Related Personal Grooming Services.,135179,1,Public,1,21738.0,22.0,25223,31,,,135179,Lake Technical College,28.833446,-81.690874,22,-2,,17933,,1,27,1
4301,Criminal Justice and Corrections.,135179,1,Public,1,45472.0,35.0,50582,30,,,135179,Lake Technical College,28.833446,-81.690874,22,-2,,17933,,1,27,1
4706,Vehicle Maintenance and Repair Technologies/Technicians.,135179,1,Public,1,29912.0,24.0,44685,28,,,135179,Lake Technical College,28.833446,-81.690874,22,-2,,17933,,1,27,1
4805,Precision Metal Working.,135179,1,Public,1,33687.0,29.0,45651,26,,,135179,Lake Technical College,28.833446,-81.690874,22,-2,,17933,,1,27,1
5108,Allied Health and Medical Assisting Services.,135179,1,Public,1,28426.0,34.0,35860,34,,,135179,Lake Technical College,28.833446,-81.690874,22,-2,,17933,,1,27,1
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",135179,1,Public,1,43039.0,42.0,54606,40,,,135179,Lake Technical College,28.833446,-81.690874,22,-2,,17933,,1,27,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",135188,1,Public,2,23608.0,100.0,42291,345,38381.0,289.0,135188,Lake-Sumter State College,28.828649,-81.797193,22,9,,25118,0.911154345,1,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",135188,2,Public,2,59920.0,29.0,80297,62,74345.0,79.0,135188,Lake-Sumter State College,28.828649,-81.797193,22,9,,25118,0.911154345,1,23,1
1102,Computer Programming.,135267,1,Public,1,,,27233,18,,,135267,Fort Myers Technical College,26.647517,-81.836596,13,-2,,19016,,1,26,1
1204,Cosmetology and Related Personal Grooming Services.,135267,1,Public,1,,,35118,21,,,135267,Fort Myers Technical College,26.647517,-81.836596,13,-2,,19016,,1,26,1
1205,Culinary Arts and Related Services.,135267,1,Public,1,,,24902,18,,,135267,Fort Myers Technical College,26.647517,-81.836596,13,-2,,19016,,1,26,1
4301,Criminal Justice and Corrections.,135267,1,Public,1,58949.0,17.0,73379,28,53003.0,46.0,135267,Fort Myers Technical College,26.647517,-81.836596,13,-2,,19016,,1,26,1
4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",135267,1,Public,1,44343.0,24.0,64719,22,,,135267,Fort Myers Technical College,26.647517,-81.836596,13,-2,,19016,,1,26,1
4706,Vehicle Maintenance and Repair Technologies/Technicians.,135267,1,Public,1,38900.0,33.0,44255,57,42047.0,36.0,135267,Fort Myers Technical College,26.647517,-81.836596,13,-2,,19016,,1,26,1
4805,Precision Metal Working.,135267,1,Public,1,,,46511,25,,,135267,Fort Myers Technical College,26.647517,-81.836596,13,-2,,19016,,1,26,1
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",135267,1,Public,1,,,53839,23,42511.0,21.0,135267,Fort Myers Technical College,26.647517,-81.836596,13,-2,,19016,,1,26,1
1204,Cosmetology and Related Personal Grooming Services.,135276,1,Public,1,14031.0,43.0,28854,36,17090.0,30.0,135276,Lively Technical College,30.448534,-84.339057,12,-2,,12177,,1,26,1
4603,Electrical and Power Transmission Installers.,135276,1,Public,1,,,42074,16,,,135276,Lively Technical College,30.448534,-84.339057,12,-2,,12177,,1,26,1
4805,Precision Metal Working.,135276,1,Public,1,46499.0,20.0,49470,26,42893.0,30.0,135276,Lively Technical College,30.448534,-84.339057,12,-2,,12177,,1,26,1
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",135276,1,Public,1,38712.0,49.0,54385,28,47190.0,55.0,135276,Lively Technical College,30.448534,-84.339057,12,-2,,12177,,1,26,1
4706,Vehicle Maintenance and Repair Technologies/Technicians.,135294,1,Public,1,,,49012,17,,,135294,Lindsey Hopkins Technical College,25.794676,-80.208154,11,-2,,14022,,1,28,1
1204,Cosmetology and Related Personal Grooming Services.,135337,1,"Private, for-profit",1,16482.0,65.0,21356,60,25724.0,66.0,135337,Loraines Academy & Spa,27.783077,-82.713964,11,-2,,10398,0.8658536585,1,29,1
5135,Somatic Bodywork and Related Therapeutic Services.,135337,1,"Private, for-profit",1,,,25201,19,,,135337,Loraines Academy & Spa,27.783077,-82.713964,11,-2,,10398,0.8658536585,1,29,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",135391,1,Public,2,25597.0,69.0,46791,185,39270.0,357.0,135391,State College of Florida-Manatee-Sarasota,27.43804,-82.590887,21,12,,23855,0.8640541848,1,24,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",135391,1,Public,2,,,85535,27,77633.0,27.0,135391,State College of Florida-Manatee-Sarasota,27.43804,-82.590887,21,12,,23855,0.8640541848,1,24,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",135391,3,Public,3,76214.0,51.0,84646,39,91748.0,35.0,135391,State College of Florida-Manatee-Sarasota,27.43804,-82.590887,21,12,,23855,0.8640541848,1,24,1
1003,Graphic Communications.,135407,1,Public,1,,,37276,20,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
1204,Cosmetology and Related Personal Grooming Services.,135407,1,Public,1,21731.0,106.0,31648,51,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
4301,Criminal Justice and Corrections.,135407,1,Public,1,58216.0,41.0,74620,27,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",135407,1,Public,1,45926.0,18.0,70853,16,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
4706,Vehicle Maintenance and Repair Technologies/Technicians.,135407,1,Public,1,31290.0,37.0,53177,25,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
4805,Precision Metal Working.,135407,1,Public,1,41602.0,29.0,46581,26,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
5106,Dental Support Services and Allied Professions.,135407,1,Public,1,28447.0,26.0,35280,22,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",135407,1,Public,1,49921.0,40.0,60815,34,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",135407,1,Public,1,47102.0,49.0,58062,20,,,135407,Manatee Technical College,27.447894,-82.481088,21,-2,,18827,,1,26,1
1204,Cosmetology and Related Personal Grooming Services.,135522,1,Public,1,17741.0,32.0,27248,33,18642.0,19.0,135522,Traviss Technical College,27.995822,-81.892381,41,-2,,16669,,1,26,1
4706,Vehicle Maintenance and Repair Technologies/Technicians.,135522,1,Public,1,35210.0,27.0,47717,18,47874.0,16.0,135522,Traviss Technical College,27.995822,-81.892381,41,-2,,16669,,1,26,1
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",135522,1,Public,1,41235.0,34.0,43766,23,,,135522,Traviss Technical College,27.995822,-81.892381,41,-2,,16669,,1,26,1
0105,Agricultural and Domestic Animal Services.,135559,1,"Private, for-profit",1,24819.0,46.0,27626,50,24040.0,54.0,135559,Merryfield Academy,26.19044,-80.129991,21,-2,,14300,0.8041237113,1,36,1
0183,Veterinary/Animal Health Technologies/Technicians.,135717,1,Public,2,41076.0,22.0,48841,20,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1003,Graphic Communications.,135717,1,Public,2,12448.0,22.0,24972,23,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1101,"Computer and Information Sciences, General.",135717,1,Public,1,,,49239,56,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1101,"Computer and Information Sciences, General.",135717,1,Public,2,,,56698,27,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1101,"Computer and Information Sciences, General.",135717,2,Public,3,49903.0,136.0,62360,72,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1110,Computer/Information Technology Administration and Management.,135717,1,Public,1,39418.0,17.0,48246,118,54496.0,34.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1205,Culinary Arts and Related Services.,135717,1,Public,1,,,50344,52,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1205,Culinary Arts and Related Services.,135717,1,Public,2,31101.0,18.0,44371,22,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1310,Special Education and Teaching.,135717,1,Public,3,53935.0,53.0,59174,46,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",135717,1,Public,3,51545.0,43.0,55276,45,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1513,Drafting/Design Engineering Technologies/Technicians.,135717,1,Public,1,,,53652,39,41040.0,19.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
1907,"Human Development, Family Studies, and Related Services.",135717,1,Public,1,,,36708,26,28852.0,36.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
2203,Legal Support Services.,135717,1,Public,2,40782.0,31.0,56521,37,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",135717,1,Public,2,25905.0,2010.0,45753,6114,42435.0,1850.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
2601,"Biology, General.",135717,1,Public,3,34568.0,22.0,50454,26,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
4301,Criminal Justice and Corrections.,135717,1,Public,1,34209.0,49.0,60899,79,50008.0,35.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
4304,Security Science and Technology.,135717,1,Public,1,,,47662,28,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
4304,Security Science and Technology.,135717,1,Public,2,,,41327,17,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",135717,1,Public,3,43666.0,140.0,60067,115,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
4901,Air Transportation.,135717,1,Public,2,,,78726,23,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5006,Film/Video and Photographic Arts.,135717,1,Public,2,22587.0,18.0,32202,65,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5006,Film/Video and Photographic Arts.,135717,1,Public,3,20611.0,47.0,35402,45,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5009,Music.,135717,1,Public,2,,,37546,24,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5106,Dental Support Services and Allied Professions.,135717,1,Public,2,41314.0,55.0,50008,51,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5107,Health and Medical Administrative Services.,135717,1,Public,1,,,43500,20,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5107,Health and Medical Administrative Services.,135717,1,Public,2,,,103137,54,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5108,Allied Health and Medical Assisting Services.,135717,1,Public,1,34527.0,31.0,37474,28,44983.0,25.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5108,Allied Health and Medical Assisting Services.,135717,1,Public,2,24914.0,56.0,38693,67,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",135717,1,Public,1,37101.0,47.0,66975,119,71373.0,87.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",135717,1,Public,2,64692.0,164.0,83388,187,55801.0,38.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,135717,1,Public,1,25923.0,24.0,44656,35,54158.0,18.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,135717,1,Public,2,59566.0,68.0,79084,40,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5135,Somatic Bodywork and Related Therapeutic Services.,135717,1,Public,1,28714.0,32.0,36484,24,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",135717,1,Public,2,64608.0,349.0,88130,485,94635.0,169.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",135717,1,Public,3,90158.0,271.0,106415,183,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5202,"Business Administration, Management and Operations.",135717,1,Public,1,32338.0,343.0,47194,1098,32805.0,24.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5202,"Business Administration, Management and Operations.",135717,1,Public,2,28667.0,27.0,48023,33,36539.0,26.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5202,"Business Administration, Management and Operations.",135717,1,Public,3,45072.0,354.0,57225,321,47594.0,43.0,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5203,Accounting and Related Services.,135717,2,Public,2,,,27077,22,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
5213,Management Sciences and Quantitative Methods.,135717,1,Public,1,,,84483,36,,,135717,Miami Dade College,25.777717,-80.190856,11,15,,18391,0.9677276583,1,22,1
0302,Environmental/Natural Resources Management and Policy.,135726,1,"Private, nonprofit",5,41886.0,50.0,58938,26,51785.0,19.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
0402,Architecture.,135726,0,"Private, nonprofit",3,61071.0,16.0,75633,34,67501.0,28.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
0904,Journalism.,135726,1,"Private, nonprofit",3,41378.0,27.0,71466,23,61426.0,34.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
0907,"Radio, Television, and Digital Communication.",135726,1,"Private, nonprofit",3,35263.0,37.0,62053,40,64374.0,25.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
0909,"Public Relations, Advertising, and Applied Communication.",135726,1,"Private, nonprofit",3,43917.0,88.0,82999,95,75837.0,71.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
1107,Computer Science.,135726,1,"Private, nonprofit",3,76877.0,37.0,121589,43,101751.0,20.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
1110,Computer/Information Technology Administration and Management.,135726,1,"Private, nonprofit",3,73059.0,17.0,102484,28,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
1405,Biomedical/Medical Engineering.,135726,1,"Private, nonprofit",3,67064.0,46.0,98997,35,86005.0,39.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
1410,"Electrical, Electronics, and Communications Engineering.",135726,1,"Private, nonprofit",3,,,87274,16,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
1419,Mechanical Engineering.,135726,1,"Private, nonprofit",3,66843.0,23.0,86156,24,96535.0,27.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
1435,Industrial Engineering.,135726,1,"Private, nonprofit",3,71089.0,25.0,99068,35,85735.0,27.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2200,Non-Professional Legal Studies.,135726,1,"Private, nonprofit",3,49624.0,18.0,99836,30,103274.0,26.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2201,Law.,135726,1,"Private, nonprofit",7,76760.0,347.0,117811,402,109945.0,431.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2202,Legal Research and Advanced Professional Studies.,135726,2,"Private, nonprofit",5,75849.0,28.0,108073,79,86260.0,46.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",135726,1,"Private, nonprofit",3,50614.0,21.0,55625,25,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2601,"Biology, General.",135726,1,"Private, nonprofit",3,17571.0,64.0,51226,41,64693.0,60.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2609,"Physiology, Pathology and Related Sciences.",135726,1,"Private, nonprofit",3,28243.0,19.0,47683,23,61371.0,28.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2609,"Physiology, Pathology and Related Sciences.",135726,1,"Private, nonprofit",5,50789.0,16.0,78494,23,64262.0,19.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2613,"Ecology, Evolution, Systematics, and Population Biology.",135726,1,"Private, nonprofit",3,23504.0,26.0,42932,22,37392.0,20.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
2613,"Ecology, Evolution, Systematics, and Population Biology.",135726,1,"Private, nonprofit",5,43405.0,65.0,73547,67,68592.0,25.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
3105,"Sports, Kinesiology, and Physical Education/Fitness.",135726,1,"Private, nonprofit",3,,,56289,22,79920.0,29.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
3105,"Sports, Kinesiology, and Physical Education/Fitness.",135726,2,"Private, nonprofit",5,46517.0,101.0,64113,110,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
4201,"Psychology, General.",135726,1,"Private, nonprofit",3,30417.0,76.0,54290,87,54136.0,91.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
4228,"Clinical, Counseling and Applied Psychology.",135726,1,"Private, nonprofit",5,50213.0,27.0,62759,23,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
4504,Criminology.,135726,1,"Private, nonprofit",3,29670.0,23.0,70461,32,67998.0,16.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
4506,Economics.,135726,1,"Private, nonprofit",3,42129.0,47.0,92998,69,68154.0,73.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
4509,International Relations and National Security Studies.,135726,1,"Private, nonprofit",3,31813.0,28.0,84474,28,76506.0,49.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
4510,Political Science and Government.,135726,1,"Private, nonprofit",3,33867.0,81.0,62216,68,77568.0,69.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
4511,Sociology.,135726,1,"Private, nonprofit",3,,,63764,27,67034.0,16.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5005,Drama/Theatre Arts and Stagecraft.,135726,1,"Private, nonprofit",3,16561.0,20.0,34667,25,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5006,Film/Video and Photographic Arts.,135726,1,"Private, nonprofit",3,35485.0,37.0,52032,39,36961.0,28.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5009,Music.,135726,1,"Private, nonprofit",3,15492.0,41.0,29090,44,40816.0,56.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5009,Music.,135726,1,"Private, nonprofit",5,25623.0,42.0,55826,39,42112.0,46.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5009,Music.,135726,1,"Private, nonprofit",6,30859.0,23.0,45553,16,32434.0,24.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5010,"Arts, Entertainment, and Media Management.",135726,2,"Private, nonprofit",5,49808.0,20.0,56106,20,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5100,"Health Services/Allied Health/Health Sciences, General.",135726,1,"Private, nonprofit",3,,,66064,22,76031.0,24.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5107,Health and Medical Administrative Services.,135726,1,"Private, nonprofit",5,154482.0,24.0,207995,28,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5112,Medicine.,135726,1,"Private, nonprofit",7,66116.0,242.0,94678,249,139150.0,271.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5115,Mental and Social Health Services and Allied Professions.,135726,1,"Private, nonprofit",5,48813.0,17.0,63911,24,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5123,Rehabilitation and Therapeutic Professions.,135726,1,"Private, nonprofit",6,73125.0,89.0,82300,85,86857.0,78.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5127,Medical Illustration and Informatics.,135726,0,"Private, nonprofit",5,79024.0,31.0,104625,22,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",135726,1,"Private, nonprofit",3,75036.0,315.0,92555,229,85878.0,135.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",135726,1,"Private, nonprofit",5,107332.0,237.0,120982,236,120429.0,84.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",135726,1,"Private, nonprofit",6,183575.0,82.0,174255,74,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5202,"Business Administration, Management and Operations.",135726,1,"Private, nonprofit",3,48793.0,35.0,66065,50,81133.0,33.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5202,"Business Administration, Management and Operations.",135726,2,"Private, nonprofit",5,93230.0,172.0,128052,195,120747.0,179.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5203,Accounting and Related Services.,135726,1,"Private, nonprofit",3,,,102344,49,97421.0,41.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5203,Accounting and Related Services.,135726,0,"Private, nonprofit",5,72392.0,33.0,105675,63,109666.0,28.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5206,Business/Managerial Economics.,135726,1,"Private, nonprofit",3,63662.0,19.0,116367,33,96441.0,24.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5207,Entrepreneurial and Small Business Operations.,135726,1,"Private, nonprofit",3,,,73489,18,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5208,Finance and Financial Management Services.,135726,1,"Private, nonprofit",3,70352.0,105.0,110240,122,111946.0,65.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5208,Finance and Financial Management Services.,135726,2,"Private, nonprofit",5,107285.0,22.0,112491,43,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5208,Finance and Financial Management Services.,135726,2,"Private, nonprofit",8,,,81316,18,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5214,Marketing.,135726,1,"Private, nonprofit",3,53622.0,58.0,85935,78,82805.0,48.0,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
5216,Taxation.,135726,0,"Private, nonprofit",5,,,110300,26,,,135726,University of Miami,25.72126,-80.278662,21,16,0.189,54690,0.4559891107,2,20,1
1204,Cosmetology and Related Personal Grooming Services.,136109,1,"Private, for-profit",1,19234.0,322.0,31923,363,28477.0,374.0,136109,Paul Mitchell the School-Jacksonville,30.259433,-81.527515,11,-2,,23659,0.7439886846,1,25,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",136145,1,Public,2,29129.0,61.0,40261,116,37429.0,102.0,136145,North Florida College,30.473841,-83.420732,42,6,,17842,,1,24,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136145,1,Public,2,67263.0,47.0,70310,53,70689.0,28.0,136145,North Florida College,30.473841,-83.420732,42,6,,17842,,1,24,1
0901,Communication and Media Studies.,136172,1,Public,3,36842.0,268.0,54360,268,50651.0,250.0,136172,University of North Florida,30.27194,-81.509144,11,15,0.5324,37074,0.6143506622,2,22,1
1101,"Computer and Information Sciences, General.",136172,1,Public,3,61941.0,162.0,84034,152,85179.0,102.0,136172,University of North Florida,30.27194,-81.509144,11,15,0.5324,37074,0.6143506622,2,22,1
1304,Educational Administration and Supervision.,136172,1,Public,5,54551.0,84.0,64989,60,55993.0,52.0,136172,University of North Florida,30.27194,-81.509144,11,15,0.5324,37074,0.6143506622,2,22,1
1310,Special Education and Teaching.,136172,1,Public,3,47734.0,19.0,59429,21,52358.0,22.0,136172,University of North Florida,30.27194,-81.509144,11,15,0.5324,37074,0.6143506622,2,22,1
1311,Student Counseling and Personnel Services.,136172,1,Public,5,51862.0,28.0,60302,26,54870.0,34.0,136172,University of North Florida,30.27194,-81.509144,11,15,0.5324,37074,0.6143506622,2,22,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",136172,1,Public,3,47210.0,140.0,49545,104,50863.0,146.0,136172,University of North Florida,30.27194,-81.509144,11,15,0.5324,37074,0.6143506622,2,22,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",136172,1,Public,5,49299.0,20.0,54130,22,50418.0,16.0,136172,University of North Florida,30.27194,-81.509144,11,15,0.5324,37074,0.6143506622,2,22,1
