code,title,unit_id,distance,school.type,credential.level,earnings.1_yr.overall_median_earnings,earnings.1_yr.working_not_enrolled.overall_count,earnings.4_yr.overall_median_earnings,earnings.4_yr.working_not_enrolled.overall_count,earnings.5_yr.overall_median_earnings,earnings.5_yr.working_not_enrolled.overall_count,id,school.name,location.lat,location.lon,latest.school.locale,latest.school.carnegie_size_setting,latest.admissions.admission_rate.overall,latest.student.demographics.median_family_income,latest.student.students_with_pell_grant,latest.school.open_admissions_policy,latest.student.demographics.age_entry,latest.school.title_iv.eligibility_type
1101,"Computer and Information Sciences, General.",133951,1,Public,5,80760.0,36.0,113980,37,110679.0,21.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1105,Computer Systems Analysis.,133951,1,Public,5,81138.0,34.0,106494,41,128418.0,16.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1110,Computer/Information Technology Administration and Management.,133951,1,Public,5,70928.0,34.0,98456,26,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1303,Curriculum and Instruction.,133951,3,Public,5,60563.0,81.0,66189,79,67933.0,28.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1304,Educational Administration and Supervision.,133951,1,Public,5,49116.0,85.0,63621,73,56530.0,78.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1310,Special Education and Teaching.,133951,3,Public,5,61563.0,56.0,66851,47,65074.0,18.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1311,Student Counseling and Personnel Services.,133951,1,Public,5,46820.0,52.0,58182,59,52765.0,39.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133951,1,Public,3,44522.0,312.0,53854,299,53006.0,233.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133951,1,Public,5,52399.0,32.0,57448,30,65885.0,21.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1313,"Teacher Education and Professional Development, Specific Subject Areas.",133951,1,Public,3,30578.0,86.0,42574,103,48429.0,63.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1313,"Teacher Education and Professional Development, Specific Subject Areas.",133951,1,Public,5,59039.0,24.0,56346,22,57578.0,53.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1405,Biomedical/Medical Engineering.,133951,1,Public,3,62254.0,73.0,88656,81,93714.0,57.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1408,Civil Engineering.,133951,1,Public,3,66215.0,150.0,84523,141,88016.0,48.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1409,Computer Engineering.,133951,3,Public,3,75210.0,122.0,101224,111,103462.0,70.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1409,Computer Engineering.,133951,3,Public,5,99961.0,23.0,118205,22,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1410,"Electrical, Electronics, and Communications Engineering.",133951,3,Public,3,71447.0,98.0,98697,107,95194.0,107.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1410,"Electrical, Electronics, and Communications Engineering.",133951,1,Public,5,64342.0,18.0,99172,17,124698.0,18.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1414,Environmental/Environmental Health Engineering.,133951,1,Public,3,64541.0,17.0,80650,23,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1419,Mechanical Engineering.,133951,1,Public,3,71335.0,169.0,93494,145,94520.0,134.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1435,Industrial Engineering.,133951,0,Public,5,88713.0,38.0,109744,57,81990.0,33.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1510,Construction Engineering Technology/Technician.,133951,1,Public,3,73602.0,82.0,99471,56,92297.0,36.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
1510,Construction Engineering Technology/Technician.,133951,3,Public,5,88085.0,24.0,101174,26,85371.0,37.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
2201,Law.,133951,0,Public,6,64813.0,195.0,105414,214,98756.0,228.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
2301,"English Language and Literature, General.",133951,2,Public,3,27037.0,137.0,47659,131,46248.0,136.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133951,1,Public,3,34418.0,303.0,49960,281,49791.0,91.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
2601,"Biology, General.",133951,2,Public,3,21529.0,338.0,46718,151,58495.0,290.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
2701,Mathematics.,133951,1,Public,3,49507.0,19.0,66041,16,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
3020,International/Globalization Studies.,133951,2,Public,5,53017.0,61.0,76658,54,79598.0,44.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
3099,"Multi/Interdisciplinary Studies, Other.",133951,0,Public,3,37745.0,190.0,55402,288,61634.0,67.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
3103,"Parks, Recreation, and Leisure Facilities Management.",133951,3,Public,3,29862.0,168.0,48814,192,43412.0,89.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
3801,Philosophy.,133951,1,Public,3,31583.0,17.0,43085,27,51471.0,20.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4005,Chemistry.,133951,1,Public,3,28660.0,51.0,57788,24,70638.0,56.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4005,Chemistry.,133951,1,Public,6,,,99213,18,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4201,"Psychology, General.",133951,2,Public,3,30218.0,946.0,49470,1075,48400.0,799.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4201,"Psychology, General.",133951,3,Public,5,41772.0,51.0,59992,40,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4301,Criminal Justice and Corrections.,133951,2,Public,3,36839.0,598.0,55830,557,55148.0,452.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4301,Criminal Justice and Corrections.,133951,3,Public,5,47591.0,25.0,63083,23,66533.0,28.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4303,Homeland Security.,133951,3,Public,5,78638.0,48.0,96373,43,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4404,Public Administration.,133951,2,Public,3,46281.0,100.0,62424,115,58006.0,84.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4404,Public Administration.,133951,3,Public,5,59096.0,119.0,79414,119,75770.0,66.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4407,Social Work.,133951,1,Public,3,41626.0,73.0,55923,122,41039.0,55.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4506,Economics.,133951,2,Public,3,42314.0,82.0,70022,89,75402.0,83.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4509,International Relations and National Security Studies.,133951,2,Public,3,33417.0,177.0,64399,186,51904.0,168.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4510,Political Science and Government.,133951,2,Public,3,26983.0,191.0,57996,178,53189.0,155.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
4511,Sociology.,133951,2,Public,3,31147.0,92.0,47538,99,48741.0,90.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5005,Drama/Theatre Arts and Stagecraft.,133951,1,Public,3,20113.0,35.0,33896,30,30242.0,24.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5007,Fine and Studio Arts.,133951,1,Public,3,22334.0,146.0,40653,140,30315.0,66.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5009,Music.,133951,1,Public,3,25484.0,44.0,50677,41,40864.0,31.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5102,Communication Disorders Sciences and Services.,133951,1,Public,5,56964.0,55.0,62173,65,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5107,Health and Medical Administrative Services.,133951,3,Public,3,39016.0,279.0,56867,320,55541.0,242.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5107,Health and Medical Administrative Services.,133951,3,Public,5,53360.0,81.0,67431,32,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133951,1,Public,5,99899.0,97.0,107595,93,57106.0,39.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5112,Medicine.,133951,1,Public,7,64154.0,205.0,95353,186,122935.0,66.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5112,Medicine.,133951,0,Public,8,,,71640,49,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5115,Mental and Social Health Services and Allied Professions.,133951,1,Public,5,52818.0,144.0,62347,131,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5122,Public Health.,133951,3,Public,5,53193.0,78.0,73457,70,68935.0,43.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5123,Rehabilitation and Therapeutic Professions.,133951,1,Public,5,63249.0,86.0,65492,90,76899.0,73.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5123,Rehabilitation and Therapeutic Professions.,133951,0,Public,6,,,90274,39,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5131,Dietetics and Clinical Nutrition Services.,133951,1,Public,3,29422.0,43.0,52470,94,58934.0,56.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5131,Dietetics and Clinical Nutrition Services.,133951,1,Public,5,56360.0,34.0,59871,35,74243.0,16.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133951,2,Public,3,78671.0,264.0,98635,269,93759.0,189.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133951,1,Public,5,114379.0,175.0,125543,196,174533.0,60.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5202,"Business Administration, Management and Operations.",133951,2,Public,3,43772.0,362.0,61256,295,66798.0,240.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5202,"Business Administration, Management and Operations.",133951,2,Public,5,76205.0,804.0,99549,825,96120.0,661.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5203,Accounting and Related Services.,133951,1,Public,3,54963.0,163.0,81923,319,80112.0,222.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5203,Accounting and Related Services.,133951,3,Public,5,70524.0,170.0,107540,177,100865.0,55.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5208,Finance and Financial Management Services.,133951,2,Public,3,51633.0,500.0,71355,441,76804.0,322.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5208,Finance and Financial Management Services.,133951,3,Public,5,74348.0,89.0,109647,80,91950.0,29.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5209,Hospitality Administration/Management.,133951,3,Public,3,33364.0,421.0,56667,454,49350.0,282.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5209,Hospitality Administration/Management.,133951,3,Public,5,40335.0,106.0,71050,78,59661.0,51.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5210,Human Resources Management and Services.,133951,2,Public,3,47062.0,115.0,67696,107,67099.0,77.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5210,Human Resources Management and Services.,133951,3,Public,5,60869.0,179.0,86476,141,66943.0,55.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5211,International Business.,133951,2,Public,3,45661.0,233.0,65054,205,64473.0,163.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5211,International Business.,133951,3,Public,5,60598.0,69.0,85495,67,82080.0,34.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5212,Management Information Systems and Services.,133951,1,Public,3,49506.0,44.0,85737,60,77468.0,57.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5212,Management Information Systems and Services.,133951,1,Public,5,88692.0,17.0,82442,35,98058.0,27.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5214,Marketing.,133951,2,Public,3,40839.0,389.0,64423,343,62558.0,151.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5214,Marketing.,133951,3,Public,5,62135.0,185.0,76368,156,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5215,Real Estate.,133951,1,Public,5,57622.0,63.0,83465,65,,,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
5401,History.,133951,2,Public,3,31835.0,40.0,56676,56,49239.0,37.0,133951,Florida International University,25.75732,-80.373928,21,15,0.5466,23924,0.8131269705,2,23,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133960,3,Public,2,30933.0,25.0,42831,48,45818.0,62.0,133960,The College of the Florida Keys,24.582748,-81.74446,33,6,,26806,0.7445783133,1,26,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133960,1,Public,2,63813.0,29.0,70379,36,80004.0,27.0,133960,The College of the Florida Keys,24.582748,-81.74446,33,6,,26806,0.7445783133,1,26,1
1310,Special Education and Teaching.,133979,1,"Private, nonprofit",5,69656.0,23.0,82237,26,,,133979,Florida Memorial University,25.918278,-80.270753,21,8,0.8526,20624,0.9066366704,2,20,1
4201,"Psychology, General.",133979,1,"Private, nonprofit",3,27548.0,23.0,29042,26,39525.0,22.0,133979,Florida Memorial University,25.918278,-80.270753,21,8,0.8526,20624,0.9066366704,2,20,1
4301,Criminal Justice and Corrections.,133979,1,"Private, nonprofit",3,,,45656,24,46122.0,40.0,133979,Florida Memorial University,25.918278,-80.270753,21,8,0.8526,20624,0.9066366704,2,20,1
4407,Social Work.,133979,1,"Private, nonprofit",3,,,45821,23,,,133979,Florida Memorial University,25.918278,-80.270753,21,8,0.8526,20624,0.9066366704,2,20,1
5135,Somatic Bodywork and Related Therapeutic Services.,134024,1,"Private, for-profit",1,18231.0,119.0,27444,104,19023.0,98.0,134024,Florida School of Massage,29.593428,-82.338273,41,-2,,17131,0.6682692308,1,30,1
0909,"Public Relations, Advertising, and Applied Communication.",134079,1,"Private, nonprofit",3,35023.0,53.0,52796,56,58724.0,51.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
1107,Computer Science.,134079,1,"Private, nonprofit",3,,,82328,19,,,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
1303,Curriculum and Instruction.,134079,2,"Private, nonprofit",5,49484.0,28.0,54810,17,,,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
1304,Educational Administration and Supervision.,134079,1,"Private, nonprofit",5,61287.0,21.0,62793,30,,,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",134079,2,"Private, nonprofit",3,46088.0,41.0,49315,45,49693.0,60.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
2601,"Biology, General.",134079,1,"Private, nonprofit",3,29222.0,27.0,58782,30,54842.0,45.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
2609,"Physiology, Pathology and Related Sciences.",134079,1,"Private, nonprofit",3,,,38358,16,50864.0,18.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
2613,"Ecology, Evolution, Systematics, and Population Biology.",134079,1,"Private, nonprofit",3,26616.0,27.0,43549,20,,,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
4201,"Psychology, General.",134079,1,"Private, nonprofit",3,28316.0,41.0,53344,51,52304.0,41.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
4504,Criminology.,134079,1,"Private, nonprofit",3,39713.0,19.0,49829,27,51091.0,29.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
4510,Political Science and Government.,134079,1,"Private, nonprofit",3,,,57128,21,,,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
5005,Drama/Theatre Arts and Stagecraft.,134079,1,"Private, nonprofit",3,22336.0,28.0,51925,22,,,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134079,1,"Private, nonprofit",3,75019.0,77.0,93335,84,80669.0,55.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134079,1,"Private, nonprofit",5,99583.0,83.0,115730,106,127534.0,37.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
5202,"Business Administration, Management and Operations.",134079,2,"Private, nonprofit",3,43581.0,98.0,65104,118,57423.0,118.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
5202,"Business Administration, Management and Operations.",134079,2,"Private, nonprofit",5,70996.0,26.0,96708,40,80712.0,32.0,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
5203,Accounting and Related Services.,134079,2,"Private, nonprofit",3,36669.0,21.0,72480,43,,,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
5203,Accounting and Related Services.,134079,1,"Private, nonprofit",5,68286.0,18.0,76905,16,,,134079,Florida Southern College,28.032443,-81.948203,12,14,0.6442,66112,0.4608177172,2,21,1
0301,Natural Resources Conservation and Research.,134097,1,Public,3,30146.0,161.0,54288,188,48084.0,78.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
0403,"City/Urban, Community, and Regional Planning.",134097,1,Public,5,59403.0,42.0,78175,37,75207.0,39.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
0501,Area Studies.,134097,1,Public,3,,,67110,20,49465.0,21.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
0901,Communication and Media Studies.,134097,0,Public,4,42081.0,23.0,68613,24,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
0907,"Radio, Television, and Digital Communication.",134097,1,Public,3,32227.0,183.0,60876,212,65909.0,132.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
0909,"Public Relations, Advertising, and Applied Communication.",134097,1,Public,3,41060.0,98.0,65941,121,57845.0,114.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
0909,"Public Relations, Advertising, and Applied Communication.",134097,2,Public,5,51722.0,52.0,77547,51,71309.0,49.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1101,"Computer and Information Sciences, General.",134097,1,Public,3,61376.0,381.0,93727,409,87830.0,330.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1101,"Computer and Information Sciences, General.",134097,2,Public,5,81834.0,66.0,126240,76,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1104,Information Science/Studies.,134097,2,Public,5,48254.0,110.0,55518,129,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1303,Curriculum and Instruction.,134097,2,Public,5,50839.0,95.0,56672,72,55976.0,99.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1304,Educational Administration and Supervision.,134097,0,Public,1,,,64342,22,58744.0,31.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1304,Educational Administration and Supervision.,134097,0,Public,4,,,88020,18,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1304,Educational Administration and Supervision.,134097,2,Public,5,51647.0,67.0,66020,55,64795.0,50.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1304,Educational Administration and Supervision.,134097,2,Public,6,84466.0,31.0,102524,36,88469.0,18.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1304,Educational Administration and Supervision.,134097,3,Public,8,67767.0,21.0,74682,21,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1305,Educational/Instructional Media Design.,134097,2,Public,5,62599.0,24.0,77041,31,75139.0,29.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1310,Special Education and Teaching.,134097,1,Public,3,,,57573,40,53954.0,26.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1311,Student Counseling and Personnel Services.,134097,2,Public,5,57059.0,40.0,59114,37,50981.0,44.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1311,Student Counseling and Personnel Services.,134097,2,Public,8,56738.0,39.0,58256,37,51196.0,44.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",134097,1,Public,3,45696.0,31.0,51863,96,49914.0,134.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1313,"Teacher Education and Professional Development, Specific Subject Areas.",134097,1,Public,3,50610.0,51.0,57287,85,51417.0,106.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1313,"Teacher Education and Professional Development, Specific Subject Areas.",134097,2,Public,5,60227.0,60.0,66411,48,57133.0,28.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1313,"Teacher Education and Professional Development, Specific Subject Areas.",134097,1,Public,6,51400.0,19.0,70860,24,77682.0,17.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1407,Chemical Engineering.,134097,1,Public,3,70797.0,76.0,90815,84,98253.0,70.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1408,Civil Engineering.,134097,1,Public,3,67050.0,101.0,84340,103,86289.0,108.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1409,Computer Engineering.,134097,1,Public,3,78941.0,26.0,114802,22,102516.0,22.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1410,"Electrical, Electronics, and Communications Engineering.",134097,1,Public,3,72425.0,47.0,93740,45,96486.0,44.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1419,Mechanical Engineering.,134097,1,Public,3,62021.0,105.0,89622,129,92658.0,121.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1419,Mechanical Engineering.,134097,1,Public,5,89017.0,17.0,113967,18,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1435,Industrial Engineering.,134097,1,Public,3,76426.0,24.0,96504,33,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1603,"East Asian Languages, Literatures, and Linguistics.",134097,1,Public,3,32027.0,16.0,44502,16,47733.0,22.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1609,"Romance Languages, Literatures, and Linguistics.",134097,1,Public,3,28603.0,37.0,51157,50,46053.0,58.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1612,"Classics and Classical Languages, Literatures, and Linguistics.",134097,1,Public,3,,,50542,23,46695.0,19.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1907,"Human Development, Family Studies, and Related Services.",134097,1,Public,3,29690.0,166.0,62663,185,53416.0,181.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
1909,Apparel and Textiles.,134097,1,Public,3,41130.0,169.0,64807,182,59543.0,184.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
2201,Law.,134097,1,Public,7,62854.0,272.0,98060,294,95460.0,342.0,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
2202,Legal Research and Advanced Professional Studies.,134097,0,Public,4,74141.0,53.0,143942,20,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
2202,Legal Research and Advanced Professional Studies.,134097,2,Public,5,80899.0,62.0,100339,17,,,134097,Florida State University,30.443147,-84.295064,12,15,0.2422,43729,0.5975318884,2,20,1
