program_percentage_resources,program_percentage_architecture,program_percentage_ethnic_cultural_gender,program_percentage_communication,program_percentage_communications_technology,program_percentage_computer,program_percentage_personal_culinary,program_percentage_education,program_percentage_engineering,program_percentage_engineering_technology,program_percentage_language,program_percentage_family_consumer_science,program_percentage_legal,program_percentage_english,program_percentage_humanities,program_percentage_library,program_percentage_biological,program_percentage_mathematics,program_percentage_military,program_percentage_multidiscipline,program_percentage_parks_recreation_fitness,program_percentage_philosophy_religious,program_percentage_theology_religious_vocation,program_percentage_physical_science,program_percentage_science_technology,program_percentage_psychology,program_percentage_security_law_enforcement,program_percentage_public_administration_social_service,program_percentage_social_science,program_percentage_construction,program_percentage_mechanic_repair_technology,program_percentage_precision_production,program_percentage_transportation,program_percentage_visual_performing,program_percentage_health,program_percentage_business_marketing,program_percentage_history,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,program_reporter_programs_offered,student_faculty_ratio,endowment_begin,endowment_end,dolflag,school_name,unit_id,has_endowment
0.0,0.0,0.0,0.0,0.0,0.0688,0.2275,0.0,0.0,0.0899,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1005,0.1429,0.0,0.0,0.0265,0.328,0.0,0.0,18133.0,,,21.0,15.0,,,0.0,Lindsey Hopkins Technical College,135294,0
0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,3482.0,,,11.0,20.0,,,0.0,Loraines Academy & Spa,135337,0
0.0,0.0,0.0,0.0006,0.0,0.044,0.0,0.0463,0.0,0.0062,0.0,0.0034,0.0062,0.0,0.5703,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0056,0.0,0.0339,0.0,0.0,0.0051,0.0,0.0,0.0,0.0006,0.2134,0.0638,0.0,7445.0,7085.0,0.3742,,23.0,73521264.0,73521265.0,1.0,State College of Florida-Manatee-Sarasota,135391,1
0.0,0.0,0.0,0.0,0.0269,0.0382,0.3333,0.0,0.0,0.1055,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0393,0.0864,0.0572,0.0,0.0034,0.1785,0.0123,0.0,8020.0,,,55.0,10.0,,,1.0,Manatee Technical College,135407,0
0.0,0.0,0.0,0.0,0.0086,0.0688,0.0774,0.0,0.0,0.0774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0487,0.2178,0.0602,0.0,0.0,0.4384,0.0029,0.0,7091.0,,,22.0,16.0,,,1.0,Traviss Technical College,135522,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.0,,,4.0,9.0,,,0.0,Merryfield Academy,135559,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1866,0.244,0.0431,0.3876,0.0,0.1053,0.0,0.0,6602.0,,,17.0,13.0,,,0.0,Miami Lakes Educational Center and Technical College,135647,0
0.0,0.0004,0.0,0.0,0.0049,0.0394,0.0089,0.007,0.0,0.0031,0.0,0.0033,0.0017,0.0,0.3144,0.0,0.0018,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0001,0.0,0.0328,0.0,0.0,0.0,0.0016,0.0,0.0025,0.0152,0.0856,0.4736,0.0,5021.0,8057.0,0.1899,,22.0,270731154.0,282065101.0,1.0,Miami Dade College,135717,1
0.0231,0.0308,0.002,0.0951,0.0,0.0251,0.0,0.0114,0.0529,0.0,0.0013,0.004,0.0154,0.0084,0.0097,0.0,0.0975,0.005,0.0,0.002,0.0248,0.003,0.0,0.0154,0.0,0.0549,0.0,0.0007,0.0931,0.0,0.0,0.0,0.0,0.066,0.147,0.2046,0.0067,36040.0,16043.0,0.7078,,11.0,1365713194.0,1589857455.0,0.0,University of Miami,135726,1
0.0,0.0,0.0,0.023,0.0207,0.0484,0.1889,0.0,0.0,0.0806,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.1567,0.0899,0.1313,0.0576,0.0,0.0507,0.0,8186.0,,,39.0,14.0,,,1.0,Orange Technical College-South Campus,135735,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7119.0,,,2.0,6.0,,,0.0,Paul Mitchell the School-Jacksonville,136109,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0471,0.0,0.0,0.3744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0561,0.0,0.0,0.0,0.0022,0.0,0.1345,0.0,0.2623,0.1143,0.0,6999.0,5903.0,0.5161,,20.0,3873255.0,4362109.0,1.0,North Florida College,136145,1
0.0,0.0,0.0012,0.0527,0.0,0.0634,0.0,0.0404,0.0407,0.0241,0.0081,0.0,0.0,0.0172,0.0576,0.0,0.0506,0.0087,0.0,0.034,0.0221,0.0035,0.0,0.0049,0.0,0.0922,0.0384,0.0079,0.0378,0.0,0.0,0.0,0.0,0.0297,0.1912,0.1656,0.0079,8135.0,9595.0,0.9828,,19.0,134214881.0,147998667.0,1.0,University of North Florida,136172,1
0.0071,0.0,0.0,0.0091,0.0,0.0197,0.0,0.0343,0.0045,0.0,0.0,0.0161,0.0136,0.002,0.0126,0.0,0.2807,0.0025,0.0,0.0045,0.0328,0.001,0.0,0.005,0.0,0.06,0.0131,0.002,0.0106,0.0,0.0,0.0,0.0,0.0126,0.3664,0.0892,0.0005,18297.0,11462.0,0.482,,16.0,224941000.0,252077000.0,1.0,Nova Southeastern University,136215,1
0.0,0.0,0.0,0.0,0.0,0.0309,0.0108,0.0251,0.0,0.0129,0.0,0.0057,0.0014,0.0,0.4978,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.1114,0.0,0.0,0.0014,0.0108,0.0251,0.0,0.0036,0.1659,0.0884,0.0,7556.0,6280.0,0.3218,,22.0,60824111.0,68141263.0,1.0,Northwest Florida State College,136233,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.9841,0.0,0.0,4000.0,,,12.0,2.0,,,1.0,Orange Technical College,136303,0
0.0,0.0,0.0,0.0773,0.0,0.0177,0.0,0.0353,0.0,0.0,0.0,0.0022,0.0088,0.0199,0.0375,0.0,0.0596,0.0022,0.0,0.0022,0.0574,0.0044,0.0419,0.0132,0.0,0.0993,0.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0971,0.1545,0.2406,0.0132,12213.0,9265.0,1.0,,13.0,101717017.0,109770462.0,0.0,Palm Beach Atlantic University,136330,1
0.0029,0.0,0.0,0.0,0.0,0.0396,0.0467,0.0064,0.0,0.0186,0.0,0.0075,0.0035,0.0,0.5114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0679,0.0135,0.0,0.0042,0.0148,0.0066,0.0,0.0084,0.1677,0.0765,0.0,4699.0,7015.0,0.3414,,31.0,22961406.0,22628141.0,1.0,Palm Beach State College,136358,1
0.0,0.0,0.0,0.0022,0.006,0.0467,0.0,0.0043,0.0,0.0141,0.0,0.0,0.0049,0.0,0.5095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0913,0.0,0.0,0.0,0.0,0.0038,0.0005,0.0016,0.1966,0.1184,0.0,5389.0,4014.0,1.0,,22.0,60599833.0,63270645.0,1.0,Pasco-Hernando State College,136400,1
0.0,0.0021,0.0,0.0,0.0,0.0911,0.1107,0.0021,0.0,0.038,0.0,0.0092,0.0025,0.0,0.3471,0.0,0.0,0.0,0.0,0.0038,0.0017,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,0.005,0.0,0.015,0.0368,0.0008,0.1934,0.1287,0.0,5812.0,5995.0,0.3821,,25.0,15654396.0,16730724.0,1.0,Pensacola State College,136473,1
0.0,0.0,0.0,0.0,0.0,0.1151,0.1565,0.0,0.0,0.0162,0.0,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629,0.1709,0.1079,0.0,0.0162,0.1223,0.036,0.0,7815.0,,,25.0,8.0,,,1.0,Pinellas Technical College-Clearwater,136491,0
0.0,0.0,0.0,0.0043,0.0027,0.0286,0.0,0.0216,0.0,0.014,0.0,0.0156,0.0,0.0,0.4283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402,0.0,0.0,0.0,0.0,0.0,0.0221,0.0,0.1764,0.1462,0.0,6640.0,7338.0,0.3894,,19.0,31957923.0,35355528.0,1.0,Polk State College,136516,1
0.0,0.0,0.0,0.0,0.0,0.1165,0.034,0.0,0.0,0.1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1408,0.2524,0.1796,0.0,0.0,0.1311,0.0,0.0,6557.0,,,15.0,17.0,,,1.0,Radford M Locklin Technical College,136659,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22052.0,6803.0,0.75,,,36222986.0,39451689.0,0.0,Saint Vincent de Paul Regional Seminary,136701,1
0.0,0.0,0.0,0.0,0.0,0.0158,0.277,0.0,0.0,0.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398,0.0,0.0,0.1161,0.066,0.0686,0.0,0.0,0.2507,0.0106,0.0,4390.0,,,,20.0,,,1.0,Ridge Technical College,136765,0
0.0,0.0,0.0,0.0,0.3592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6253,0.0,0.0,0.0,20516.0,9869.0,0.7543,,11.0,60957594.0,70500683.0,0.0,Ringling College of Art and Design,136774,1
0.0,0.0,0.0,0.0,0.0226,0.0387,0.2645,0.0,0.0,0.0774,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.1806,0.0613,0.0,0.029,0.3,0.0,0.0,11997.0,,,20.0,18.0,,,1.0,Robert Morgan Educational Center and Technical College,136826,0
0.0323,0.0,0.0018,0.1185,0.0,0.0341,0.0,0.0359,0.0,0.0,0.0054,0.0,0.0,0.0359,0.0018,0.0,0.0467,0.0108,0.0,0.0036,0.0,0.0144,0.0,0.0108,0.0,0.07,0.0,0.0,0.1311,0.0,0.0,0.0,0.0,0.0844,0.0054,0.3447,0.0126,13624.0,10589.0,0.8165,,12.0,443592000.0,484716000.0,0.0,Rollins College,136950,1
0.0,0.0,0.0,0.0,0.0,0.0,0.2761,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0709,0.056,0.0,0.0,0.2425,0.0,0.0,9386.0,,,16.0,15.0,,,1.0,First Coast Technical College,137023,0
0.0,0.0,0.0,0.0082,0.0,0.0933,0.0,0.0649,0.0045,0.0,0.0,0.0,0.0,0.0052,0.0873,0.0,0.0216,0.0007,0.0,0.0097,0.0149,0.0082,0.0067,0.0,0.0,0.141,0.1843,0.0261,0.0261,0.0,0.0,0.0,0.0,0.0007,0.0216,0.2709,0.0037,4336.0,8688.0,0.1773,,25.0,72926228.0,76085828.0,0.0,Saint Leo University,137032,1
0.0054,0.002,0.0,0.0015,0.0065,0.1382,0.0063,0.0285,0.0,0.0097,0.0,0.0045,0.011,0.0,0.4403,0.0,0.0039,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0024,0.0,0.0623,0.0047,0.0,0.0,0.0,0.0,0.0,0.0067,0.1549,0.0947,0.0,4904.0,8038.0,0.2528,,25.0,34789052.0,37956812.0,1.0,St Petersburg College,137078,1
0.0,0.0,0.0,0.0,0.0059,0.0162,0.1897,0.0,0.0,0.1397,0.0,0.2118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279,0.0,0.0,0.0471,0.0574,0.0279,0.0824,0.0088,0.1853,0.0,0.0,6362.0,,,28.0,7.0,,,1.0,Pinellas Technical College-St. Petersburg,137087,0
0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.0055,0.0,0.0055,0.0,0.0006,0.0046,0.0,0.6289,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0144,0.0,0.0,0.0186,0.0024,0.0064,0.0,0.0034,0.181,0.0361,0.0,5501.0,6821.0,0.3309,,18.0,37315756.0,37620846.0,1.0,Santa Fe College,137096,1
0.0,0.0,0.0,0.0,0.0192,0.0288,0.1701,0.0,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2209,0.0,0.0,0.0878,0.0617,0.0014,0.0,0.0,0.3567,0.0178,0.0,9394.0,,,30.0,6.0,,,1.0,Suncoast Technical College,137120,0
0.0,0.0,0.0,0.0106,0.0044,0.0644,0.0002,0.012,0.0,0.0872,0.0,0.0047,0.0026,0.0,0.3256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615,0.0,0.0522,0.0,0.0,0.0089,0.0066,0.0009,0.0,0.0248,0.1554,0.1782,0.0,5460.0,7222.0,0.3339,,29.0,13629161.0,15401232.0,1.0,Seminole State College of Florida,137209,1
0.0,0.0,0.0,0.0,0.0,0.0727,0.2628,0.0,0.0,0.051,0.0,0.0673,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304,0.0847,0.0,0.177,0.0,0.2215,0.0228,0.0,7756.0,,,35.0,15.0,,,1.0,Sheridan Technical College,137245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29058.0,3586.0,0.4516,,4.0,10926801.0,11010237.0,0.0,St. John Vianney College Seminary,137272,1
0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0232,0.0,0.0133,0.0,0.0,0.0,0.0,0.5527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0747,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.2174,0.0971,0.0,4989.0,6135.0,0.9348,,19.0,3389842.0,3411111.0,1.0,Saint Johns River State College,137281,1
0.0,0.0,0.0,0.0,0.0,0.0102,0.0233,0.0145,0.0,0.0305,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0858,0.0,0.0,0.0291,0.0131,0.0015,0.0,0.0,0.3401,0.077,0.0,9471.0,6274.0,0.3086,,16.0,14728684.0,17896680.0,1.0,South Florida State College,137315,1
0.0154,0.0,0.0004,0.0487,0.0,0.0582,0.0,0.0287,0.0534,0.0,0.0048,0.0,0.0,0.0146,0.0404,0.0,0.1195,0.0071,0.0,0.0018,0.0,0.0022,0.0,0.014,0.0,0.0885,0.0,0.0142,0.1143,0.0,0.0,0.0,0.0,0.0207,0.1731,0.1691,0.011,13361.0,11342.0,0.7308,,22.0,637874759.0,708333328.0,1.0,University of South Florida,137351,1
0.0,0.0,0.0,0.0084,0.0,0.023,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0293,0.0105,0.0,0.0105,0.0042,0.0042,0.0021,0.0042,0.0,0.0293,0.0669,0.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.4561,0.3243,0.0,5550.0,8625.0,1.0,,17.0,37800542.0,42969520.0,0.0,St. Thomas University,137476,1
0.0313,0.0,0.0066,0.0559,0.0,0.0411,0.0,0.0345,0.0,0.0,0.0099,0.0,0.0,0.0197,0.0,0.0,0.0691,0.0082,0.0,0.0,0.0,0.0099,0.0,0.0099,0.0,0.0938,0.0,0.0,0.1086,0.0,0.0,0.0,0.0,0.1003,0.102,0.2796,0.0181,14922.0,11041.0,0.6604,,10.0,363648117.0,390513055.0,1.0,Stetson University,137546,1
0.0,0.0,0.0,0.0564,0.0,0.0,0.0,0.0487,0.0,0.0,0.0,0.0,0.0051,0.0077,0.1016,0.0,0.0188,0.0026,0.0,0.0128,0.0521,0.0,0.3083,0.0,0.0,0.0863,0.0205,0.0333,0.006,0.0,0.0,0.0,0.0034,0.0376,0.0427,0.1563,0.0,3698.0,7041.0,1.0,,19.0,9770732.0,10946366.0,0.0,Southeastern University,137564,1
0.0,0.0,0.0,0.0,0.0,0.0,0.9134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866,0.0,0.0,7919.0,,,8.0,9.0,,,0.0,Bene's Career Academy,137591,0
0.0,0.0,0.0,0.0,0.0,0.0687,0.2443,0.0,0.0,0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382,0.0305,0.1603,0.0,0.0,0.4198,0.0,0.0,9384.0,,,17.0,8.0,,,1.0,Riveroak Technical College,137713,0
0.0,0.0,0.0,0.0,0.0,0.0355,0.0,0.0107,0.0,0.0095,0.0,0.0358,0.0063,0.0,0.6588,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0956,0.0,0.0,0.0,0.0,0.0051,0.008,0.0,0.1105,0.0232,0.0,5224.0,5811.0,0.2995,,25.0,15799793.0,18890072.0,1.0,Tallahassee State College,137759,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55953.0,4465.0,0.5833,,4.0,,,0.0,Talmudic College of Florida,137777,0
0.0118,0.0,0.0,0.094,0.0005,0.0323,0.0,0.0241,0.0,0.0,0.0014,0.0,0.0,0.0082,0.0032,0.0,0.0841,0.0041,0.0,0.0041,0.0373,0.0014,0.0,0.0059,0.0,0.0541,0.0055,0.0,0.095,0.0,0.0,0.0,0.0,0.0527,0.1249,0.3489,0.0068,8718.0,10846.0,1.0,,17.0,62287141.0,77125061.0,0.0,The University of Tampa,137847,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923,0.25,0.0,0.0,0.3558,0.0,0.0,10353.0,,,13.0,15.0,,,1.0,Big Bend Technical College,137856,0
0.0,0.0,0.0,0.0,0.0,0.094,0.1203,0.0,0.0,0.1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602,0.218,0.1353,0.0,0.0,0.2368,0.0,0.0,4899.0,,,19.0,16.0,,,1.0,Tom P. Haney Technical College,137865,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.44,0.0,0.0,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467,0.0,2321.0,5460.0,0.2059,,11.0,102078.0,113952.0,0.0,Trinity Baptist College,137953,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.2708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,4599.0,5600.0,0.3478,,12.0,590400.0,956171.0,0.0,Trinity College of Florida,137962,1
0.0,0.0,0.0,0.0025,0.0112,0.0958,0.0247,0.0026,0.0,0.0259,0.0,0.0,0.0023,0.0,0.3788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.058,0.3461,0.0,4131.0,7578.0,0.288,,27.0,83702462.0,92637713.0,1.0,Valencia College,138187,1
0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.1018,0.0,0.0,0.0,0.0,0.0,0.006,0.1677,0.0,0.018,0.0,0.0,0.0,0.1557,0.0,0.0299,0.0,0.0,0.0479,0.0419,0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2994,0.006,5418.0,5033.0,0.3364,,13.0,6803290.0,3585301.0,0.0,Warner University,138275,1
0.0,0.0,0.0,0.0087,0.0087,0.0609,0.0913,0.0,0.0,0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3913,0.0,0.0,0.0304,0.0217,0.0435,0.0826,0.0043,0.2261,0.0,0.0,9880.0,,,29.0,10.0,,,1.0,Florida Panhandle Technical College,138284,0
0.0,0.0,0.0,0.0769,0.0,0.0559,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2797,0.0,0.0,0.0,0.0,0.0559,0.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.3566,0.0,3881.0,5063.0,0.2784,,17.0,6686291.0,7426153.0,0.0,Webber International University,138293,1
0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.1606,0.0027,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0289,0.0,0.0,0.0,0.0,0.0,0.0258,0.6003,0.1267,0.0,3342.0,6913.0,0.1895,,10.0,,,1.0,Rasmussen University-Florida,138309,0
0.011,0.0,0.0,0.0322,0.0,0.0447,0.0,0.0337,0.0359,0.0135,0.0,0.0,0.0161,0.0187,0.1992,0.0,0.052,0.0037,0.0,0.0154,0.0443,0.0011,0.0,0.0103,0.0,0.0677,0.0304,0.0172,0.0286,0.0,0.0,0.0,0.0,0.0286,0.1813,0.1044,0.0103,6911.0,10653.0,1.0,,22.0,92870276.0,108127993.0,1.0,University of West Florida,138354,1
0.0,0.0,0.0,0.0,0.0,0.0,0.5816,0.0,0.0,0.0753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1046,0.0042,0.0669,0.0,0.0,0.046,0.0,0.0,5641.0,,,14.0,19.0,,,1.0,Orange Technical College-West Campus,138372,0
0.0,0.0,0.0,0.0419,0.0271,0.1256,0.0961,0.0074,0.0,0.0172,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2315,0.0,0.0,0.0,0.0764,0.0616,0.0,0.0567,0.2266,0.0246,0.0,5972.0,,,35.0,15.0,,,1.0,William T McFatter Technical College,138479,0
0.0,0.0,0.0,0.075,0.0,0.2188,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1938,0.0,0.0,0.0,0.0688,0.2563,0.1125,0.0,4858.0,,,20.0,29.0,,,1.0,Orange Technical College-East Campus,138488,0
0.0,0.0,0.0,0.0,0.0,0.125,0.0976,0.0,0.0,0.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4055,0.0,0.0,0.0427,0.0274,0.1037,0.0,0.0,0.0823,0.0,0.0,8810.0,,,16.0,8.0,,,1.0,Withlacoochee Technical College,138497,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12091.0,,,9.0,14.0,,,0.0,Robert Fiance Beauty Schools,186274,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8469,0.0,0.0,2195.0,5921.0,,,15.0,,,1.0,City College-Hollywood,244233,0
0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0,0.0,7545.0,3813.0,,7.0,15.0,,,1.0,Meridian College,244279,0
0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.4638,0.0,0.0,0.0,0.0,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21232.0,10340.0,0.844,,8.0,48064213.0,48987288.0,0.0,New College of Florida,262129,1
0.0,0.0,0.0,0.0,0.0,0.0,0.9645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0355,0.0,0.0,5689.0,,,5.0,12.0,,,0.0,Aveda Institute-Fort Myers,362700,0
