program_percentage_resources,program_percentage_architecture,program_percentage_ethnic_cultural_gender,program_percentage_communication,program_percentage_communications_technology,program_percentage_computer,program_percentage_personal_culinary,program_percentage_education,program_percentage_engineering,program_percentage_engineering_technology,program_percentage_language,program_percentage_family_consumer_science,program_percentage_legal,program_percentage_english,program_percentage_humanities,program_percentage_library,program_percentage_biological,program_percentage_mathematics,program_percentage_military,program_percentage_multidiscipline,program_percentage_parks_recreation_fitness,program_percentage_philosophy_religious,program_percentage_theology_religious_vocation,program_percentage_physical_science,program_percentage_science_technology,program_percentage_psychology,program_percentage_security_law_enforcement,program_percentage_public_administration_social_service,program_percentage_social_science,program_percentage_construction,program_percentage_mechanic_repair_technology,program_percentage_precision_production,program_percentage_transportation,program_percentage_visual_performing,program_percentage_health,program_percentage_business_marketing,program_percentage_history,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,program_reporter_programs_offered,student_faculty_ratio,endowment_begin,endowment_end,dolflag,school_name,unit_id,has_endowment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7534.0,3599.0,,,12.0,,,0.0,Yeshivah Gedolah Rabbinical College,363712,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3421,0.0,0.0,0.2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4474,0.0,7128.0,4103.0,0.6154,,18.0,,,0.0,South Florida Bible College and Theological Seminary,366003,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6127,0.0,0.0,5812.0,5616.0,0.5,,20.0,,,1.0,Southern Technical College,366553,0
0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0,0.0,0.0,0.6598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.1025,0.0082,0.0,2884.0,,,6.0,15.0,,,1.0,H W Brewster Technical College,367875,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3356.0,5963.0,,18.0,15.0,,,0.0,Universal Technical Institute-Orlando,369400,0
0.0,0.0,0.0,0.0,0.0,0.1124,0.2219,0.0,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545,0.1152,0.0646,0.0,0.0,0.2865,0.0253,0.0,1446.0,,,23.0,20.0,,,1.0,Erwin Technical College,369419,0
0.0,0.0,0.0,0.0,0.0,0.0,0.8116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884,0.0,0.0,3631.0,,,9.0,7.0,,,0.0,Academy of Cosmetology,372462,0
0.0,0.0,0.0,0.0,0.0,0.0,0.8813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1187,0.0,0.0,4084.0,,,7.0,15.0,,,0.0,Artistic Nails and Beauty Academy-Tampa,378886,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3213.0,,,3.0,17.0,,,1.0,National Aviation Academy of Tampa Bay,378956,0
0.0,0.0,0.0,0.0,0.0,0.0,0.9593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407,0.0,0.0,6746.0,,,6.0,20.0,,,0.0,La Belle Beauty Academy,383163,0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.1583,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.2833,0.0,9122.0,6234.0,1.0,,12.0,1863582.0,2278773.0,0.0,Beacon College,384254,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5928.0,,,6.0,10.0,,,0.0,The Salon Professional Academy-Melbourne,385132,0
0.0778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.1833,0.0,0.2944,0.3917,0.0,5573.0,5277.0,0.2671,,17.0,,,0.0,Everglades University,385619,0
0.0,0.0,0.0,0.0,0.0,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9273,0.0212,0.0,5219.0,7718.0,0.2069,,16.0,,,0.0,Herzing University-Orlando,386472,0
0.0,0.0,0.0,0.0,0.0,0.0,0.5614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4386,0.0,0.0,1891.0,,,4.0,,,,0.0,Cortiva Institute,387925,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3747.0,4167.0,0.36,,10.0,,,0.0,Schiller International University,404338,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8005.0,6712.0,0.5938,,12.0,,,1.0,Galen College of Nursing-Tampa Bay,406024,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3907.0,,,1.0,9.0,,,0.0,Sarasota School of Massage Therapy,406149,0
0.0,0.0,0.0,0.0,0.0,0.0381,0.0,0.0063,0.0,0.0,0.0,0.0,0.0159,0.0,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6095,0.1651,0.0,2747.0,4619.0,0.3814,,20.0,,,0.0,Florida National University-Main Campus,408844,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,,,3.0,1.0,,,0.0,Nouvelle Institute,409032,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7204.0,8372.0,0.625,3.0,28.0,,,1.0,Academy for Nursing and Health Occupations,412173,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4972.0,6949.0,,,15.0,,,0.0,City College-Altamonte Springs,417327,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12841.0,,,1.0,8.0,,,0.0,HCA Florida Mercy Hospital School of Practical Nursing,419217,0
0.0,0.0,0.0,0.0,0.0,0.0197,0.1957,0.0,0.0,0.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2101,0.0,0.0,0.0215,0.0269,0.0969,0.1185,0.0,0.2765,0.009,0.0,11600.0,,,22.0,9.0,,,1.0,Marion Technical College,419226,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10388.0,4942.0,0.2278,4.0,25.0,,,0.0,Compu-Med Vocational Careers Corp,423120,0
0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0468,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.1702,0.0,0.5313,0.0,0.0,0.1986,0.0,5693.0,9064.0,0.2097,,23.0,6465000.0,7350000.0,1.0,Embry-Riddle Aeronautical University-Worldwide,426314,1
0.0,0.0,0.0,0.0,0.0277,0.0554,0.0554,0.0,0.0,0.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138,0.0,0.0,0.0308,0.1077,0.0523,0.0,0.0,0.3815,0.0523,0.0,6039.0,,,22.0,10.0,,,1.0,Osceola Technical College,427991,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11297.0,,,,8.0,,,0.0,Miami Ad School,428000,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967,0.0033,0.0,6006.0,6430.0,0.4175,,12.0,,,1.0,Southeastern College-West Palm Beach,428170,0
0.0,0.0,0.0,0.0,0.0,0.0,0.2373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7627,0.0,0.0,4701.0,,,3.0,46.0,,,0.0,Praxis Institute,430582,0
0.0,0.0,0.0,0.0,0.0426,0.1016,0.1836,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5213,0.0,0.0,9224.0,,,15.0,15.0,,,1.0,Cape Coral Technical College,431558,0
0.0,0.0,0.0,0.0,0.0,0.1564,0.2058,0.0,0.0,0.2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1193,0.1276,0.037,0.0,0.0,0.1358,0.0,0.0,7142.0,,,14.0,11.0,,,1.0,Okaloosa Technical College,433068,0
0.0264,0.0,0.0,0.0512,0.0,0.0061,0.0,0.0433,0.0421,0.013,0.0,0.0,0.0203,0.0121,0.1009,0.0,0.0454,0.0055,0.0,0.0809,0.0167,0.003,0.0,0.0033,0.0,0.0891,0.0606,0.0139,0.0251,0.0,0.0,0.0,0.0,0.0318,0.1021,0.2005,0.0067,7517.0,9789.0,0.6719,,20.0,95628690.0,103836772.0,1.0,Florida Gulf Coast University,433660,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133.0,4348.0,,,,,,0.0,Florida College of Integrative Medicine,434441,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757,0.0243,0.0,944.0,,0.1379,18.0,20.0,,,0.0,New Professions Technical Institute,434469,0
0.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.0,4713.0,,,4.0,20.0,,,0.0,Cortiva Institute,438285,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.0,6667.0,,,,,,0.0,East West College of Natural Medicine,439394,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14546.0,4216.0,,,,,,0.0,Atlantic Institute of Oriental Medicine,439446,0
0.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,7498.0,,,6.0,18.0,,,0.0,New Concept Massage and Beauty School,439774,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5190.0,6042.0,0.3182,,33.0,,,0.0,Fortis College-Orange Park,439792,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.9293,0.0107,0.0,1399.0,5294.0,1.0,19.0,20.0,,,1.0,Ultimate Medical Academy,441371,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458.0,,,6.0,25.0,,,0.0,Florida Barber Academy,441380,0
0.0,0.0,0.0,0.0,0.0575,0.0172,0.6552,0.0,0.0,0.0805,0.0,0.1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31831.0,,,9.0,20.0,,,0.0,M-DCPS The English Center,441414,0
0.0,0.0,0.0,0.0,0.0,0.0,0.1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.0,0.0,0.6131,0.0893,0.0,2351.0,5789.0,0.5532,11.0,21.0,,,0.0,Florida Education Institute,441423,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14158.0,9811.0,1.0,,,2183851.0,2856824.0,0.0,Ave Maria School of Law,442295,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1969.0,,,2.0,30.0,,,1.0,Tulsa Welding School-Jacksonville,442329,0
0.0,0.0,0.0,0.0,0.0,0.0,0.9171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829,0.0,0.0,4242.0,,,7.0,20.0,,,0.0,Hollywood Institute,443234,0
0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.2342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.1385,0.0,0.0,0.0,0.4792,0.0,0.0,1688.0,,,8.0,45.0,,,0.0,South Florida Institute of Technology,443252,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5525.0,935.0,,1.0,,,,0.0,Advance Science International College,444334,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20600.0,,,2.0,5.0,,,0.0,American Advanced Technicians Institute,444370,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7636.0,,,6.0,15.0,,,0.0,The Beauty Institute,444404,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5405.0,,,3.0,6.0,,,0.0,Paul Mitchell the School-Orlando,445212,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.0,0.8875,0.0,0.0,4866.0,6182.0,0.4118,,26.0,,,1.0,Fortis Institute-Port Saint Lucie,445744,0
0.0088,0.0,0.0044,0.0617,0.0,0.0,0.0,0.0441,0.0,0.0,0.0088,0.0,0.0,0.0,0.022,0.0,0.141,0.0132,0.0,0.0,0.0,0.0705,0.0749,0.0044,0.0,0.0925,0.0,0.0,0.0661,0.0,0.0,0.0,0.0,0.0132,0.1542,0.1894,0.0308,13083.0,9091.0,1.0,,17.0,8989288.0,11014738.0,0.0,Ave Maria University,446048,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3862.0,8063.0,,,25.0,,,1.0,Cambridge College of Healthcare & Technology,446109,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3794.0,5974.0,0.5161,,20.0,,,1.0,ATA Career Education,446127,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108,0.139,0.0,0.0,0.3183,0.0,0.0,4333.0,4932.0,0.7582,9.0,22.0,,,1.0,Southern Technical College,446552,0
0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576,0.0,0.0,7679.0,8860.0,0.1875,13.0,10.0,,,1.0,Daytona College,447014,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459,0.0,0.541,0.0,0.0,0.0,0.0,11845.0,3234.0,0.8958,,5.0,,,0.0,Aviator College of Aeronautical Science and Technology,447847,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2822.0,,,2.0,10.0,,,0.0,Trendsetters School of Beauty & Barbering,447865,0
0.0,0.0,0.0,0.0,0.0,0.0,0.9278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722,0.0,0.0,6331.0,,,8.0,12.0,,,0.0,American Institute of Beauty,447883,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4426.0,,,7.0,21.0,,,0.0,North Florida Cosmetology Institute,447892,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3489.0,,,5.0,20.0,,,0.0,Florida Academy of Health & Beauty,447908,0
0.0,0.0,0.0,0.0,0.0,0.1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7817,0.0,1828.0,8381.0,0.1481,,47.0,,,0.0,Strayer University-Florida,449038,0
0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0,0.0,0.4837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4959,0.0,0.0,0.0,0.0,0.0,0.0,3875.0,4542.0,0.4259,,15.0,,,0.0,CBT Technology Institute-Main Campus,449083,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8949,0.0778,0.0,0.0,0.0,0.0,0.0,0.0,3329.0,2619.0,0.5111,,15.0,,,0.0,CBT Technology Institute-Hialeah,449092,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842.0,,,,,,,0.0,Dragon Rises College of Oriental Medicine,449481,0
0.0,0.0,0.0,0.0,0.0,0.0,0.7586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2414,0.0,0.0,4713.0,,,8.0,6.0,,,0.0,Palm Beach Academy of Health & Beauty,449490,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7185.0,7354.0,0.45,3.0,20.0,,,0.0,SABER College,449506,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25756.0,5984.0,0.625,,24.0,,,1.0,Taylor College,449524,0
0.0,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9704,0.0148,0.0,8099.0,7883.0,0.3667,,14.0,,,0.0,South University-Tampa,449898,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6871.0,,,3.0,12.0,,,0.0,Paul Mitchell the School-Tampa,449959,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265.0,,,,,,,0.0,Academy for Five Element Acupuncture,451079,0
