code,title,unit_id,distance,school_type,credential_level,school_city,location_lat,location_lon,locale,carnegie_size_setting,median_family_income,students_with_pell_grant,age_entry,title_iv_eligibility_type,actual,pred,school_name,4_yr_working_count,error,school_count,confidence,pct_error,score
5202,"Business Administration, Management and Operations.",133465,3,"Private, for-profit",3,Royal Palm Beach,26.69215,-80.200219,21,6,20000.0,0.7772579044,30.0,1,53445.00000000002,53767.504,South University-West Palm Beach,280,-322.5039062499782,58,high,-0.00599811936243687,-0.0059798768230168555
5202,"Business Administration, Management and Operations.",133465,3,"Private, for-profit",5,Royal Palm Beach,26.69215,-80.200219,21,6,20000.0,0.7772579044,30.0,1,74209.00000000004,69060.11,South University-West Palm Beach,181,5148.890625000044,35,high,0.07455665320541702,0.07417984866725634
0301,Natural Resources Conservation and Research.,133492,1,"Private, nonprofit",3,Saint Petersburg,27.715798,-82.687043,11,11,77695.0,0.4113924051,21.0,1,39931.99999999999,53006.31,Eckerd College,77,-13074.308593750007,9,medium,-0.24665570836018574,-0.2432704107745946
0901,Communication and Media Studies.,133492,1,"Private, nonprofit",3,Saint Petersburg,27.715798,-82.687043,11,11,77695.0,0.4113924051,21.0,1,60969.00000000002,53399.223,Eckerd College,22,7569.777343750022,15,medium,0.14175819360666356,0.13356883518528775
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133492,1,"Private, nonprofit",3,Saint Petersburg,27.715798,-82.687043,11,11,77695.0,0.4113924051,21.0,1,45768.00000000001,58282.484,Eckerd College,95,-12514.484374999993,12,medium,-0.21472118955121314,-0.21241588553813165
2601,"Biology, General.",133492,1,"Private, nonprofit",3,Saint Petersburg,27.715798,-82.687043,11,11,77695.0,0.4113924051,21.0,1,47814.00000000001,55312.043,Eckerd College,50,-7498.042968749993,24,high,-0.13555895906767013,-0.1324827776898528
2613,"Ecology, Evolution, Systematics, and Population Biology.",133492,1,"Private, nonprofit",3,Saint Petersburg,27.715798,-82.687043,11,11,77695.0,0.4113924051,21.0,1,48630.99999999996,46355.88,Eckerd College,52,2275.1210937499636,4,low,0.04907945113825071,0.04801524773791932
4201,"Psychology, General.",133492,1,"Private, nonprofit",3,Saint Petersburg,27.715798,-82.687043,11,11,77695.0,0.4113924051,21.0,1,53220.00000000002,50516.98,Eckerd College,35,2703.019531250022,29,high,0.05350714761984082,0.05167569456892402
5201,"Business/Commerce, General.",133492,1,"Private, nonprofit",3,Saint Petersburg,27.715798,-82.687043,11,11,77695.0,0.4113924051,21.0,1,63660.00000000002,58679.85,Eckerd College,23,4980.148437500022,9,medium,0.0848698199618937,0.08020286043923552
5202,"Business Administration, Management and Operations.",133492,1,"Private, nonprofit",3,Saint Petersburg,27.715798,-82.687043,11,11,77695.0,0.4113924051,21.0,1,61685.0,63961.777,Eckerd College,20,-2276.77734375,58,high,-0.03559590490292206,-0.03331172499373412
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133508,1,Public,3,Fort Myers,26.552403,-81.887102,21,12,25854.0,0.8308977035,23.0,1,57918.00000000004,53589.105,Florida SouthWestern State College,65,4328.894531250036,24,high,0.08077937658008477,0.07942830533482617
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133508,1,Public,2,Fort Myers,26.552403,-81.887102,21,12,25854.0,0.8308977035,23.0,1,47775.99999999998,44206.27,Florida SouthWestern State College,1206,3569.730468749978,36,high,0.08075167858772811,0.08070583198410304
5106,Dental Support Services and Allied Professions.,133508,1,Public,2,Fort Myers,26.552403,-81.887102,21,12,25854.0,0.8308977035,23.0,1,69687.00000000003,62680.934,Florida SouthWestern State College,22,7006.066406250029,10,medium,0.11177348524605596,0.1053163407988987
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",133508,1,Public,2,Fort Myers,26.552403,-81.887102,21,12,25854.0,0.8308977035,23.0,1,78918.00000000001,66835.27,Florida SouthWestern State College,75,12082.726562500015,39,high,0.18078367815460492,0.1782250040860728
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133508,1,Public,2,Fort Myers,26.552403,-81.887102,21,12,25854.0,0.8308977035,23.0,1,78773.00000000001,79131.46,Florida SouthWestern State College,161,-358.46093749998545,58,high,-0.004529942114718529,-0.004503695141606955
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133508,3,Public,3,Fort Myers,26.552403,-81.887102,21,12,25854.0,0.8308977035,23.0,1,89818.00000000007,86177.586,Florida SouthWestern State College,88,3640.4140625000728,57,high,0.042243165933428105,0.04174716458214359
5202,"Business Administration, Management and Operations.",133508,1,Public,2,Fort Myers,26.552403,-81.887102,21,12,25854.0,0.8308977035,23.0,1,50236.00000000002,49186.582,Florida SouthWestern State College,26,1049.4179687500218,26,high,0.021335452178467877,0.0203124377936258
5202,"Business Administration, Management and Operations.",133508,1,Public,3,Fort Myers,26.552403,-81.887102,21,12,25854.0,0.8308977035,23.0,1,57132.000000000015,56508.39,Florida SouthWestern State College,118,623.6093750000146,58,high,0.011035695196814226,0.010943752890906577
1402,"Aerospace, Aeronautical, and Astronautical/Space Engineering.",133553,1,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,95551.99999999996,90137.36,Embry-Riddle Aeronautical University-Daytona Beach,286,5414.640624999956,5,low,0.06007099234484266,0.05989273600965221
1409,Computer Engineering.,133553,1,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,105527.00000000007,134786.08,Embry-Riddle Aeronautical University-Daytona Beach,31,-29259.078124999927,13,medium,-0.21707789507656117,-0.20854511069671824
1410,"Electrical, Electronics, and Communications Engineering.",133553,1,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,99449.99999999997,105660.7,Embry-Riddle Aeronautical University-Daytona Beach,25,-6210.703125000029,10,medium,-0.058779687635170934,-0.05583455120434528
1419,Mechanical Engineering.,133553,1,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,96331.00000000003,103872.99,Embry-Riddle Aeronautical University-Daytona Beach,100,-7541.992187499971,12,medium,-0.07260782642985776,-0.07187368279871632
1427,Systems Engineering.,133553,1,"Private, nonprofit",5,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,125092.99999999997,147143.17,Embry-Riddle Aeronautical University-Daytona Beach,88,-22050.17187500003,4,low,-0.14985521648080233,-0.1480956800391292
4228,"Clinical, Counseling and Applied Psychology.",133553,1,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,82023.0,78629.03,Embry-Riddle Aeronautical University-Daytona Beach,39,3393.96875,3,low,0.043164321066209245,0.041859300930330474
4228,"Clinical, Counseling and Applied Psychology.",133553,1,"Private, nonprofit",5,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,109267.99999999996,102201.56,Embry-Riddle Aeronautical University-Daytona Beach,32,7066.437499999956,9,medium,0.06914216698007877,0.06652074518783778
4303,Homeland Security.,133553,1,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,71014.0,85555.15,Embry-Riddle Aeronautical University-Daytona Beach,74,-14541.1484375,3,low,-0.16996228401289776,-0.16751876268835036
4304,Security Science and Technology.,133553,0,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,98996.00000000004,97068.52,Embry-Riddle Aeronautical University-Daytona Beach,31,1927.4765625000437,4,low,0.019856864967572087,0.019076341703477457
4509,International Relations and National Security Studies.,133553,0,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,75519.99999999994,76395.055,Embry-Riddle Aeronautical University-Daytona Beach,87,-875.0546875000582,6,medium,-0.011454336816427954,-0.011318035619683416
4509,International Relations and National Security Studies.,133553,0,"Private, nonprofit",5,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,81885.99999999997,98051.86,Embry-Riddle Aeronautical University-Daytona Beach,21,-16165.85937500003,2,low,-0.16487050299753717,-0.1548435619912349
4706,Vehicle Maintenance and Repair Technologies/Technicians.,133553,0,"Private, nonprofit",2,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,83748.99999999996,81429.445,Embry-Riddle Aeronautical University-Daytona Beach,47,2319.5546874999563,5,low,0.028485453616910347,0.027791013302234782
4706,Vehicle Maintenance and Repair Technologies/Technicians.,133553,0,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,87796.99999999994,81171.96,Embry-Riddle Aeronautical University-Daytona Beach,85,6625.039062499942,2,low,0.08161733418761467,0.08061935719560744
4901,Air Transportation.,133553,1,"Private, nonprofit",2,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,83343.00000000007,92948.53,Embry-Riddle Aeronautical University-Daytona Beach,208,-9605.531249999927,5,low,-0.10334247481721157,-0.1028983484373017
4901,Air Transportation.,133553,1,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,90495.00000000007,87786.57,Embry-Riddle Aeronautical University-Daytona Beach,1152,2708.4296875000728,5,low,0.030852437654856388,0.030833984130295238
4901,Air Transportation.,133553,1,"Private, nonprofit",5,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,113160.99999999994,114795.61,Embry-Riddle Aeronautical University-Daytona Beach,375,-1634.6093750000582,3,low,-0.014239302216344528,-0.014208433006851168
5202,"Business Administration, Management and Operations.",133553,0,"Private, nonprofit",2,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,85869.00000000003,71319.21,Embry-Riddle Aeronautical University-Daytona Beach,64,14549.78906250003,26,high,0.20400939482141237,0.2005350186836569
5202,"Business Administration, Management and Operations.",133553,1,"Private, nonprofit",3,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,83748.99999999996,84449.04,Embry-Riddle Aeronautical University-Daytona Beach,455,-700.0390625000437,58,high,-0.008289485235965217,-0.008275111765306866
5202,"Business Administration, Management and Operations.",133553,1,"Private, nonprofit",5,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,110335.99999999994,110952.19,Embry-Riddle Aeronautical University-Daytona Beach,435,-616.1875000000582,35,high,-0.005553630927736852,-0.005543488617030263
5212,Management Information Systems and Services.,133553,0,"Private, nonprofit",5,Daytona Beach,29.189903,-81.048367,13,13,38662.0,0.6700304341,25.0,1,103031.99999999997,98943.01,Embry-Riddle Aeronautical University-Daytona Beach,41,4088.992187499971,9,medium,0.04132674231259206,0.04014715089652466
0402,Architecture.,133650,1,Public,5,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,73496.00000000006,72506.055,Florida Agricultural and Mechanical University,22,989.9453125000582,4,low,0.013653277878195242,0.012864529211705984
0904,Journalism.,133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,50832.00000000004,49973.5,Florida Agricultural and Mechanical University,64,858.5000000000364,6,medium,0.0171791049256113,0.016886536672694366
0909,"Public Relations, Advertising, and Applied Communication.",133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,41861.00000000003,51661.324,Florida Agricultural and Mechanical University,48,-9800.32421874997,11,medium,-0.189703310299449,-0.18518993409581425
1101,"Computer and Information Sciences, General.",133650,2,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,83041.00000000004,79166.7,Florida Agricultural and Mechanical University,49,3874.2968750000437,19,high,0.04893846430465515,0.04780161297781762
1510,Construction Engineering Technology/Technician.,133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,98272.00000000003,76074.15,Florida Agricultural and Mechanical University,22,22197.85156250003,5,low,0.2917923107708139,0.2749354945494245
2201,Law.,133650,1,Public,7,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,81143.99999999996,62993.566,Florida Agricultural and Mechanical University,211,18150.433593749956,8,medium,0.28813154468341284,0.2869137523611839
2601,"Biology, General.",133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,45172.99999999996,50035.875,Florida Agricultural and Mechanical University,51,-4862.875000000036,24,high,-0.097187767776621,-0.09503239880533083
3000,"Multi-/Interdisciplinary Studies, General.",133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,47139.00000000004,47177.344,Florida Agricultural and Mechanical University,205,-38.34374999996362,7,medium,-0.0008127577127519737,-0.00080920516062986
4201,"Psychology, General.",133650,2,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,39472.000000000015,44798.523,Florida Agricultural and Mechanical University,66,-5326.523437499985,29,high,-0.11889953125198884,-0.11694597010181673
4301,Criminal Justice and Corrections.,133650,2,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,44890.99999999996,52378.17,Florida Agricultural and Mechanical University,50,-7487.171875000036,23,high,-0.14294450544910386,-0.13970072703159378
4407,Social Work.,133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,47477.00000000003,49020.387,Florida Agricultural and Mechanical University,72,-1543.386718749971,12,medium,-0.031484588801900144,-0.031017225392520963
4407,Social Work.,133650,1,Public,5,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,61026.00000000001,56598.184,Florida Agricultural and Mechanical University,26,4427.816406250007,9,medium,0.0782324824773875,0.07448131028441922
4501,"Social Sciences, General.",133650,2,Public,5,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,57721.99999999996,55137.87,Florida Agricultural and Mechanical University,53,2584.1289062499636,1,low,0.04686667901733479,0.045872680441351676
4510,Political Science and Government.,133650,2,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,48732.99999999998,54426.57,Florida Agricultural and Mechanical University,49,-5693.570312500022,14,medium,-0.10461012479399966,-0.10218000850689365
5100,"Health Services/Allied Health/Health Sciences, General.",133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,46081.0,53901.61,Florida Agricultural and Mechanical University,115,-7820.609375,15,medium,-0.14509046141073595,-0.14384469661644367
5107,Health and Medical Administrative Services.,133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,44476.99999999997,57303.535,Florida Agricultural and Mechanical University,76,-12826.53515625003,18,high,-0.22383497145989012,-0.22071561394135328
5122,Public Health.,133650,2,Public,5,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,47272.00000000004,74552.664,Florida Agricultural and Mechanical University,26,-27280.664062499964,11,medium,-0.36592473797622665,-0.34837899919422677
5123,Rehabilitation and Therapeutic Professions.,133650,1,Public,5,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,75716.00000000001,55665.53,Florida Agricultural and Mechanical University,42,20050.468750000015,9,medium,0.3601954081773003,0.35019590089204
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133650,2,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,73658.00000000004,70264.96,Florida Agricultural and Mechanical University,116,3393.0390625000437,57,high,0.048289204423213425,0.04787876494210694
5202,"Business Administration, Management and Operations.",133650,1,Public,3,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,53901.999999999956,56145.848,Florida Agricultural and Mechanical University,98,-2243.8476562500437,58,high,-0.0399646233856488,-0.039550875191269985
5202,"Business Administration, Management and Operations.",133650,2,Public,5,Tallahassee,30.428504,-84.290226,12,13,28781.0,0.8220073183,20.0,1,90640.99999999994,71375.69,Florida Agricultural and Mechanical University,62,19265.31249999994,35,high,0.26991421273525307,0.26514420668253097
0402,Architecture.,133669,0,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,64729.99999999994,57435.777,Florida Atlantic University,49,7294.222656249942,4,low,0.12699789214298288,0.12404770307923275
0901,Communication and Media Studies.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,54717.0,53272.816,Florida Atlantic University,197,1444.18359375,15,medium,0.027109202988948176,0.02698508212587483
0907,"Radio, Television, and Digital Communication.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,47504.99999999999,44074.473,Florida Atlantic University,164,3430.5273437499927,7,medium,0.07783479045808901,0.07739342555735942
1101,"Computer and Information Sciences, General.",133669,2,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,89475.99999999997,79680.19,Florida Atlantic University,152,9795.81249999997,19,high,0.1229391246098658,0.122177297459001
1301,"Education, General.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,50946.00000000004,55095.98,Florida Atlantic University,92,-4149.980468749964,3,low,-0.07532274466199579,-0.07448313436071108
1303,Curriculum and Instruction.,133669,2,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,62089.99999999995,67228.75,Florida Atlantic University,21,-5138.750000000051,7,medium,-0.07643679229496385,-0.07178813050817939
1304,Educational Administration and Supervision.,133669,2,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,75592.00000000006,67331.27,Florida Atlantic University,105,8260.726562500058,20,high,0.12268781118729391,0.12151612027630988
1311,Student Counseling and Personnel Services.,133669,1,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,65702.99999999994,60911.05,Florida Atlantic University,47,4791.949218749942,9,medium,0.0786712617380265,0.07675335316293375
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,56073.00000000004,53029.26,Florida Atlantic University,144,3043.7382812500364,24,high,0.05739733465257421,0.0570184608228393
1313,"Teacher Education and Professional Development, Specific Subject Areas.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,56414.00000000002,48265.227,Florida Atlantic University,44,8148.773437500022,11,medium,0.16883321633118092,0.1643911379814275
1408,Civil Engineering.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,84777.99999999999,73677.99,Florida Atlantic University,70,11100.007812499985,8,medium,0.15065567726454931,0.14834455880741573
1409,Computer Engineering.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,90664.00000000006,108065.65,Florida Atlantic University,43,-17401.64843749994,13,medium,-0.16102849230173474,-0.1566778193908652
1410,"Electrical, Electronics, and Communications Engineering.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,93560.99999999994,90328.66,Florida Atlantic University,62,3232.343749999942,10,medium,0.03578425589608992,0.035151865643324946
1419,Mechanical Engineering.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,89583.00000000003,80715.586,Florida Atlantic University,90,8867.41406250003,12,medium,0.10985999741569465,0.10860352286808696
2301,"English Language and Literature, General.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,47641.99999999999,46707.2,Florida Atlantic University,119,934.8007812499927,11,medium,0.020014062005129372,0.019848955416996578
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133669,1,Public,2,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,48520.00000000003,47087.09,Florida Atlantic University,85,1432.910156250029,36,high,0.030431062123500996,0.030058965924282015
2401,"Liberal Arts and Sciences, General Studies and Humanities.",133669,2,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,48428.00000000001,56945.29,Florida Atlantic University,117,-8517.289062499993,12,medium,-0.14956968702278228,-0.14831110252504626
2601,"Biology, General.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,47707.00000000004,50685.54,Florida Atlantic University,258,-2978.5390624999636,24,high,-0.058765066281077666,-0.05856851585126453
2601,"Biology, General.",133669,1,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,61445.000000000015,60218.816,Florida Atlantic University,36,1226.1835937500146,1,low,0.020362133746998575,0.019687288797157233
2701,Mathematics.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,71453.00000000004,59893.727,Florida Atlantic University,25,11559.273437500044,6,medium,0.1929963971341434,0.18332637772632066
3000,"Multi-/Interdisciplinary Studies, General.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,51082.00000000003,51910.383,Florida Atlantic University,519,-828.3828124999709,7,medium,-0.015957940735904123,-0.015934164438135504
3105,"Sports, Kinesiology, and Physical Education/Fitness.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,50395.00000000004,50188.188,Florida Atlantic University,165,206.81250000003638,18,high,0.004120740562707836,0.004097539024993082
4201,"Psychology, General.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,48753.99999999999,46979.21,Florida Atlantic University,375,1774.7890624999927,29,high,0.037778179477325174,0.03769628062309447
4301,Criminal Justice and Corrections.,133669,3,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,53545.000000000044,58946.727,Florida Atlantic University,386,-5401.726562499956,23,high,-0.0916374305666086,-0.09144530288617908
4301,Criminal Justice and Corrections.,133669,1,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,60143.99999999999,72692.92,Florida Atlantic University,30,-12548.921875000007,10,medium,-0.1726292127392906,-0.16558627425316802
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",133669,3,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,56162.00000000002,60044.656,Florida Atlantic University,54,-3882.656249999978,4,low,-0.06466281085587826,-0.0633208249002237
4404,Public Administration.,133669,3,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,57679.00000000002,58586.47,Florida Atlantic University,40,-907.4687499999782,7,medium,-0.015489391481714422,-0.015034528234337605
4404,Public Administration.,133669,1,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,73083.99999999996,72207.74,Florida Atlantic University,23,876.2578124999563,10,medium,0.012135233507573192,0.011467921574977152
4407,Social Work.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,50966.00000000001,51081.22,Florida Atlantic University,232,-115.21874999999272,12,medium,-0.002255599079651809,-0.0022470628151230816
4502,Anthropology.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,33388.999999999985,48122.98,Florida Atlantic University,34,-14733.980468750015,7,medium,-0.3061734814683379,-0.2953406937363092
4506,Economics.,133669,2,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,74056.00000000003,65817.79,Florida Atlantic University,79,8238.21093750003,8,medium,0.12516693518339086,0.12349974731437463
4507,Geography and Cartography.,133669,1,Public,1,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,59553.99999999999,50462.324,Florida Atlantic University,24,9091.675781249993,1,low,0.18016759873838412,0.17071894107992527
4510,Political Science and Government.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,53871.99999999997,56868.066,Florida Atlantic University,104,-2996.066406250029,14,medium,-0.05268451339363195,-0.05217570288545424
4511,Sociology.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,50983.0,51738.63,Florida Atlantic University,151,-755.62890625,12,medium,-0.014604733875325413,-0.01451353090006519
5005,Drama/Theatre Arts and Stagecraft.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,20673.000000000004,42878.11,Florida Atlantic University,20,-22205.109374999996,11,medium,-0.5178658690568723,-0.48463455166292235
5007,Fine and Studio Arts.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,46605.99999999997,42174.07,Florida Atlantic University,118,4431.929687499971,12,medium,0.10508660071604206,0.10421108682973805
5010,"Arts, Entertainment, and Media Management.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,37373.999999999985,49290.17,Florida Atlantic University,24,-11916.171875000015,3,low,-0.24175553506324662,-0.22907697741000804
5100,"Health Services/Allied Health/Health Sciences, General.",133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,51640.00000000002,58509.527,Florida Atlantic University,41,-6869.527343749978,15,medium,-0.11740869659381692,-0.11405749388768129
5102,Communication Disorders Sciences and Services.,133669,1,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,64384.99999999995,68081.836,Florida Atlantic University,37,-3696.835937500051,8,medium,-0.05429988610903198,-0.052555904369041125
5107,Health and Medical Administrative Services.,133669,1,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,57152.999999999956,59645.777,Florida Atlantic University,231,-2492.7773437500437,18,high,-0.041793022989434644,-0.04163406113302539
5107,Health and Medical Administrative Services.,133669,2,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,86396.00000000004,77255.71,Florida Atlantic University,150,9140.289062500044,12,medium,0.11831214743327588,0.1175675592775339
5112,Medicine.,133669,1,Public,7,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,89536.99999999994,90714.37,Florida Atlantic University,88,-1177.3671875000582,7,medium,-0.012978839229143559,-0.012826447199485917
5115,Mental and Social Health Services and Allied Professions.,133669,1,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,58963.00000000002,57235.863,Florida Atlantic University,170,1727.1367187500218,12,medium,0.030175778257472665,0.03001169494576337
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133669,2,Public,3,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,91952.99999999999,89091.05,Florida Atlantic University,236,2861.9531249999854,57,high,0.0321239139665232,0.032004736040939015
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133669,2,Public,5,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,109032.99999999997,108502.15,Florida Atlantic University,183,530.8515624999709,18,high,0.004892544250455602,0.004868132614526608
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133669,1,Public,6,Boca Raton,26.372421,-80.102978,13,15,28064.0,0.7219053052,23.0,1,115208.0000000001,126031.9,Florida Atlantic University,39,-10823.898437499898,8,medium,-0.08588221372280237,-0.08328567066470154
